Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
СИЛА ЛЮДЕЙ,ВАРАСЬКА МІСЬКА організація,Рівненська область,40220555,"Рівненська обл., м. Вараш, Вараш мікрорайон, 45","Рівненська обл., м. Вараш, Вараш мікрорайон, 45","Рівненська філія КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA083333910000026004054716233"
СИЛА ЛЮДЕЙ,КИЇВСЬКА МІСЬКА організація,київ,39989915,"м.. київ, Подільський, пл. Контрактова, 7","м.. київ, Подільський, пл. Контрактова, 7","Приват банк, ЄДРПОУ: 14360570, р/р № UA113052990000026003036216794; Приват банк, ЄДРПОУ: 14360570, р/р № UA213052990000026009026202712"
СИЛА ЛЮДЕЙ,ДНІПРОВСЬКА МІСЬКА організація,Дніпропетровська область,40749510,"Дніпропетровська обл., м. Дніпро, вул. Горяна, буд. 19","Дніпропетровська обл., м. Дніпро, вул. Горяна, буд. 19",
СИЛА ЛЮДЕЙ,СУМСЬКА ОБЛАСНА організація,Сумська область,40335165,"Сумська обл., Тростянецький р-н, вул. Благовіщенська, буд. 58А","Сумська обл., Тростянецький р-н, вул. Благовіщенська, буд. 58А","СФ КБ Приватбанк, ЄДРПОУ: 14360570, р/р № UA613375460000026009055020252"
СИЛА ЛЮДЕЙ,ЧОРТКІВСЬКА МІСЬКА організація,Тернопільська область,39921438,"Тернопільська обл., м. Чортків, вул. Олеся Гончара, буд. 3 А","Тернопільська обл., м. Чортків, вул. Олеся Гончара, буд. 3 А","Тернопільська філія АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA293387830000026001055129857"
СИЛА ЛЮДЕЙ,ЧОРТКІВСЬКА РАЙОННА організація,Тернопільська область,39921464,"Тернопільська обл., Чортківський р-н, вул. Пліщука, буд. 27","Тернопільська обл., Чортківський р-н, вул. Пліщука, буд. 27","Тернопільська філія АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA423387830000026000055128008"
СИЛА ЛЮДЕЙ,РОМЕНСЬКА МІСЬКА організація,Сумська область,44214917,"Сумська обл., м. Ромни, вул. Соборна, буд. 24","Сумська обл., м. Ромни, вул. Соборна, буд. 24",
СИЛА ЛЮДЕЙ,КРИВОРІЗЬКА МІСЬКА організація,Дніпропетровська область,40009611,"Дніпропетровська обл., м. Кривий Ріг, nan, 5","Дніпропетровська обл., м. Кривий Ріг, nan, 5","ПАТ КБ «ПриватБанк», ЄДРПОУ: 14360570, р/р № UA173052990000026000010400723; ПАТ КБ «ПриватБанк», ЄДРПОУ: 14360570, р/р № UA263057500000026008053509413"
СИЛА ЛЮДЕЙ,ЛЬВІВСЬКА ОБЛАСНА організація,Львівська область,39943818,"Львівська обл., м. Львів, вул. Карманського П., буд. 6","Львівська обл., м. Львів, вул. Карманського П., буд. 6",
СИЛА ЛЮДЕЙ,ДНІПРОВСЬКА РАЙОННА організація,київ,40418843,"м.. київ, Дніпровський, вул. Бажова, буд. 3","м.. київ, Дніпровський, вул. Бажова, буд. 3",
СИЛА ЛЮДЕЙ,БУЧАНСЬКА МІСЬКА організація,Київська область,40010323,"Київська обл., м. Буча, вул. Жовтнева, буд. 17","Київська обл., м. Буча, вул. Жовтнева, буд. 17",
СИЛА ЛЮДЕЙ,НОВОКАХОВСЬКА МІСЬКА організація,Херсонська область,39922929,"Херсонська обл., м. Нова Каховка, вул. Дружби, буд. 15","Херсонська обл., м. Нова Каховка, вул. Дружби, буд. 15",
СИЛА ЛЮДЕЙ,ПОЛТАВСЬКА МІСЬКА організація,Полтавська область,39978937,"Полтавська обл., м. Полтава, вул. Мазепи Івана, буд. 4","Полтавська обл., м. Полтава, вул. Мазепи Івана, буд. 4",
СИЛА ЛЮДЕЙ,ДРУЖКІВСЬКА МІСЬКА організація,Донецька область,39912346,"Донецька обл., м. Дружківка, вул. Курська, буд. 16","Донецька обл., м. Дружківка, вул. Курська, буд. 16",
СИЛА ЛЮДЕЙ,БІЛГОРОД-ДНІСТРОВСЬКА МІСЬКА організація,Одеська область,40045822,"Одеська обл., м. Білгород-Дністровський, nan, 16","Одеська обл., м. Білгород-Дністровський, nan, 16",
СИЛА ЛЮДЕЙ,МЕЛІТОПОЛЬСЬКА МІСЬКА організація,Запорізька область,41167943,"Запорізька обл., м. Мелітополь, просп. Хмельницького Богдана, буд. 29","Запорізька обл., м. Мелітополь, просп. Хмельницького Богдана, буд. 29",
СИЛА ЛЮДЕЙ,ГЛУХІВСЬКА МІСЬКА організація,Сумська область,40496853,"Сумська обл., м. Глухів, вул. Гришка, буд. 15","Сумська обл., м. Глухів, вул. Гришка, буд. 15","АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA573375460000026000055022958"
СИЛА ЛЮДЕЙ,ЧЕРНІВЕЦЬКА ОБЛАСНА організація,Чернівецька область,40000954,"Чернівецька обл., м. Чернівці, вул. Руська, буд. 263","Чернівецька обл., м. Чернівці, вул. Руська, буд. 263",
СИЛА ЛЮДЕЙ,БОРИСПІЛЬСЬКА РАЙОННА організація,Київська область,39993172,"Київська обл., м. Бориспіль, вул. Шевченка, буд. 5","Київська обл., м. Бориспіль, вул. Шевченка, буд. 5",
СИЛА ЛЮДЕЙ,ТРОСТЯНЕЦЬКА РАЙОННА організація,Сумська область,39713177,"Сумська обл., Тростянецький р-н, вул. Володимира Великого, буд. 35","Сумська обл., Тростянецький р-н, вул. Володимира Великого, буд. 35","АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA173375460000026005055017106"
СИЛА ЛЮДЕЙ,БОРИСПІЛЬСЬКА МІСЬКА організація,Київська область,39993209,"Київська обл., м. Бориспіль, вул. Привокзальна, буд. 5","Київська обл., м. Бориспіль, вул. Привокзальна, буд. 5","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA533052990000026004000117163"
СИЛА ЛЮДЕЙ,БІЛОЦЕРКІВСЬКА МІСЬКА організація,Київська область,39963846,"Київська обл., м. Біла Церква, вул. Гагаріна, буд. 5","Київська обл., м. Біла Церква, вул. Гагаріна, буд. 5","АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA983052990000026001030108952"
СИЛА ЛЮДЕЙ,ПЕЧЕРСЬКА РАЙОННА організація,київ,40578087,"м.. київ, Печерський, вул. Бойчука Михайла, буд. 23","м.. київ, Печерський, вул. Бойчука Михайла, буд. 23","Приват банк, ЄДРПОУ: 14360570, р/р № UA753052990000026049006207128; Приват банк, ЄДРПОУ: 14360570, р/р № UA163052990000020634046204495; Приват банк, ЄДРПОУ: 14360570, р/р № UA983052990000026074006214788; Приват банк, ЄДРПОУ: 14360570, р/р № UA633052990000026008036200459; Приват банк, ЄДРПОУ: 14360570, р/р № UA243052990000020682016201492; Приват банк, ЄДРПОУ: 14360570, р/р № UA743052990000020683046203919; Приват банк, ЄДРПОУ: 14360570, р/р № UA253052990000026079046214561; Приват банк, ЄДРПОУ: 14360570, р/р № UA203052990000035701006205482"
СИЛА ЛЮДЕЙ,КОЗЯТИНСЬКА МІСЬКА організація,Вінницька область,40158697,"Вінницька обл., м. Козятин, nan, 1","Вінницька обл., м. Козятин, nan, 1","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA663206490000026001052734467"
СИЛА ЛЮДЕЙ,ЗАПОРІЗЬКА МІСЬКА організація,Запорізька область,40031212,"Запорізька обл., м. Запоріжжя, вул. Українська, буд. 43","Запорізька обл., м. Запоріжжя, вул. Українська, буд. 43","АТ КБ Приватбанк, ЄДРПОУ: 14360570, р/р № UA873133990000026000055716739"
СИЛА ЛЮДЕЙ,КІРОВОГРАДСЬКА ОБЛАСНА організація,Кіровоградська область,40022674,"Кіровоградська обл., Олександрійський р-н, вул. Святомиколаївська, буд. 41","Кіровоградська обл., Олександрійський р-н, вул. Святомиколаївська, буд. 41","АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA583052990000026006015112720; АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA283052990000026006025103581"
СИЛА ЛЮДЕЙ,ОБУХІВСЬКА МІСЬКА організація,Київська область,40053477,"Київська обл., м. Обухів, Лукавиця масив, 362","Київська обл., м. Обухів, Лукавиця масив, 362","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA083218420000026006030101838; АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA343052990000026006010102229"
