Вид нематеріального активу,Назва нематеріального активу,Місцезнаходження обʼєкта,Дата придбання,Вартість придбання,Наявність обтяжень,Дата відчуження,Вартість відчуження майна,Сума доходу (грн),Балансова вартість на кінець звітного періоду (грн),Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмне забезпечення ""1С:Бухгалтерія 8 для України""","м. Київ, вул. Волоська, буд. 6/14",2017-07-06,4680,обтяження відсутнє,,,,4407,Опозиційний блок,Центральний офіс,37120464,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","ПЗ ""1С:Бухгалтерія 8 для України"" додаткове робоче місце","м. Київ, вул. Волоська, буд. 6/14",2017-08-31,2340,обтяження відсутнє,,,,"2203,5",Опозиційний блок,Центральний офіс,37120464,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","ПЗ ""1С:Бухгалтерія 8 для України"" 2 додаткові робочі місця","м. Київ, вул. Волоська, буд. 6/14",2017-12-13,6600,обтяження відсутнє,,,,6435,Опозиційний блок,Центральний офіс,37120464,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Microsoft (60 л.),"м. Київ, вул. Волоська, буд. 6/14",2017-11-07,"321546,6",обтяження відсутнє,,,,"305469,27",Опозиційний блок,Центральний офіс,37120464,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція Microsoft (41 л.),"м. Київ, вул. Волоська, буд. 6/14",2017-12-14,359346,обтяження відсутнє,2018-03-30,152031,,207315,Опозиційний блок,Центральний офіс,37120464,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",www.opposition.org.ua,,2017-09-01,264,обтяження відсутнє,,,,"101,31",Опозиційний блок,Центральний офіс,37120464,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","ПЗ ""Облік членів партії""","м. Київ, вул. Волоська, буд. 6/14",2017-10-02,145500,обтяження відсутнє,2022-10-02,,12125,133375,Опозиційний блок,Центральний офіс,37120464,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство""8 кл.ліц.на 1 р/м","м. Вінниця, вул. Магістратська, буд. 43",2017-10-25,3300,обтяження відсутнє,,,,"2612,5",Опозиційний блок,Вінницька обласна організація,37618150,Вінницька область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Windows 10 Home 64-bit 1pk DVD,"м. Вінниця, вул. Магістратська, буд. 43",2017-11-30,12484,обтяження відсутнє,,,,"10403,36",Опозиційний блок,Вінницька обласна організація,37618150,Вінницька область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Ofice Home&Business 2016 64-bit 2pk DVD,"м. Вінниця, вул. Магістратська, буд. 43",2017-11-30,22916,обтяження відсутнє,,,,"19096,64",Опозиційний блок,Вінницька обласна організація,37618150,Вінницька область,1,2018
