Вид нематеріального активу,Назва нематеріального активу,Місцезнаходження обʼєкта,Дата придбання,Вартість придбання,Наявність обтяжень,Дата відчуження,Вартість відчуження майна,Сума доходу (грн),Балансова вартість на кінець звітного періоду (грн),Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Емблема Політичної партії ""Народний Фронт""",Україна,2014-11-17,,обтяження відсутнє,,,,"2333,16",Народний фронт,Центральний офіс,39181335,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Прапор Політичної партії ""Народний Фронт""",Україна,2014-11-17,,обтяження відсутнє,,,,"2333,16",Народний фронт,Центральний офіс,39181335,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Девіз Політичної партії ""Народний Фронт""",Україна,2014-11-17,,обтяження відсутнє,,,,"2333,16",Народний фронт,Центральний офіс,39181335,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Права на видавництво газети ""НАРОДНИЙ ФРОНТ""",Україна,2014-09-15,,обтяження відсутнє,,,,"2249,83",Народний фронт,Центральний офіс,39181335,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Веб-сайт ПП ""НАРОДНИЙ ФРОНТ""",Україна,2017-09-05,,обтяження відсутнє,,,,0,Народний фронт,Центральний офіс,39181335,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Компʼютерна програма ""1С:Підприємство 8.3""",Україна,2016-12-26,8892,обтяження відсутнє,,,,"18357,9",Народний фронт,Центральний офіс,39181335,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Операційна система Windows 10 Professinal (100 ліцензій),Україна,2017-12-28,674000,обтяження відсутнє,,,,"578960,36",Народний фронт,Центральний офіс,39181335,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Офісна програма Microsoft Office 2016 (100 ліцензій),Україна,2017-12-28,619300,обтяження відсутнє,,,,"531975,88",Народний фронт,Центральний офіс,39181335,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Компʼютерна програма M.E.Doc,Україна,2018-12-27,3002,обтяження відсутнє,,,,"1700,88",Народний фронт,Центральний офіс,39181335,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Компʼютерна програма ""Програмний комплекс FREEDOM""",Україна,2018-12-26,439,обтяження відсутнє,,,,"201,23",Народний фронт,Центральний офіс,39181335,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Аудіовізуальний твір ""ФРОНТ 14/19""",Україна,2019-12-01,75000,обтяження відсутнє,,,,56520,Народний фронт,Центральний офіс,39181335,Україна,1,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Емблема Політичної партії ""Народний Фронт""",Україна,2014-11-17,,обтяження відсутнє,,,,"2208,15",Народний фронт,Центральний офіс,39181335,Україна,2,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Прапор Політичної партії ""Народний Фронт""",Україна,2014-11-17,,обтяження відсутнє,,,,"2208,15",Народний фронт,Центральний офіс,39181335,Україна,2,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Девіз Політичної партії ""Народний Фронт""",Україна,2014-11-17,,обтяження відсутнє,,,,"2208,15",Народний фронт,Центральний офіс,39181335,Україна,2,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Права на видавництво газети ""НАРОДНИЙ ФРОНТ""",Україна,2014-09-15,,обтяження відсутнє,,,,"2124,82",Народний фронт,Центральний офіс,39181335,Україна,2,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Веб-сайт ПП ""НАРОДНИЙ ФРОНТ""",Україна,2017-09-05,,обтяження відсутнє,,,,0,Народний фронт,Центральний офіс,39181335,Україна,2,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Компʼютерна програма ""1С:Підприємство 8.3""",Україна,2016-12-26,8892,обтяження відсутнє,,,,"16404,84",Народний фронт,Центральний офіс,39181335,Україна,2,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Операційна система Windows 10 Professinal (100 ліцензій),Україна,2017-12-28,674000,обтяження відсутнє,,,,"563120,42",Народний фронт,Центральний офіс,39181335,Україна,2,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Офісна програма Microsoft Office 2016 (100 ліцензій),Україна,2017-12-28,619300,обтяження відсутнє,,,,"517421,86",Народний фронт,Центральний офіс,39181335,Україна,2,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Компʼютерна програма M.E.Doc,Україна,2018-12-27,3002,обтяження відсутнє,,,,"1213,14",Народний фронт,Центральний офіс,39181335,Україна,2,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Компʼютерна програма ""Програмний комплекс FREEDOM""",Україна,2018-12-26,439,обтяження відсутнє,,,,"146,36",Народний фронт,Центральний офіс,39181335,Україна,2,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Аудіовізуальний твір ""ФРОНТ 14/19""",Україна,2019-12-01,75000,обтяження відсутнє,,,,37500,Народний фронт,Центральний офіс,39181335,Україна,2,2020
