Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
"Громадський рух ""Народний контроль""",Львівська міська організація,Львівська область,39903450,"78049, м.Львів, вул.. Драгана, 6.9, кв.114","78049, м.Львів, вул. Драгана, буд. 9, кв.114","ПАТ КБ ""Приватбанк"" МФО 325321, р/р 26004053701023"
"Громадський рух ""Народний контроль""",Київська міська організація,Київ,40009742,"01033, м. Київ, вул. Жилянська, 31","01033, м. Київ, вул. Жилянська, 31",
"Громадський рух ""Народний контроль""",Дрогобицька міська організація,Львівська область,39940541,"Львівська обл.., м. Дрогобич, вул.. Шкільна,4","Львівська обл.., м. Дрогобич, вул.. Шкільна,4","ПАТ ""КредоБанк"", МФО 325365, р/р 2600601663916"
"Громадський рух ""Народний контроль""",Житомирська міська організація,Житомирська область,39905510,"м.Житомир, вул. Перемоги, буд. 21, оф. З","М.Житомир, вул. .В. Бердич ів сь ка, б. 16, оф.12",
"Громадський рух ""Народний контроль""",Дніпропетровська обласна організація,Дніпропетровська область,39953061,"51931, Дніпропетровська обл., м. Кам’янське, вул. ТАГІЛЬСЬКА, буд. 4, кв. 9","51931, Дніпропетровська обл., м. Кам’янське, вул. ТАГІЛЬСЬКА, буд. 4, кв. 9","Філія АТ ""Державний експортно-імпортний банк України"" у м. Дніпропетровськ. МФО 305675, поточний рахунок 26008000117369"
"Громадський рух ""Народний контроль""",Київська обласна організація,Київська область,40001240,"01054, м.Київ, вул. ДМИТРІВСЬКА, буд. 56- А, кв. 24","01024, м.Київ, провулок Козловського 4, оф. 2","ПАТ ""Платинум банк"" МФО 380388, поточний рахунок 26008302188301"
"Громадський рух ""Народний контроль""",Черкаська обласна організація,Черкаська область,39887041,"18006, Черкаська обл., м. Черкаси, вул. ВЕРБОВЕЦЬКОГО, буд. 63, кв. 48","18006, Черкаська обл., м. Черкаси, вул. ВЕРБОВЕЦЬКОГО, буд. 63, кв. 48","Черкаське обласне управління АТ ""Ощадбанк"" МФО 354507, поточний рахунок 26003301144522"
"Громадський рух ""Народний контроль""",Херсонська обласна організація,Херсонська область,40195189,"73020, Херсонська обл., м. Херсон, вул. ДИМТРОВА, буд. 19","73020, Херсонська обл., м. Херсон, вул. ДИМТРОВА, буд. 19",
"Громадський рух ""Народний контроль""",Полтавська обласна організація,Полтавська область,40439580,"36022, Полтавська обл., м. Полтава, вул. ЛЕНІНА, буд. 55, кв. 5","36022, Полтавська обл., м. Полтава, вул. ЛЕНІНА, буд. 55, кв. 5",
"Громадський рух ""Народний контроль""",Тернопільська обласна організація,Тернопільська область,39855863,"46022, Тернопільська обл., м. Тернопіль, вул. ГЕРОЇВ КРУТ, буд. 3, кв. 53","46022, Тернопільська обл., м. Тернопіль, вул. ГЕРОЇВ КРУТ, буд. 3, кв. 53","Тернопільська філія ПАТ КБ ""Приватбанк"" 14360570, поточний рахунок 26007055110343"
"Громадський рух ""Народний контроль""",Харківська обласна організація,Харківська область,39954039,"61052, Харківська обл., м. Харків, вул. ПОЛТАВСЬКИЙ ШЛЯХ, буд. 31, оф. 417 В","61052, Харківська обл., м. Харків, вул. ПОЛТАВСЬКИЙ ШЛЯХ, буд. 31, оф. 417 В",
"Громадський рух ""Народний контроль""",Кіровоградська обласна організація,Кіровоградська область,39805702,"25006, Кіровоградська обл., м. Кіровоград, вул. ОСТРІВСЬКА, буд. 2, корпус 2, оф. 9","25006, Кіровоградська обл., м. Кіровоград, вул. ОСТРІВСЬКА, буд. 2, корпус 2, оф. 9","Кіровоградська філія ПАТ КБ ""Приватбанк"""
"Громадський рух ""Народний контроль""",Львівська обласна організація,Львівська область,39810754,"79049, Львівська обл., м. Львів, вул. ДРАГАНА, буд. 9, кв. 114","79049, Львівська обл., м. Львів, вул. ДРАГАНА, буд. 9, кв. 114","ПАТ КБ ""Приватбанк"" МФО 325321, р/р 26007053702665"
"Громадський рух ""Народний контроль""",Пустомитівська районна організація,Львівська область,39953632,"81100, Львівська обл., Пустомитівський район, м. Пуст омити, вул. ШЕВЧЕНКА, буд. 3","81100, Львівська обл., Пустомитівський район, м. Пустомити, вул. ШЕВЧЕНКА, буд. 3",
"Громадський рух ""Народний контроль""",Рівненська обласна організація,Рівненська область,39904517,"33013, Рівненська обл., м. Рівне, вул. МЩКЕВІІЧА буд. 11, КАБІНЕТ 29","33013, Рівненська обл., м. Рівне, вул. МІЦКЕВИЧА буд. 11, КАБІНЕТ 29","ПАТ КБ ""Приватбанк"" МФО305299, р/р 26008054716303"
"Громадський рух ""Народний контроль""",Івано-Франківська обласна організація,Івано-Франківська область,39819977,"76014, Івано-Франківська обл., м. Івано-Франків сь к, вул. СТЕПАНА БАНДЕРИ, буд. 77, оф. 103","76014, Івано-Франківська обл., м. Івано-Франківськ, вул. СТЕПАНА БАНДЕРИ, буд. 77, оф. 103",
"Громадський рух ""Народний контроль""",Хмельницька обласна організація,Хмельницька область,39836259,"29017, Хмельницька обл., м. Хмельницький, вул. ЗАРІЧАНСЬКА, буд. 14/ЗА, кв. 4 7","29017, Хмельницька обл., м. Хмельницький, вул. ЗАРІЧАНСЬКА, буд. 14/ЗА, кв. 47","Філія Хмельницьке ОУ АТ ""Ощадбанк"" МФО 315784, р/р 26005300793571"
"Громадський рух ""Народний контроль""",Чернівецька обласна організація,Чернівецька область,39836374,"58000, Чернівецька обл., м. Чернівці, вул. ГОЛОВНА, буд. 27","58000, Чернівецька обл., м. Чернівці, вул. ГОЛОВНА, буд. 27",
"Громадський рух ""Народний контроль""",Вінницька обласна організація,Вінницька область,39848992,"21011, Вінницька обл., м. Вінниця, вул. ВАТУПНА, буд. 19","21011, Вінницька обл., м. Вінниця, вул. ВАТУТІНА, буд. 19","ПАТ КБ ""Приватбанк"" МФО 302689, р/р 26004055317123"
"Громадський рух ""Народний контроль""",Житомирська обласна організація,Житомирська область,39855884,"10003, Житомирська обл., м. Житомир, вул. ПЕРЕМОГИ, буд. 21, оф. 3","10003, Житомирська обл., м. Житомир, вул. ПЕРЕМОГИ, буд. 21, оф. 3","Житомирське РУ, 10012, м. Житомир, вул. Перемоги, 99, МФО 311744, №26004055807702"
"Громадський рух ""Народний контроль""",Радомишльська районна організація,Житомирська область,40418623,"12201, Житомирська обл., Радомишльський район, м. Радомишль, вул. ВЕЛИКА ЖИТОМИРСЬКА, буд. 6, оф. 1","12201, Житомирська обл., Радомишльський район, м. Радомишль, вул. ВЕЛИКА ЖИТОМИРСЬКА, буд. 6, оф. 1",
"Громадський рух ""Народний контроль""",Луганська обласна організація,Луганська область,40363905,"93120, Луганська обл., м. Лисичанськ, проспект ПЕРЕМОГИ, буд. 115, кв. 163","93120, Луганська обл., м. Лисичанськ, проспект ПЕРЕМОГИ, буд. 115, кв. 163",
"Громадський рух ""Народний контроль""",Волинська обласна організація,Волинська область,39875895,"43010, Волинська обл., м. Луцьк, проспект ВОЛІ, буд. 68, кв. 2","43010, Волинська обл., м. Луцьк, проспект ВОЛІ, буд. 68, кв. 2","ПАТ КБ ""Приватбанк"", МФО 303440, п/р 26008055510585"
"Громадський рух ""Народний контроль""",Запорізька обласна організація,Запорізька область,39974867,"69001, Запорізька обл., м. Запоріжжя, вул. ПЕРЕМОГИ , буд. 40, кв. 14","69001, Запорізька обл., м. Запоріжжя, вул. ПЕРЕМОГИ , буд. 40, кв. 14",
