Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ГРОМАДСЬКА СИЛА,Дніпропетровська обласна організація,Дніпропетровська область,25724905,"Дніпропетровська обл., м. Дніпро, вул. Барикадна, буд. 15А","Дніпропетровська обл., м. Дніпро, вул. Барикадна, буд. 15А","АТ ""АБ ""РАДАБАНК"", ЄДРПОУ: 21322127, р/р № UA263065000000026006300001570"
ГРОМАДСЬКА СИЛА,Дніпровська міська організація,Дніпропетровська область,36052425,"Дніпропетровська обл., м. Дніпро, вул. Барикадна, буд. 15А","Дніпропетровська обл., м. Дніпро, вул. Барикадна, буд. 15А","АТ ""АБ ""РАДАБАНК"", ЄДРПОУ: 21322127, р/р № UA353065000000026007300001568"
ГРОМАДСЬКА СИЛА,Харківська обласна організація,Харківська область,06717621,"Харківська обл., Харківський р-н, пров. Заводський, буд. 37","Харківська обл., Харківський р-н, пров. Заводський, буд. 37",
ГРОМАДСЬКА СИЛА,Харківська міська організація,Харківська область,25751724,"Харківська обл., м. Харків, вул. Зубенка Владислава, буд. 37","Харківська обл., м. Харків, вул. Зубенка Владислава, буд. 37",
ГРОМАДСЬКА СИЛА,Нікопольська міська організація,Дніпропетровська область,40044090,"Дніпропетровська обл., Нікопольський р-н, вул. Плавнева, буд. 3","Дніпропетровська обл., Нікопольський р-н, вул. Плавнева, буд. 3",
ГРОМАДСЬКА СИЛА,Житомирська обласна організація,Житомирська область,25712776,"Житомирська обл., м. Житомир, пров. Парковий, буд. 7","Житомирська обл., м. Житомир, пров. Парковий, буд. 7",
ГРОМАДСЬКА СИЛА,Сумська організація партії Громадська сила,Сумська область,24009052,"Сумська обл., м. Суми, вул. Кондратьєва Герасима, буд. 140","Сумська обл., м. Суми, вул. Кондратьєва Герасима, буд. 140",
ГРОМАДСЬКА СИЛА,Миколаївська обласна організація,Миколаївська область,33968821,"Миколаївська обл., м. Миколаїв, вул. Потьомкінська, буд. 48","Миколаївська обл., м. Миколаїв, вул. Потьомкінська, буд. 48",
ГРОМАДСЬКА СИЛА,Львівська обласна організація,Львівська область,19335499,"Львівська обл., м. Львів, просп. Червоної Калини, буд. 62А","Львівська обл., м. Львів, просп. Червоної Калини, буд. 62А",
ГРОМАДСЬКА СИЛА,Чернівецька обласна організація,Чернівецька область,22848825,"Чернівецька обл., Чернівецький р-н, вул. Руська, буд. 218Г","Чернівецька обл., Чернівецький р-н, вул. Руська, буд. 218Г",
ГРОМАДСЬКА СИЛА,Черкаська обласна організація,Черкаська область,25674490,"Черкаська обл., м. Черкаси, бульв. Шевченка, буд. 218-220","Черкаська обл., м. Черкаси, бульв. Шевченка, буд. 218-220",
ГРОМАДСЬКА СИЛА,Кіровоградська обласна організація,Кіровоградська область,23903489,"Кіровоградська обл., м. Кропивницький, вул. Чорновола Вʼячеслава, буд. 21","Кіровоградська обл., м. Кропивницький, вул. Чорновола Вʼячеслава, буд. 21",
ГРОМАДСЬКА СИЛА,Івано-Франківська обласна організація,Івано-франківська область,25734814,"Івано-франківська обл., Івано-Франківський р-н, вул. Хриплинська, буд. 29","Івано-франківська обл., Івано-Франківський р-н, вул. Хриплинська, буд. 29",
ГРОМАДСЬКА СИЛА,Одеська обласна організація,Одеська область,23868244,"Одеська обл., м. Одеса, просп. Добровольського, буд. 84","Одеська обл., м. Одеса, просп. Добровольського, буд. 84",
ГРОМАДСЬКА СИЛА,Вінницька обласна організація,Вінницька область,25507332,"Вінницька обл., Вінницький р-н, просп. Коцюбинського, буд. 4","Вінницька обл., Вінницький р-н, просп. Коцюбинського, буд. 4",
ГРОМАДСЬКА СИЛА,Закарпатська обласна організація,Закарпатська область,25442822,"Закарпатська обл., Ужгородський р-н, вул. Мукачівська, буд. 30","Закарпатська обл., Ужгородський р-н, вул. Мукачівська, буд. 30",
ГРОМАДСЬКА СИЛА,Тернопільська обласна організація,Тернопільська область,25700782,"Тернопільська обл., Тернопільський р-н, вул. Сагайдачного гетьмана, буд. 4","Тернопільська обл., Тернопільський р-н, вул. Сагайдачного гетьмана, буд. 4",
ГРОМАДСЬКА СИЛА,Чернігівська обласна організація,Чернігівська область,24834885,"Чернігівська обл., м. Чернігів, вул. Єськова курсанта, буд. 6","Чернігівська обл., м. Чернігів, вул. Єськова курсанта, буд. 6",
ГРОМАДСЬКА СИЛА,Полтавська обласна організація,Полтавська область,25718402,"Полтавська обл., м. Полтава, вул. Європейська, буд. 24/42","Полтавська обл., м. Полтава, вул. Європейська, буд. 24/42",
ГРОМАДСЬКА СИЛА,Хмельницька обласна організація,Хмельницька область,22766895,"Хмельницька обл., Хмельницький р-н, просп. Миру, буд. 59","Хмельницька обл., Хмельницький р-н, просп. Миру, буд. 59",
ГРОМАДСЬКА СИЛА,Херсонська обласна організація,Херсонська область,39979195,"Херсонська обл., м. Херсон, просп. Сенявіна Адмірала, буд. 152","Херсонська обл., м. Херсон, просп. Сенявіна Адмірала, буд. 152",
ГРОМАДСЬКА СИЛА,Центральний офіс,Дніпропетровська область,21707382,"Дніпропетровська обл., м. Дніпро, вул. Барикадна, буд. 15А","Дніпропетровська обл., м. Дніпро, вул. Барикадна, буд. 15А","АТ ""АБ ""РАДАБАНК"", ЄДРПОУ: 21322127, р/р № UA043065000000026005300002291"
