Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Хмельницька обласна організація,Хмельницька область,36505719,"Хмельницька обл., Хмельницький р-н, вул. Свободи, буд. 4А","Хмельницька обл., Хмельницький р-н, вул. Свободи, буд. 4А",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Чернігівська регіональна партійна організація Політичної партії САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Чернігівська область,35899603,"Чернігівська обл., Ніжинський р-н, вул. Незалежності, буд. 124","Чернігівська обл., Ніжинський р-н, вул. Незалежності, буд. 124",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Рівненська обласна організація,Рівненська область,36278248,"Рівненська обл., Сарненський р-н, вул. Шевченка, буд. 19","Рівненська обл., Сарненський р-н, вул. Шевченка, буд. 19",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Севастопольська міська організація,севастополь,36377780,"м.. севастополь, Гагарінський, вул. Леніна, буд. 50","м.. севастополь, Гагарінський, вул. Леніна, буд. 50",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Запорізька обласна організація,Запорізька область,36448222,"Запорізька обл., м. Запоріжжя, вул. Українська, буд. 45","Запорізька обл., м. Запоріжжя, вул. Українська, буд. 45",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Донецька обласна організація,Донецька область,36414649,"Донецька обл., Горлівський р-н, просп. Шевченка, буд. 82","Донецька обл., Горлівський р-н, просп. Шевченка, буд. 82",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Івано-Франківська міська організація,Івано-франківська область,36322129,"Івано-франківська обл., Івано-Франківський р-н, вул. Бандери Степана, буд. 2","Івано-франківська обл., Івано-Франківський р-н, вул. Бандери Степана, буд. 2",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Івано-Франківська обласна організація,Івано-франківська область,36322034,"Івано-франківська обл., Івано-Франківський р-н, вул. Заклинських, буд. 13","Івано-франківська обл., Івано-Франківський р-н, вул. Заклинських, буд. 13",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Київська міська організація,київ,36469614,"м.. київ, Шевченківський, вул. Щербаківського Данила, буд. 34","м.. київ, Шевченківський, вул. Щербаківського Данила, буд. 34",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Київська обласна організація,київ,36355861,"м.. київ, Оболонський, вул. Йорданська, буд. 2Б","м.. київ, Оболонський, вул. Йорданська, буд. 2Б",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Кримська республіканська організація,Автономна республіка крим,36430985,"Автономна республіка крим, м. Євпаторія, вул. Західна, буд. 11","Автономна республіка крим, м. Євпаторія, вул. Західна, буд. 11",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Луганська обласна організація,Луганська область,36409487,"Луганська обл., м. Луганськ, вул. Коцюбінского, буд. 25","Луганська обл., м. Луганськ, вул. Коцюбінского, буд. 25",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Миколаївська обласна організація,Миколаївська область,36384096,"Миколаївська обл., м. Миколаїв, вул. Артилерійська, буд. 2","Миколаївська обл., м. Миколаїв, вул. Артилерійська, буд. 2",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Херсонська обласна організація,Херсонська область,36945498,"Херсонська обл., м. Херсон, вул. Шевченка, буд. 62","Херсонська обл., м. Херсон, вул. Шевченка, буд. 62",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Черкаська обласна організація,Черкаська область,36463330,"Черкаська обл., Черкаський р-н, вул. Трипільська, буд. 3","Черкаська обл., Черкаський р-н, вул. Трипільська, буд. 3",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Кіровоградська обласна організація,Кіровоградська область,36390658,"Кіровоградська обл., м. Кропивницький, вул. Архангельська, буд. 2","Кіровоградська обл., м. Кропивницький, вул. Архангельська, буд. 2",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Закарпатська обласна організація,Закарпатська область,36357984,"Закарпатська обл., Ужгородський р-н, вул. Кашшая Антона, буд. 11","Закарпатська обл., Ужгородський р-н, вул. Кашшая Антона, буд. 11",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Чернівецька обласна організація,Чернівецька область,36429985,"Чернівецька обл., Чернівецький р-н, вул. Салтикова-Щедріна Михайла, буд. 18","Чернівецька обл., Чернівецький р-н, вул. Салтикова-Щедріна Михайла, буд. 18",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Львівська обласна організація,Львівська область,36417786,"Львівська обл., м. Львів, вул. Журавлина, буд. 5","Львівська обл., м. Львів, вул. Журавлина, буд. 5",
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Корецька районна організація,Рівненська область,43749576,"Рівненська обл., Рівненський р-н, вул. Берездівська, буд. 28/3","Рівненська обл., Рівненський р-н, вул. Берездівська, буд. 28/3","АТ КБ ""ПриватБанк"", ЄДРПОУ: 43749576, р/р № UA443052990000026001030702206; АТ КБ ""ПриватБанк"", ЄДРПОУ: 43749576, р/р № UA443052990000026001030702206"
САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА,Центральний офіс,київ,36215722,"м.. київ, Шевченківський, вул. Щербаківського Данила, буд. 34","м.. київ, Шевченківський, вул. Щербаківського Данила, буд. 34","АТ ""ОщадБанк"", ЄДРПОУ: 09322277, р/р № UA883226690000026002300321491; АТ ""ОщадБанк"", ЄДРПОУ: 09322277, р/р № UA883226690000026002300321491"
