Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
РІДНЕ МІСТО,Чернігівська обласна організація,Чернігівська область,37225474,"Чернігівська обл., Прилуцький р-н, пров. Чехова 3-й, буд. 9","Чернігівська обл., Прилуцький р-н, пров. Чехова 3-й, буд. 9","АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA053052990000026006006302776"
РІДНЕ МІСТО,Кременчуцька районна організація,Полтавська область,44181363,"Полтавська обл., Кременчуцький р-н, вул. Дачна, буд. 18","Полтавська обл., Кременчуцький р-н, вул. Дачна, буд. 18",
РІДНЕ МІСТО,Полтавська міська організація,Полтавська область,39367492,"Полтавська обл., м. Полтава, вул. Соборності, буд. 29/15","Полтавська обл., м. Полтава, вул. Соборності, буд. 29/15","АТ ""Полтава-банк"", ЄДРПОУ: 09807595, р/р № UA603314890000026006226404001; АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA903314010000026005054606739; АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA053052990000026002011208881"
РІДНЕ МІСТО,Горішньоплавнівська міська організація,Полтавська область,43424493,"Полтавська обл., Кременчуцький р-н, вул. Миру, буд. 29","Полтавська обл., Кременчуцький р-н, вул. Миру, буд. 29","ПуАТ ""КБ ""АКОРДБАНК"", ЄДРПОУ: 35960913, р/р № UA823806340000026000163438001"
РІДНЕ МІСТО,Козельщанська районна організація,Полтавська область,39958426,"Полтавська обл., Кременчуцький р-н, пров. Яблуневий, буд. 5","Полтавська обл., Кременчуцький р-н, пров. Яблуневий, буд. 5","АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA893314010000026008054237279; АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA633052990000026008031203116"
РІДНЕ МІСТО,Котелевська районна організація,Полтавська область,39601657,"Полтавська обл., Полтавський р-н, вул. Полтавський шлях, буд. 198","Полтавська обл., Полтавський р-н, вул. Полтавський шлях, буд. 198","АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA903314010000026008054624194; АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA753052990000026003031206174"
РІДНЕ МІСТО,Лохвицька районна організація,Полтавська область,39573007,"Полтавська обл., Миргородський р-н, вул. Горького, буд. 41","Полтавська обл., Миргородський р-н, вул. Горького, буд. 41",
РІДНЕ МІСТО,Лубенська міська організація,Полтавська область,39598147,"Полтавська обл., Лубенський р-н, вул. Колективна, буд. 20","Полтавська обл., Лубенський р-н, вул. Колективна, буд. 20","АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA783314010000026006054238612"
РІДНЕ МІСТО,Лубенська районна організація,Полтавська область,39595345,"Полтавська обл., Лубенський р-н, пров. Ляскіна генерала, буд. 11","Полтавська обл., Лубенський р-н, пров. Ляскіна генерала, буд. 11",
РІДНЕ МІСТО,Машівська районна організація,Полтавська область,39635670,"Полтавська обл., Полтавський р-н, вул. Затишна, буд. 26","Полтавська обл., Полтавський р-н, вул. Затишна, буд. 26",
РІДНЕ МІСТО,Миргородська міська організація,Полтавська область,36909554,"Полтавська обл., м. Миргород, вул. Тараса Бульби, буд. 19","Полтавська обл., м. Миргород, вул. Тараса Бульби, буд. 19",
РІДНЕ МІСТО,Пирятинська районна організація,Полтавська область,39580936,"Полтавська обл., Лубенський р-н, вул. Січових Стрільців, буд. 60","Полтавська обл., Лубенський р-н, вул. Січових Стрільців, буд. 60",
РІДНЕ МІСТО,Решетилівська районна організація,Полтавська область,39952178,"Полтавська обл., Полтавський р-н, вул. Покровська, буд. 25","Полтавська обл., Полтавський р-н, вул. Покровська, буд. 25","Філія АТ ""Ощадбанк"", ЄДРПОУ: 09331508, р/р № UA573314670000026006300888983"
РІДНЕ МІСТО,Семенівська районна організація,Полтавська область,39945595,"Полтавська обл., Кременчуцький р-н, вул. Незалежності, буд. 47","Полтавська обл., Кременчуцький р-н, вул. Незалежності, буд. 47","АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA983314010000026000054226040; АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA123052990000026000041202387"
РІДНЕ МІСТО,Хорольська районна організація,Полтавська область,39558303,"Полтавська обл., Лубенський р-н, вул. Коцюбинського, буд. 18","Полтавська обл., Лубенський р-н, вул. Коцюбинського, буд. 18","АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA703314010000026005054227538; АТ КБ ""Приватбанк"", ЄДРПОУ: 14360570, р/р № UA383052990000026006011206890"
РІДНЕ МІСТО,Чутівська районна організація,Полтавська область,39685077,"Полтавська обл., Полтавський р-н, вул. Полтавський Шлях, буд. 291","Полтавська обл., Полтавський р-н, вул. Полтавський Шлях, буд. 291",
