Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",17.7,,01.01.2022,177000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-03-31,1,2023
Нежитлова будівля,"м. Кропивницький, вул. Чикаленка Євгена, буд. 1А",25.0,,01.02.2021,0.0,безоплатне користування,,,Фізична особа,ПРОПОЗИЦІЯ,2023-03-31,1,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",4.5,,26.10.2021,45000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-03-31,1,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",17.4,,01.01.2022,174000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-03-31,1,2023
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83Б, кв. 33",96.0,,23.03.2021,0.0,Власність,,,Фізична особа,ПРОПОЗИЦІЯ,2023-03-31,1,2023
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83Б, кв. 33",96.0,,23.03.2021,0.0,Співвласність,,,Фізична особа,ПРОПОЗИЦІЯ,2023-03-31,1,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",106.1,,01.01.2022,1061000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-03-31,1,2023
нежитлова будівля,"м. Київ, вул. Антоновича, б 44",11.9,,01.01.2022,471436.75,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-03-31,1,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",17.7,,01.01.2022,177000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-12-31,4,2023
Нежитлова будівля,"м. Кропивницький, вул. Чикаленка Євгена, буд. 1А",25.0,,01.02.2021,0.0,безоплатне користування,,,Фізична особа,ПРОПОЗИЦІЯ,2023-12-31,4,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",4.5,,26.10.2021,45000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-12-31,4,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",17.4,,01.01.2022,174000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-12-31,4,2023
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83Б, кв. 33",96.0,,23.03.2021,0.0,Власність,,,Фізична особа,ПРОПОЗИЦІЯ,2023-12-31,4,2023
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83Б, кв. 33",96.0,,23.03.2021,0.0,Співвластність,,,Фізична особа,ПРОПОЗИЦІЯ,2023-12-31,4,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",106.1,,01.01.2022,1061000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-12-31,4,2023
нежитлова будівля,"м. Київ, вул. Антоновича, б 44",11.9,,01.01.2022,471436.75,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-12-31,4,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",17.7,,01.01.2022,177000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-09-30,3,2023
Нежитлова будівля,"м. Кропивницький, вул. Чикаленка Євгена, буд. 1А",25.0,,01.02.2021,0.0,безоплатне користування,,,Фізична особа,ПРОПОЗИЦІЯ,2023-09-30,3,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",4.5,,26.10.2021,45000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-09-30,3,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",17.4,,01.01.2022,174000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-09-30,3,2023
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83Б, кв. 33",96.0,,23.03.2021,0.0,Власність,,,Фізична особа,ПРОПОЗИЦІЯ,2023-09-30,3,2023
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83Б, кв. 33",96.0,,23.03.2021,0.0,Співвластність,,,Фізична особа,ПРОПОЗИЦІЯ,2023-09-30,3,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",106.1,,01.01.2022,1061000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-09-30,3,2023
нежитлова будівля,"м. Київ, вул. Антоновича, б 44",11.9,,01.01.2022,471436.75,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-09-30,3,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",17.7,,01.01.2022,177000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-06-30,2,2023
Нежитлова будівля,"м. Кропивницький, вул. Чикаленка Євгена, буд. 1А",25.0,,01.02.2021,0.0,безоплатне користування,,,Фізична особа,ПРОПОЗИЦІЯ,2023-06-30,2,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",4.5,,26.10.2021,45000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-06-30,2,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",17.4,,01.01.2022,174000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-06-30,2,2023
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83Б, кв., 33",96.0,,23.03.2021,0.0,Власність,,,Фізична особа,ПРОПОЗИЦІЯ,2023-06-30,2,2023
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83Б, кв., 33",96.0,,23.03.2021,0.0,Співластність,,,Фізична особа,ПРОПОЗИЦІЯ,2023-06-30,2,2023
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",106.1,,01.01.2022,1061000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-06-30,2,2023
нежитлова будівля,"м. Київ, вул. Антоновича, б 44",11.9,,01.01.2022,471436.75,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2023-06-30,2,2023
