Вид нематеріального активу,Назва нематеріального активу,Партія,Квартал,Рік
сайт,сайт https://proposicia.org/,ПРОПОЗИЦІЯ,1,2021
доменне ім'я,доменне ім'я proposicia.org,ПРОПОЗИЦІЯ,1,2021
сайт,сайт https://dnipro.proposition.org.ua/,ПРОПОЗИЦІЯ,1,2021
доменне ім'я,доменне ім'я proposition.org.ua,ПРОПОЗИЦІЯ,1,2021
сайт,сайт https://proposition.org.ua/,ПРОПОЗИЦІЯ,1,2021
доменне ім'я,доменне ім'я proposition.org.ua,ПРОПОЗИЦІЯ,1,2021
знак для товарів і послуг ,товарні знаки,ПРОПОЗИЦІЯ,1,2021
сайт,сайт https://proposicia.org/,ПРОПОЗИЦІЯ,4,2021
доменне ім'я,доменне ім'я proposicia.org,ПРОПОЗИЦІЯ,4,2021
сайт,https://dnipro.proposition.org.ua/,ПРОПОЗИЦІЯ,4,2021
доменне ім'я,доменне ім'я proposition.org.ua,ПРОПОЗИЦІЯ,4,2021
сайт,сайт https://proposition.org.ua/,ПРОПОЗИЦІЯ,4,2021
доменне ім'я,доменне ім'я proposition.org.ua,ПРОПОЗИЦІЯ,4,2021
знак для товарів і послуг ,товарні знаки,ПРОПОЗИЦІЯ,4,2021
сайт,сайт https://proposicia.org/,ПРОПОЗИЦІЯ,3,2021
доменне ім'я,доменне ім'я proposicia.org,ПРОПОЗИЦІЯ,3,2021
сайт,сайт https://dnipro.proposition.org.ua/,ПРОПОЗИЦІЯ,3,2021
доменне ім'я,доменне ім'я proposition.org.ua,ПРОПОЗИЦІЯ,3,2021
сайт,сайт https://proposition.org.ua/,ПРОПОЗИЦІЯ,3,2021
доменне ім'я,доменне ім'я proposition.org.ua,ПРОПОЗИЦІЯ,3,2021
знак для товарів і послуг ,товарні знаки,ПРОПОЗИЦІЯ,3,2021
сайт,сайт https://proposicia.org/,ПРОПОЗИЦІЯ,2,2021
доменне ім'я,доменне ім'я proposicia.org,ПРОПОЗИЦІЯ,2,2021
сайт,сайт https://dnipro.proposition.org.ua/,ПРОПОЗИЦІЯ,2,2021
доменне ім'я,доменне ім'я proposition.org.ua,ПРОПОЗИЦІЯ,2,2021
сайт,сайт https://proposition.org.ua/,ПРОПОЗИЦІЯ,2,2021
доменне ім'я,доменне ім'я proposition.org.ua,ПРОПОЗИЦІЯ,2,2021
знак для товарів і послуг ,товарні знаки,ПРОПОЗИЦІЯ,2,2021
