Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Офіс,"м. Київ, просп. Петра Григоренка, буд. № 22/20, оф. 608",14.8,,09.01.2019,,Оренда,,,Фізична особа,БДЖОЛА,2022-03-31,1,2022
Офіс,"Дніпропетровська обл., м. Камʼянське, просп. Свободи, буд. 36",118.5,,11.06.2019,,Оренда,,,Юридична особа,БДЖОЛА,2022-03-31,1,2022
Офіс,"м. Дніпро, вул. Святослава Хороброго, б. 44, кімната 605",9.0,,01.04.2021,,Оренда,,,Юридична особа,БДЖОЛА,2022-03-31,1,2022
Офіс,"м. Київ, просп. Григоренка Петра, буд. 22/20, оф. 608",14.8,,09.01.2019,0,Оренда,,,Фізична особа,БДЖОЛА,2022-12-31,4,2022
Офіс,"Дніпропетровська обл., м. Камʼянське, просп. Свободи, буд. 36",118.5,,22.06.2022,0,Оренда,,,Юридична особа,БДЖОЛА,2022-12-31,4,2022
Офіс,"м. Дніпро, вул. Святослава Хороброго, буд. 44, кімната 605",9.0,,01.04.2021,0,Оренда,,,Юридична особа,БДЖОЛА,2022-12-31,4,2022
Офіс,"м. Київ, просп. Григоренка Петра, буд. 22/20, оф. 608",14.8,,09.01.2019,0,Оренда,,,Фізична особа,БДЖОЛА,2022-09-30,3,2022
Офіс,"Дніпропетровська обл., м. Камʼянське, просп. Свободи, буд. 36",118.5,,22.06.2022,0,Оренда,,,Юридична особа,БДЖОЛА,2022-09-30,3,2022
Офіс,"м. Дніпро, вул. Святослава Хороброго, буд. 44, кімната 605",9.0,,01.04.2021,0,Оренда,,,Юридична особа,БДЖОЛА,2022-09-30,3,2022
Офіс,"м. Київ, просп. Григоренка Петра, буд. 22/20, оф. 608",14.8,,09.01.2019,0,Оренда,,,Фізична особа,БДЖОЛА,2022-06-30,2,2022
Офіс,"Дніпропетровська обл., м. Камʼянське, просп. Свободи, буд. 36",118.5,,11.06.2019,0,Оренда,,,Юридична особа,БДЖОЛА,2022-06-30,2,2022
Офіс,"м. Дніпро, вул. Святослава Хороброго, буд. 44, кімн. 605",9.0,,01.04.2021,0,Оренда,,,Юридична особа,БДЖОЛА,2022-06-30,2,2022
