Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
СОЮЗ.ЧОРНОБИЛЬ.УКРАЇНА,ЩОРСЬКА РАЙОННА ОРГАНІЗАЦІЯ СОЦІАЛЬНО-ЕКОЛОГІЧНОЇ ПАРТІЇ СОЮЗ. ЧОРНОБИЛЬ. УКРАЇНА,Чернігівська область,26332165,"Чернігівська обл., Корюківський р-н, вул. Миру, буд. 23","Чернігівська обл., Корюківський р-н, вул. Миру, буд. 23",
СОЮЗ.ЧОРНОБИЛЬ.УКРАЇНА,МЛИНІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ СОЦІАЛЬНО-ЕКОЛОГІЧНОЇ ПАРТІЇ СОЮЗ. ЧОРНОБИЛЬ. УКРАЇНА,Рівненська область,33768126,"Рівненська обл., Дубенський р-н, вул. Рівненська, буд. 2","Рівненська обл., Дубенський р-н, вул. Рівненська, буд. 2",
СОЮЗ.ЧОРНОБИЛЬ.УКРАЇНА,ЗДОЛБУНІВСЬКА РАЙОННА організація,Рівненська область,26452308,"Рівненська обл., Рівненський р-н, вул. Коперника, буд. 63","Рівненська обл., Рівненський р-н, вул. Коперника, буд. 63",
СОЮЗ.ЧОРНОБИЛЬ.УКРАЇНА,МИКОЛАЇВСЬКА ОБЛАСНА організація,Миколаївська область,26363504,"Миколаївська обл., м. Миколаїв, вул. Чкалова (Заводський, Центральний, Інгульський р-ни), 102","Миколаївська обл., м. Миколаїв, вул. Чкалова (Заводський, Центральний, Інгульський р-ни), 102",
СОЮЗ.ЧОРНОБИЛЬ.УКРАЇНА,РІПКИНСЬКА РАЙОННА ОРГАНІЗАЦІЯ СОЦІАЛЬНО-ЕКОЛОГІЧНА ПАРТІЯ СОЮЗ. ЧОРНОБИЛЬ. УКРАЇНА,Чернігівська область,26467304,"Чернігівська обл., Чернігівський р-н, вул. 40 років Перемоги, буд. 15","Чернігівська обл., Чернігівський р-н, вул. 40 років Перемоги, буд. 15",
СОЮЗ.ЧОРНОБИЛЬ.УКРАЇНА,ОДЕСЬКА МІСЬКА організація,Одеська область,26455229,"Одеська обл., м. Одеса, вул. Жуковського, буд. 22","Одеська обл., м. Одеса, вул. Жуковського, буд. 22",
СОЮЗ.ЧОРНОБИЛЬ.УКРАЇНА,ПРИМОРСЬКА РАЙОННА організація,Одеська область,26455838,"Одеська обл., м. Одеса, вул. Жуковського, буд. 22","Одеська обл., м. Одеса, вул. Жуковського, буд. 22",
СОЮЗ.ЧОРНОБИЛЬ.УКРАЇНА,ЛУБЕНСЬКА РАЙОННА організація,Полтавська область,33129279,"Полтавська обл., Лубенський р-н, вул. Братська, буд. 1","Полтавська обл., Лубенський р-н, вул. Братська, буд. 1",
СОЮЗ.ЧОРНОБИЛЬ.УКРАЇНА,ГОРОДНЯНСЬКА РАЙОННА ОРГАНІЗАЦІЯ СОЦІАЛЬНО-ЕКОЛОГІЧНОЇ ПАРТІЇ  СОЮЗ. ЧОРНОБИЛЬ. УКРАЇНА,Чернігівська область,26383180,"Чернігівська обл., Чернігівський р-н, вул. Незалежності, буд. 42","Чернігівська обл., Чернігівський р-н, вул. Незалежності, буд. 42",
СОЮЗ.ЧОРНОБИЛЬ.УКРАЇНА,ВОЛОВЕЦЬКА РАЙОННА організація,Закарпатська область,33476422,"Закарпатська обл., Мукачівський р-н, вул. Довбуша, буд. 13","Закарпатська обл., Мукачівський р-н, вул. Довбуша, буд. 13",
