Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Житловий будинок,"Вінницька обл., м. Гайсин, вул. Північна 14",36.9,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"Івано-Франківська обл., м. Коломия, вул. Січових Стрільців, буд. 16",20.0,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Житловий будинок,"Полтавська обл., м. Полтава, вул. 1-а Черепична, буд. 12А",83.9,,01.01.2020,,Безоплатне користування приміщенням,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Житловий будинок,"Полтавська обл., м. Полтава, вул. 1-а Черепична, буд. 12А",83.9,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"Вінницька обл., м. Бар, вул. Героїв Майдану 6",20.4,,03.08.2020,,Оренда,"ТОВ ""ТЕМП М""",43718291,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"Житомирська обл., Радомишльський р-н, м. Радомишль, вул. Велика Житомирська, буд. 1/2",20.0,,01.01.2020,,Безоплатне користування приміщенням,"ТОВ ""Торговий Центр ""Радомишль""",37161267,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Житловий будинок,"Полтавська обл., м. Полтава, вул. 1-а Черепична, буд. 12А",83.9,,01.01.2020,,Безоплатне користування приміщенням,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"Одеська обл., м. Іллічівськ, пров. Шкільний, буд. 5Б",30.0,,01.01.2020,,Безоплатне користування ,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"м. Одеса, пр. Удільний, 5",10.0,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Житловий будинок,"Луганська обл., Старобільський р-н, с. Чмирівка, вул. Миру, буд. 24",10.0,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"Луганська обл., м. Лисичанськ, квартал Дружби народів, буд. 33, кв. 23",49.2,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"м. Харків, вул. Прудна, буд. 17",10.0,,01.05.2020,,Безоплатне користування приміщенням,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"Херсонська обл., м. Херсон, пров. Спартаківський, буд. 18",118.0,,01.01.2020,,Безоплатне користування приміщенням,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"м. Одеса, пр. Удільний, 5",10.0,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"м. Черкаси, вул. Хмельницького Богдана, буд. 52",29.3,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Житловий будинок,"Полтавська обл., м. Полтава, вул. 1-а Черепична, буд. 12А",83.9,,01.01.2020,,Безоплатне користування,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
Нежитлова будівля,"Херсонська обл., м. Херсон, пров. Спартаківський, буд. 18",118.0,,01.01.2020,,Безоплатне користування приміщенням,,,Фізична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2021-12-31,4,2021
