Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ГРОМАДА,Івано-Франківська міська організація,Івано-франківська обл.,25714410,"Івано-франківська обл.,  Івано-Франківський р-н, вул. Підгірянки Марійки, 21","Івано-франківська обл.,  Івано-Франківський р-н, вул. Підгірянки Марійки, 21",
ГРОМАДА,Верховинська районна організація,Івано-франківська обл.,25714864,"Івано-франківська обл.,  Верховинський р-н, вул. Франка, 11","Івано-франківська обл.,  Верховинський р-н, вул. Франка, 11",
ГРОМАДА,Калуська міська організація,Івано-франківська обл.,25714893,"Івано-франківська обл.,  Калуський р-н, вул. Стрільців Січових, 29","Івано-франківська обл.,  Калуський р-н, вул. Стрільців Січових, 29",
ГРОМАДА,Коломийська міська організація,Івано-франківська обл.,37077849,"Івано-франківська обл.,  Коломийський р-н, вул. Чорновола Вячеслава, 26","Івано-франківська обл.,  Коломийський р-н, вул. Чорновола Вячеслава, 26",
ГРОМАДА,Коломийська районна організація,Івано-франківська обл.,25714887,"Івано-франківська обл.,  Коломийський р-н, вул. Пекарська, 8","Івано-франківська обл.,  Коломийський р-н, вул. Пекарська, 8",
ГРОМАДА,Надвірнянська районна організація,Івано-франківська обл.,25714918,"Івано-франківська обл.,  Надвірнянський р-н, вул. Котляревського, 4","Івано-франківська обл.,  Надвірнянський р-н, вул. Котляревського, 4",
ГРОМАДА,Рожнятівська районна організація,Івано-франківська обл.,25068915,"Івано-франківська обл.,  Калуський р-н, пл. Єдності, 7","Івано-франківська обл.,  Калуський р-н, пл. Єдності, 7",
ГРОМАДА,Воловецька районна організація,Закарпатська обл.,25441876,"Закарпатська обл.,  Мукачівський р-н, вул. Карпатська, 80","Закарпатська обл.,  Мукачівський р-н, вул. Карпатська, 80",
ГРОМАДА,Перечинська районна організація,Закарпатська обл.,25435294,"Закарпатська обл.,  Ужгородський р-н, пл. Незалежності, 4","Закарпатська обл.,  Ужгородський р-н, пл. Незалежності, 4",
ГРОМАДА,Тячівська районна організація,Закарпатська обл.,25441544,"Закарпатська обл.,  Тячівський р-н, вул. Незалежності, 28","Закарпатська обл.,  Тячівський р-н, вул. Незалежності, 28",
ГРОМАДА,Великоберезнянська районна організація,Закарпатська обл.,25442236,"Закарпатська обл.,  Ужгородський р-н, вул. Шевченка, 39","Закарпатська обл.,  Ужгородський р-н, вул. Шевченка, 39",
ГРОМАДА,Ужгородська районна організація,Закарпатська обл.,25440616,"Закарпатська обл.,  Ужгородський р-н, вул. Тарновецька, 9","Закарпатська обл.,  Ужгородський р-н, вул. Тарновецька, 9",
ГРОМАДА,Закарпатська обласна організація,Закарпатська обл.,22096414,"Закарпатська обл.,  Ужгородський р-н, вул. Руська, 5б","Закарпатська обл.,  Ужгородський р-н, вул. Руська, 5б",
ГРОМАДА,Запорізька міська організація,Запорізька обл.,25222931,"Запорізька обл., м. Запоріжжя,  Північне шосе, 3","Запорізька обл., м. Запоріжжя,  Північне шосе, 3",
ГРОМАДА,Бердянська міська організація,Запорізька обл.,25478300,"Запорізька обл.,  Бердянський р-н, просп. Азовський, 37","Запорізька обл.,  Бердянський р-н, просп. Азовський, 37",
ГРОМАДА,Запорізька обласна організація,Запорізька обл.,25220292,"Запорізька обл., м. Запоріжжя, вул. Магістральна, 80","Запорізька обл., м. Запоріжжя, вул. Магістральна, 80",
ГРОМАДА,Овруцька районна організація,Житомирська обл.,25712241,"Житомирська обл.,  Коростенський р-н, вул. Шевченка Тараса, 58","Житомирська обл.,  Коростенський р-н, вул. Шевченка Тараса, 58",
ГРОМАДА,Попільнянська районна організація,Житомирська обл.,25712306,"Житомирська обл.,  Житомирський р-н, вул. Ватутіна, 1а","Житомирська обл.,  Житомирський р-н, вул. Ватутіна, 1а",
ГРОМАДА,Романівська районна організація,Житомирська обл.,25712204,"Житомирська обл.,  Житомирський р-н, вул. Лялевича С., 8","Житомирська обл.,  Житомирський р-н, вул. Лялевича С., 8",
ГРОМАДА,Ружинська районна організація,Житомирська обл.,25712316,"Житомирська обл.,  Бердичівський р-н, вул. Садова, 5","Житомирська обл.,  Бердичівський р-н, вул. Садова, 5",
ГРОМАДА,Чуднівська районна організація,Житомирська обл.,25712227,"Житомирська обл.,  Житомирський р-н, вул. Житомирська, 6д","Житомирська обл.,  Житомирський р-н, вул. Житомирська, 6д",
ГРОМАДА,Любарська районна організація,Житомирська обл.,25712233,"Житомирська обл.,  Житомирський р-н, вул. Січових Стрільців, 64","Житомирська обл.,  Житомирський р-н, вул. Січових Стрільців, 64",
ГРОМАДА,Черняхівська районна організація,Житомирська обл.,25712457,"Житомирська обл.,  Житомирський р-н, вул. Центральна, 3","Житомирська обл.,  Житомирський р-н, вул. Центральна, 3",
ГРОМАДА,Андрушівська районна організація,Житомирська обл.,25712339,"Житомирська обл.,  Бердичівський р-н, вул. Софіївська, 8","Житомирська обл.,  Бердичівський р-н, вул. Софіївська, 8",
ГРОМАДА,Житомирська обласна організація,Житомирська обл.,24706744,"Житомирська обл., м. Житомир, вул. Велика Бердичівська, 13","Житомирська обл., м. Житомир, вул. Велика Бердичівська, 13",
ГРОМАДА,Новоград-Волинська міська організація,Житомирська обл.,25712262,"Житомирська обл.,  Новоград-Волинський р-н, вул. Соборності, 6","Житомирська обл.,  Новоград-Волинський р-н, вул. Соборності, 6",
ГРОМАДА,Народицька районна організація,Житомирська обл.,25712291,"Житомирська обл.,  Коростенський р-н, вул. Замкова, 160","Житомирська обл.,  Коростенський р-н, вул. Замкова, 160",
ГРОМАДА,Малинська районна організація,Житомирська обл.,25712187,"Житомирська обл.,  Коростенський р-н, вул. Заводська, 18","Житомирська обл.,  Коростенський р-н, вул. Заводська, 18",
ГРОМАДА,Пулинська районна організація,Житомирська обл.,25712279,"Житомирська обл.,  Житомирський р-н, вул. Довженка, 4","Житомирська обл.,  Житомирський р-н, вул. Довженка, 4",
ГРОМАДА,Бердичівська міська організація,Житомирська обл.,25712345,"Житомирська обл.,  Бердичівський р-н, вул. Вітківського Валерія, 31","Житомирська обл.,  Бердичівський р-н, вул. Вітківського Валерія, 31",
ГРОМАДА,Хорошівська районна організація,Житомирська обл.,25712210,"Житомирська обл.,  Житомирський р-н, вул. Соборна, 16","Житомирська обл.,  Житомирський р-н, вул. Соборна, 16",
ГРОМАДА,Коростишівська районна організація,Житомирська обл.,25712196,"Житомирська обл.,  Житомирський р-н, вул. Островського, 98","Житомирська обл.,  Житомирський р-н, вул. Островського, 98",
ГРОМАДА,Житомирська міська організація,Житомирська обл.,25712121,"Житомирська обл., м. Житомир, вул. Велика Бердичівська, 13","Житомирська обл., м. Житомир, вул. Велика Бердичівська, 13",
ГРОМАДА,Лугинська районна організація,Житомирська обл.,25712374,"Житомирська обл.,  Коростенський р-н, вул. Грушевського Михайла, 48","Житомирська обл.,  Коростенський р-н, вул. Грушевського Михайла, 48",
ГРОМАДА,Центральна районна організація у м.Маріуполі,Донецька обл.,25731555,"Донецька обл., м. Маріуполь, вул. Нільсена Архітектора, 1","Донецька обл., м. Маріуполь, вул. Нільсена Архітектора, 1",
ГРОМАДА,Бахмутська міська організація,Донецька обл.,25709030,"Донецька обл.,  Бахмутський р-н, вул. Незалежності, 247","Донецька обл.,  Бахмутський р-н, вул. Незалежності, 247",
ГРОМАДА,Авдіївська міська організація,Донецька обл.,25709308,"Донецька обл.,  Покровський р-н, пров. Лісний, 1","Донецька обл.,  Покровський р-н, пров. Лісний, 1",
ГРОМАДА,Костянтинівська районна організація,Донецька обл.,25731443,"Донецька обл.,  Бахмутський р-н, вул. Воїнів - Інтернаціоналістів, 1","Донецька обл.,  Бахмутський р-н, вул. Воїнів - Інтернаціоналістів, 1",
ГРОМАДА,Торецька міська організація,Донецька обл.,25709283,"Донецька обл.,  Бахмутський р-н, вул. Лісна, 14","Донецька обл.,  Бахмутський р-н, вул. Лісна, 14",
ГРОМАДА,Лівобережна районна організація у м.Маріуполі,Донецька обл.,25731578,"Донецька обл., м. Маріуполь, вул. Таганрозька, 247","Донецька обл., м. Маріуполь, вул. Таганрозька, 247",
ГРОМАДА,Приморська районна організація у м.Маріуполі,Донецька обл.,25731549,"Донецька обл., м. Маріуполь, вул. Перша Слободка, 72","Донецька обл., м. Маріуполь, вул. Перша Слободка, 72",
ГРОМАДА,Великоновосілківська районна організація,Донецька обл.,25708705,"Донецька обл.,  Волноваський р-н, просп. Миру, 4","Донецька обл.,  Волноваський р-н, просп. Миру, 4",
ГРОМАДА,Бердичівська районна організація,Житомирська обл.,25712322,"Житомирська обл.,  Бердичівський р-н, вул. Руська, 12","Житомирська обл.,  Бердичівський р-н, вул. Руська, 12",
ГРОМАДА,Словянська міська організація,Донецька обл.,34008987,"Донецька обл.,  Краматорський р-н, вул. Центральна, 47б","Донецька обл.,  Краматорський р-н, вул. Центральна, 47б",
ГРОМАДА,Марʼїнська районна організація,Донецька обл.,25708775,"Донецька обл.,  Покровський р-н, вул. Перемоги, 22","Донецька обл.,  Покровський р-н, вул. Перемоги, 22",
ГРОМАДА,Добропільська районна організація,Донецька обл.,25341110,"Донецька обл.,  Покровський р-н, вул. Привокзальна, 1","Донецька обл.,  Покровський р-н, вул. Привокзальна, 1",
ГРОМАДА,Добропільська міська організація,Донецька обл.,25116643,"Донецька обл.,  Покровський р-н, просп. Перемоги, 39","Донецька обл.,  Покровський р-н, просп. Перемоги, 39",
ГРОМАДА,Олександрівська районна організація,Донецька обл.,25708728,"Донецька обл.,  Краматорський р-н, вул. Калмикової В., 48","Донецька обл.,  Краматорський р-н, вул. Калмикової В., 48",
ГРОМАДА,Новогродівська міська організація,Донецька обл.,25782771,"Донецька обл.,  Покровський р-н, вул. Донецька, 12","Донецька обл.,  Покровський р-н, вул. Донецька, 12",
ГРОМАДА,Кальміуська районна організація,Донецька обл.,25731561,"Донецька обл., м. Маріуполь, вул. Мазая Макара, 42","Донецька обл., м. Маріуполь, вул. Мазая Макара, 42",
ГРОМАДА,Маріупольська міська організація,Донецька обл.,30210891,"Донецька обл., м. Маріуполь, вул. 9 Авіадивізії, 2","Донецька обл., м. Маріуполь, вул. 9 Авіадивізії, 2",
ГРОМАДА,Покровська міська організація,Донецька обл.,25709277,"Донецька обл.,  Покровський р-н, вул. Шахтарська, 20","Донецька обл.,  Покровський р-н, вул. Шахтарська, 20",
ГРОМАДА,Ратнівська районна організація,Волинська обл.,20125152,"Волинська обл.,  Ковельський р-н, вул. Центральна, 4","Волинська обл.,  Ковельський р-н, вул. Центральна, 4",
ГРОМАДА,Волинська обласна організація,Волинська обл.,25087858,"Волинська обл.,  Ковельський р-н, вул. Незалежності, 94","Волинська обл.,  Ковельський р-н, вул. Незалежності, 94",
ГРОМАДА,Юріївська районна організація,Дніпропетровська обл.,25524690,"Дніпропетровська обл.,  Павлоградський р-н, вул. Центральна, 67","Дніпропетровська обл.,  Павлоградський р-н, вул. Центральна, 67",
ГРОМАДА,Солонянська районна організація,Дніпропетровська обл.,25001383,"Дніпропетровська обл.,  Дніпровський р-н, вул. Задернюка, 3","Дніпропетровська обл.,  Дніпровський р-н, вул. Задернюка, 3",
ГРОМАДА,Новомосковська міська організація,Дніпропетровська обл.,35595095,"Дніпропетровська обл.,  Новомосковський р-н, вул. Гетьманська, 19","Дніпропетровська обл.,  Новомосковський р-н, вул. Гетьманська, 19",
ГРОМАДА,Петриківська районна організація,Дніпропетровська обл.,25541820,"Дніпропетровська обл.,  Дніпровський р-н, вул. Шевченка, 4","Дніпропетровська обл.,  Дніпровський р-н, вул. Шевченка, 4",
ГРОМАДА,Першотравенська міська організація,Дніпропетровська обл.,25540016,"Дніпропетровська обл.,  Синельниківський р-н, вул. Шкільна, 47","Дніпропетровська обл.,  Синельниківський р-н, вул. Шкільна, 47",
ГРОМАДА,Перещепинська міська організація,Дніпропетровська обл.,35323493,"Дніпропетровська обл.,  Новомосковський р-н, вул. Козача, 1","Дніпропетровська обл.,  Новомосковський р-н, вул. Козача, 1",
ГРОМАДА,Дніпропетровська обласна організація,Дніпропетровська обл.,25005866,"Дніпропетровська обл., м. Дніпро, просп. Поля Олександра, 2","Дніпропетровська обл., м. Дніпро, просп. Поля Олександра, 2",
ГРОМАДА,Вінницька обласна організація,Вінницька обл.,24902658,"Вінницька обл., м. Вінниця, вул. Стрілецька, 20","Вінницька обл., м. Вінниця, вул. Стрілецька, 20",
ГРОМАДА,Маневицька районна організація,Волинська обл.,23255493,"Волинська обл.,  Камінь-Каширський р-н, вул. Снітка Андрія, 32а","Волинська обл.,  Камінь-Каширський р-н, вул. Снітка Андрія, 32а",
ГРОМАДА,Ковельська районна організація,Волинська обл.,20128630,"Волинська обл.,  Ковельський р-н, вул. Дружби, 5","Волинська обл.,  Ковельський р-н, вул. Дружби, 5",
ГРОМАДА,Володимир-Волинська міська організація,Волинська обл.,21735869,"Волинська обл.,  Володимир-Волинський р-н, вул. Ковельська, 134","Волинська обл.,  Володимир-Волинський р-н, вул. Ковельська, 134",
ГРОМАДА,Горохівська районна організація,Волинська обл.,20125034,"Волинська обл.,  Луцький р-н, вул. Хмельницького Б, 26","Волинська обл.,  Луцький р-н, вул. Хмельницького Б, 26",
ГРОМАДА,Ковельська міська організація,Волинська обл.,23254430,"Волинська обл.,  Ковельський р-н, вул. Незалежності, 94","Волинська обл.,  Ковельський р-н, вул. Незалежності, 94",
ГРОМАДА,Володимир-Волинська районна організація,Волинська обл.,21735792,"Волинська обл.,  Володимир-Волинський р-н, вул. Володимирська, 17","Волинська обл.,  Володимир-Волинський р-н, вул. Володимирська, 17",
ГРОМАДА,Ківерцівська районна організація,Волинська обл.,20126447,"Волинська обл.,  Луцький р-н, вул. Незалежності, 55","Волинська обл.,  Луцький р-н, вул. Незалежності, 55",
ГРОМАДА,Старовижівська районна організація,Волинська обл.,20126080,"Волинська обл.,  Ковельський р-н, вул. Пушкіна, 2","Волинська обл.,  Ковельський р-н, вул. Пушкіна, 2",
ГРОМАДА,Немирівська районна організація,Вінницька обл.,25503618,"Вінницька обл.,  Вінницький р-н, вул. Ведибіди, 1","Вінницька обл.,  Вінницький р-н, вул. Ведибіди, 1",
ГРОМАДА,Томашпільська районна організація,Вінницька обл.,25505439,"Вінницька обл.,  Тульчинський р-н, вул. Франка Івана, 86","Вінницька обл.,  Тульчинський р-н, вул. Франка Івана, 86",
ГРОМАДА,Іллінецька районна організація,Вінницька обл.,25505422,"Вінницька обл.,  Вінницький р-н, вул. Кармелюка Устима, 4","Вінницька обл.,  Вінницький р-н, вул. Кармелюка Устима, 4",
ГРОМАДА,Барська районна організація,Вінницька обл.,25503601,"Вінницька обл.,  Жмеринський р-н, вул. Калинова, 4","Вінницька обл.,  Жмеринський р-н, вул. Калинова, 4",
ГРОМАДА,Піщанська районна організація,Вінницька обл.,25509012,"Вінницька обл.,  Тульчинський р-н, вул. Соборна, 3","Вінницька обл.,  Тульчинський р-н, вул. Соборна, 3",
ГРОМАДА,Калинівська районна організація,Вінницька обл.,25503593,"Вінницька обл.,  Хмільницький р-н, вул. Нестерчука В., 3","Вінницька обл.,  Хмільницький р-н, вул. Нестерчука В., 3",
ГРОМАДА,Центральний офіс,М.київ,00062923,"М.київ,  Печерський, пров. Лабораторний, 1","М.київ,  Печерський, пров. Лабораторний, 1","Райффайзен Банк, ЄДРПОУ: 14305909, р/р № UA093808050000000026006191579"
