Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Вінницька Обласна Організація ,Вінницька область,43736745,"Вінницька обл., м. Вінниця, ВУЛИЦЯ ЗОДЧИХ, буд. 34, кв. 10","Вінницька обл., м. Вінниця, ВУЛИЦЯ ЗОДЧИХ, буд. 34, кв. 10","UA823204780000026005924891789 в Філія ПАТ АБ ""УКРГАЗБАНК"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Рівненська Обласна Організація ,Рівненська область,43784736,"Рівненська обл., м. Рівне, вул. Шухевича Романа, буд. 18, кв. 114","Рівненська обл., м. Рівне, вул. Шухевича Романа, буд. 18, кв. 114","UA483333680000026006300705799 в Філія-Рівенське обласне управління ПАТ ""Державний Ощадний Банк України"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Кіровоградська Обласна Організація ,Кіровоградська область,43808327,"Кіровоградська обл., м. Кропивницький, вул. Єгорова Олексія, буд. 56, кв. 37","Кіровоградська обл., м. Кропивницький, вул. Єгорова Олексія, буд. 56, кв. 37","UA983235830000026001052936407 в Філія ""Кіровоградське регіональне управління"" АТ КБ ""ПРИВАТБАНК"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Донецька Обласна Організація ,Донецька область,43784212,"Донецька обл., м. Краматорськ, вул. Двірцева, буд. 53, кв. 151","Донецька обл., м. Краматорськ, вул. Двірцева, буд. 53, кв. 151","UA4432047800000026008924893535 в Філія ПАТ АБ ""УКРГАЗБАНК"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Хмельницька Обласна Організація ,Хмельницька область,43779899,"Хмельницька обл., м. Хмельницький, вул. Сіцінського Юхима, буд. 14, оф. 1","Хмельницька обл., м. Хмельницький, вул. Сіцінського Юхима, буд. 14, оф. 1","UA203157840000026002300734834 в Філія Хмельницьке обласне управління ПАТ ""Державний ощадний банк України"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Харківська Обласна Організація ,Харківська область,43797551,"Харківська обл., Дергачівський р-н, смт Солоницівка, вул. Сумський шлях, буд. 9, кв. 36","Харківська обл., Дергачівський р-н, смт Солоницівка, вул. Сумський шлях, буд. 9, кв. 36","UA553204780000026002924893638 в Філія ПАТ АБ ""УКРГАЗБАНК"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Львівська Обласна Організація ,Львівська область,43814110,"Львівська обл., м. Львів, вул. Зубрівська, буд. 32, кв. 53","Львівська обл., м. Львів, вул. Зубрівська, буд. 32, кв. 53","UA453253210000026005053796781 в Філія ""Західне Головне Регіональне Управління ""ПАТ КБ ""ПРИВАТБАНК"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Київська Обласна Організація ,Київська область,43770079,"Київська обл., Києво-Святошинський р-н, село Дмитрівка, вул. Козацька, буд. 32","Київська обл., Києво-Святошинський р-н, село Дмитрівка, вул. Козацька, буд. 32","UA763226690000026008300702713 в Філія-Гол.упр.по м.Київ та Київській обл. ПАТ ""Державний ощадний банк України"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Житомирська Обласна Організація ,Житомирська область,43790933,"Житомирська обл., Житомирський р-н, село Ліщин, вул. Пухтаєвича, буд. 78","Житомирська обл., Житомирський р-н, село Ліщин, вул. Пухтаєвича, буд. 78","UA063117440000026000055845951 в Філія ""Житомирське Регіональне Управління ""ПАТ КБ ""ПРИВАТБАНК"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Подільська Районна Організація ,Одеська область,43787260,"Одеська обл., Кодимський р-н, м. Кодима, вул. Соборна, буд. 103, кв. 10","Одеська обл., Кодимський р-н, м. Кодима, вул. Соборна, буд. 103, кв. 10","UA063288450000026009300706617 в Філія Одеське обл. упр. ПАТ ""Державний ощадний банк України"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Хустська Міська Організація ,Закарпатська область,43777954,"Закарпатська обл., м. Хуст(пн), вул. Пирогова, буд. 54","Закарпатська обл., м. Хуст(пн), вул. Пирогова, буд. 54","UA813123560000026004300712016 в Філія Закарпатське обл. упр. ПАТ ""Державний ощадний банк України"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Лубенська Міська Організація ,Полтавська область,43803706,"Полтавська обл., м. Лубни, вул. Нова, буд. 12","Полтавська обл., м. Лубни, вул. Нова, буд. 12","UA023314670000026004300726984 в Філія Полтавське обл. упр. ПАТ ""Державний ощадний банк України"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Хустська Районна Організація ,Закарпатська область,43778116,"Закарпатська обл., м. Хуст(пн), вул. Франка І., буд. 38, корпус А, кв. 19","Закарпатська обл., м. Хуст(пн), вул. Франка І., буд. 38, корпус А, кв. 19","UA613123560000026002300713705 в Філія Закарпатське обл. упр. ПАТ ""Державний ощадний банк України"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Яремчанська Міська Організація ,Івано-Франківська область,43810425,"Івано-Франківська обл., м. Яремче, вул. Свободи, буд. 392","Івано-Франківська обл., м. Яремче, вул. Свободи, буд. 392","UA023365030000026001301720502 в Філія Івано-Франківського обласного упр. ПАТ ""Державний ощадний банк України"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Первомайська Міська Організація ,Миколаївська область,43831309,"Миколаївська обл., м. Первомайськ, вул. Толбухіна Федора, буд. 103, кв. 25","Миколаївська обл., м. Первомайськ, вул. Толбухіна Федора, буд. 103, кв. 25","UA843266100000026002054108239 в Філія ""Миколаївське Регіональне Управління"" ПАТ КБ ""ПРИВАТБАНК"""
"Політична партія ""УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА""",Тернопільська Обласна Організація ,Тернопільська область,43807009,"Тернопільська обл., м. Тернопіль(з), вул. Родини Барвінських, буд. 7","Тернопільська обл., м. Тернопіль(з), вул. Родини Барвінських, буд. 7",-
