Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ТРУДОВА УКРАЇНА,ТЛУМАЦЬКА РАЙОННА організація,Івано-франківська область,25951877,"Івано-франківська обл., Івано-Франківський р-н, вул. 1 Травня, буд. 1","Івано-франківська обл., Івано-Франківський р-н, вул. 1 Травня, буд. 1",
ТРУДОВА УКРАЇНА,ДОНЕЦЬКА ОБЛАСНА організація,Донецька область,26041019,"Донецька обл., м. Донецьк, вул. Пухова, буд. 31","Донецька обл., м. Донецьк, вул. Пухова, буд. 31",
ТРУДОВА УКРАЇНА,АЛЧЕВСЬКА МІСЬКА організація,Луганська область,26100874,"Луганська обл., Алчевський р-н, вул. Металургів, буд. 1","Луганська обл., Алчевський р-н, вул. Металургів, буд. 1",
ТРУДОВА УКРАЇНА,БОРЗНЯНСЬКА РАЙОННА організація,Чернігівська область,25999861,"Чернігівська обл., Ніжинський р-н, вул. Шевченка, буд. 47А","Чернігівська обл., Ніжинський р-н, вул. Шевченка, буд. 47А",
ТРУДОВА УКРАЇНА,ВОЗНЕСЕНСЬКА МІСЬКА організація,Миколаївська область,26118242,"Миколаївська обл., Вознесенський р-н, вул. Київська, буд. 247","Миколаївська обл., Вознесенський р-н, вул. Київська, буд. 247",
ТРУДОВА УКРАЇНА,ГЕРЦАЇВСЬКА РАЙОННА організація,Чернівецька область,36748851,"Чернівецька обл., Чернівецький р-н, вул. Шевченко, буд. 5","Чернівецька обл., Чернівецький р-н, вул. Шевченко, буд. 5",
ТРУДОВА УКРАЇНА,САКСЬКА МІСЬКА організація,Автономна республіка крим,37155099,"Автономна республіка крим, м. Саки, вул. Радянська, буд. 2","Автономна республіка крим, м. Саки, вул. Радянська, буд. 2",
ТРУДОВА УКРАЇНА,КЕРЧЕНСЬКА МІСЬКА організація,Автономна республіка крим,26027344,"Автономна республіка крим, м. Керч, вул. Козлова, буд. 38","Автономна республіка крим, м. Керч, вул. Козлова, буд. 38",
ТРУДОВА УКРАЇНА,ІВАНО-ФРАНКІВСЬКА МІСЬКА організація,Івано-франківська область,26136487,"Івано-франківська обл., Івано-Франківський р-н, вул. Шевченка, буд. 57","Івано-франківська обл., Івано-Франківський р-н, вул. Шевченка, буд. 57",
ТРУДОВА УКРАЇНА,ВЕЛИКОБУРЛУЦЬКА РАЙОННА організація,Харківська область,25996650,"Харківська обл., Купʼянський р-н, вул. Центральна, буд. 50","Харківська обл., Купʼянський р-н, вул. Центральна, буд. 50",
ТРУДОВА УКРАЇНА,КИЇВСЬКА ОБЛАСНА організація,Київська область,26539788,"Київська обл., Білоцерківський р-н, вул. Ярослава Мудрого, буд. 62А","Київська обл., Білоцерківський р-н, вул. Ярослава Мудрого, буд. 62А",
ТРУДОВА УКРАЇНА,ВАСИЛЬКІВСЬКА МІСЬКА організація,Київська область,34161466,"Київська обл., Обухівський р-н, вул. Михайлівська, буд. 60","Київська обл., Обухівський р-н, вул. Михайлівська, буд. 60",
ТРУДОВА УКРАЇНА,ЛУГАНСЬКА ОБЛАСНА організація,Луганська область,25963633,"Луганська обл., м. Луганськ, вул. Октябрьская, буд. 82","Луганська обл., м. Луганськ, вул. Октябрьская, буд. 82",
