Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Бахмацька районна організація,Чернігівська область,43056114,"Чернігівська обл., м. Чернігів, просп. Миру, буд. 12","Чернігівська обл., м. Чернігів, просп. Миру, буд. 12",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Баштанська районна організація,Миколаївська область,43010682,"Миколаївська обл., Баштанський р-н, вул. Лебедя, буд. 21","Миколаївська обл., Баштанський р-н, вул. Лебедя, буд. 21",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Бобровицька районна організація,Чернігівська область,43007919,"Чернігівська обл., м. Чернігів, просп. Миру, буд. 12","Чернігівська обл., м. Чернігів, просп. Миру, буд. 12",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Богуславська районна організація політичної партії Український республіканський Альянс,Київська область,36936834,"Київська обл., Обухівський р-н, вул. Миколаївська, буд. 100","Київська обл., Обухівський р-н, вул. Миколаївська, буд. 100",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Борзнянська районна організація,Чернігівська область,43001526,"Чернігівська обл., м. Чернігів, просп. Миру, буд. 12","Чернігівська обл., м. Чернігів, просп. Миру, буд. 12",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Варвинська районна організація,Чернігівська область,43001657,"Чернігівська обл., м. Чернігів, просп. Миру, буд. 12","Чернігівська обл., м. Чернігів, просп. Миру, буд. 12",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Віньковецька районна організація,Хмельницька область,42983866,"Хмельницька обл., Хмельницький р-н, вул. Проскурівська, буд. 45","Хмельницька обл., Хмельницький р-н, вул. Проскурівська, буд. 45",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Вінницька регіональна організація політичної партії Соціальна справедливість,Вінницька область,36378255,"Вінницька обл., Вінницький р-н, вул. Замостянська, буд. 30","Вінницька обл., Вінницький р-н, вул. Замостянська, буд. 30",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Волочиська районна організація,Хмельницька область,43037458,"Хмельницька обл., Хмельницький р-н, вул. Проскурівська, буд. 45","Хмельницька обл., Хмельницький р-н, вул. Проскурівська, буд. 45",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Гайсинська районна організація,Вінницька область,42785456,"Вінницька обл., Гайсинський р-н, вул. Кринична, буд. 16","Вінницька обл., Гайсинський р-н, вул. Кринична, буд. 16",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Городоцька районна організація,Хмельницька область,43009059,"Хмельницька обл., Хмельницький р-н, вул. Проскурівська, буд. 45","Хмельницька обл., Хмельницький р-н, вул. Проскурівська, буд. 45",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Деражнянська районна організація,Хмельницька область,42984414,"Хмельницька обл., Хмельницький р-н, вул. Проскурівська, буд. 45","Хмельницька обл., Хмельницький р-н, вул. Проскурівська, буд. 45",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Деснянська районна організація,Чернігівська область,43055922,"Чернігівська обл., м. Чернігів, просп. Миру, буд. 12","Чернігівська обл., м. Чернігів, просп. Миру, буд. 12",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Дніпропетровська регіональна організація політичної партії Соціальна справедливість,Дніпропетровська область,36575132,"Дніпропетровська обл., м. Дніпро, вул. Шевченка (Шевченківський, Соборний райони), 10","Дніпропетровська обл., м. Дніпро, вул. Шевченка (Шевченківський, Соборний райони), 10",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Доманівська районна організація,Миколаївська область,43022499,"Миколаївська обл., Вознесенський р-н, вул. Ливадара О., буд. 123","Миколаївська обл., Вознесенський р-н, вул. Ливадара О., буд. 123",
СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ,Житомирська регіональна організація політичної партії Соціальна справедливість,Житомирська область,36402476,"Житомирська обл., м. Житомир, вул. Вітрука, буд. 9","Житомирська обл., м. Житомир, вул. Вітрука, буд. 9",
