Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",20,,10.07.2021,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2023-03-31,1,2023
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",30,,10.06.2020,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2023-03-31,1,2023
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",20,,01.06.2023,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2023-12-31,4,2023
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",30,,01.06.2023,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2023-12-31,4,2023
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",20,,01.06.2023,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2023-09-30,3,2023
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",30,,01.06.2023,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2023-09-30,3,2023
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",20,,10.07.2021,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2023-06-30,2,2023
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",20,,01.06.2023,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2023-06-30,2,2023
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",30,,10.06.2020,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2023-06-30,2,2023
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",30,,01.06.2023,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2023-06-30,2,2023
