Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ОБЕРІГ,РАДЕХІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,Львівська область,33963509,"Львівська обл., Червоноградський р-н, вул. Зоряна, буд. 3","Львівська обл., Червоноградський р-н, вул. Зоряна, буд. 3",
ОБЕРІГ,АВДІЇВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,Донецька область,33908631,"Донецька обл., Покровський р-н, Ювілейний квартал, 10","Донецька обл., Покровський р-н, Ювілейний квартал, 10",
ОБЕРІГ,ПЕРЕЧИНСЬКА РАЙОННА ОРГАНІЗАЦІЯ ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,Закарпатська область,34570745,"Закарпатська обл., Ужгородський р-н, вул. Весняна, буд. 11","Закарпатська обл., Ужгородський р-н, вул. Весняна, буд. 11",
ОБЕРІГ,ЧЕРНІВЕЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,Чернівецька область,33979021,"Чернівецька обл., Чернівецький р-н, вул. Кармелюка Устима, буд. 110Б","Чернівецька обл., Чернівецький р-н, вул. Кармелюка Устима, буд. 110Б",
ОБЕРІГ,КИЇВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,київ,33737480,"м.. київ, Печерський, вул. Саксаганського, буд. 44Е","м.. київ, Печерський, вул. Саксаганського, буд. 44Е",
ОБЕРІГ,БУСЬКА РАЙОННА ОРГАНІЗАЦІЯ ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,Львівська область,33773602,"Львівська обл., Золочівський р-н, майдан Незалежності, 10","Львівська обл., Золочівський р-н, майдан Незалежності, 10",
ОБЕРІГ,ХАРКІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,Харківська область,33676575,"Харківська обл., м. Харків, просп. Московський, буд. 47","Харківська обл., м. Харків, просп. Московський, буд. 47",
ОБЕРІГ,ВИННИКІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,Львівська область,34028867,"Львівська обл., Львівський р-н, вул. Шевченка, буд. 1","Львівська обл., Львівський р-н, вул. Шевченка, буд. 1",
ОБЕРІГ,ІВАНО-ФРАНКІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,Івано-франківська область,33860312,"Івано-франківська обл., Івано-Франківський р-н, вул. Стрільців Січових, буд. 56","Івано-франківська обл., Івано-Франківський р-н, вул. Стрільців Січових, буд. 56",
ОБЕРІГ,ДМО ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,Дніпропетровська область,33855370,"Дніпропетровська обл., Камʼянський р-н, вул. Промислова, буд. 37","Дніпропетровська обл., Камʼянський р-н, вул. Промислова, буд. 37",
ОБЕРІГ,ГОРОДОЦЬКА РАЙОННА ОРГАНІЗАЦІЯ ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,Хмельницька область,33989862,"Хмельницька обл., Хмельницький р-н, вул. Грушевського, буд. 59","Хмельницька обл., Хмельницький р-н, вул. Грушевського, буд. 59",
ОБЕРІГ,ЛЬВІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,Львівська область,33952036,"Львівська обл., м. Львів, вул. Наливайка С., буд. 5","Львівська обл., м. Львів, вул. Наливайка С., буд. 5",
ОБЕРІГ,СВЯТОШИНСЬКА РАЙОННА ОРГАНІЗАЦІЯ КИЇВСЬКОЇ МІСЬКОЇ ОРГАНІЗАЦІЇ ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,київ,35978407,"м.. київ, Святошинський, вул. Котельникова Михайла, буд. 7","м.. київ, Святошинський, вул. Котельникова Михайла, буд. 7",
ОБЕРІГ,ОДЕСЬКА МІСЬКА ТЕРИТОРІАЛЬНА ОРГАНІЗАЦІЯ ГРОМАДЯНСЬКОЇ ПАРТІЇ ПОРА,Одеська область,37280263,"Одеська обл., м. Одеса, вул. Бреуса, буд. 18","Одеська обл., м. Одеса, вул. Бреуса, буд. 18",
