Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Хмельницька міська організація Української республіканської партії Собор,Хмельницька область,26293755,"Хмельницька обл., м. Хмельницький, вул. Вайсера, буд. 13","Хмельницька обл., м. Хмельницький, вул. Вайсера, буд. 13",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Чугуївська районна організація Української республіканської партії Собор,Харківська область,26356639,"Харківська обл., Чугуївський р-н, вул. Перемоги, буд. 2","Харківська обл., Чугуївський р-н, вул. Перемоги, буд. 2",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Чугуївська міська організація Української республіканської партії Собор,Харківська область,26356651,"Харківська обл., м. Чугуїв, пров. Мічуріна, буд. 1","Харківська обл., м. Чугуїв, пров. Мічуріна, буд. 1",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Харківська районна організація Української республіканської партії Собор,Харківська область,26356622,"Харківська обл., Харківський р-н, пров. Борткевича Сергія, буд. 3","Харківська обл., Харківський р-н, пров. Борткевича Сергія, буд. 3",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Сахновщинська районна організація Української республіканської партії Собор,Харківська область,26356616,"Харківська обл., Сахновщинський р-н, вул. Тітова, буд. 15","Харківська обл., Сахновщинський р-н, вул. Тітова, буд. 15",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Нововодолазька районна організація Української республіканської партії Собор,Харківська область,26356585,"Харківська обл., Нововодолазький р-н, вул. Набережна, буд. 4","Харківська обл., Нововодолазький р-н, вул. Набережна, буд. 4",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Краснокутська районна організація Української республіканської партії Собор,Харківська область,26356556,"Харківська обл., Богодухівський р-н, вул. Березівська, буд. 10","Харківська обл., Богодухівський р-н, вул. Березівська, буд. 10",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Коломацька районна організація Української республіканської партії Собор,Харківська область,26356533,"Харківська обл., Коломацький р-н, вул. Перемоги, буд. 25","Харківська обл., Коломацький р-н, вул. Перемоги, буд. 25",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Золочівська районна організація Української республіканської партії Собор,Харківська область,26356510,"Харківська обл., Золочівський р-н, вул. Злагоди, буд. 11","Харківська обл., Золочівський р-н, вул. Злагоди, буд. 11",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Зміївська районна організація Української республіканської партії Собор,Харківська область,26356504,"Харківська обл., Зміївський р-н, вул. Ярослава Мудрого, буд. 1","Харківська обл., Зміївський р-н, вул. Ярослава Мудрого, буд. 1",
РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Зачепилівська районна організація Української республіканської партії Собор,Харківська область,26356496,"Харківська обл., Зачепилівський р-н, вул. Паркова, буд. 65","Харківська обл., Зачепилівський р-н, вул. Паркова, буд. 65",
