Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,Дніпропетровська область,39832373,"Дніпропетровська обл., м. Дніпро, вул. Святослава Хороброго, буд. 11","Дніпропетровська обл., м. Дніпро, вул. Святослава Хороброго, буд. 11",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,ДНІПРОВСЬКА МІСЬКА організація,Дніпропетровська область,39895335,"Дніпропетровська обл., м. Дніпро, вул. Святослава Хороброго, буд. 11","Дніпропетровська обл., м. Дніпро, вул. Святослава Хороброго, буд. 11",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,ЧЕРКАСЬКА ОБЛАСНА організація,Черкаська область,39841363,"Черкаська обл., м. Черкаси, вул. Пастерівська, буд. 102/1","Черкаська обл., м. Черкаси, вул. Пастерівська, буд. 102/1",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,КІРОВОГРАДСЬКА ОБЛАСНА організація,Кіровоградська область,39833368,"Кіровоградська обл., м. Кропивницький, вул. Чикаленка Євгена, буд. 1А","Кіровоградська обл., м. Кропивницький, вул. Чикаленка Євгена, буд. 1А",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,ХЕРСОНСЬКА ОБЛАСНА організація,Херсонська область,39840642,"Херсонська обл., Каховський р-н, вул. Фабрична, буд. 1","Херсонська обл., Каховський р-н, вул. Фабрична, буд. 1",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,МИКОЛАЇВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РІДНА КРАЇНА,Миколаївська область,39869682,"Миколаївська обл., Баштанський р-н, вул. Героїв УПА, буд. 29","Миколаївська обл., Баштанський р-н, вул. Героїв УПА, буд. 29",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,КИЇВСЬКА МІСЬКА організація,київ,39865049,"м.. київ, Шевченківський, вул. Січових Стрільців, буд. 37/41","м.. київ, Шевченківський, вул. Січових Стрільців, буд. 37/41",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,ДОНЕЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РІДНА КРАЇНА,Донецька область,39826114,"Донецька обл., м. Донецьк, бульв. Шевченка, буд. 8","Донецька обл., м. Донецьк, бульв. Шевченка, буд. 8",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РІДНА КРАЇНА,Харківська область,39874179,"Харківська обл., м. Харків, просп. Тракторобудівників, буд. 63","Харківська обл., м. Харків, просп. Тракторобудівників, буд. 63",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,КИЇВСЬКА ОБЛАСНА організація,Київська область,39878330,"Київська обл., Бориспільський р-н, вул. Київський Шлях, буд. 14","Київська обл., Бориспільський р-н, вул. Київський Шлях, буд. 14",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,ХМЕЛЬНИЦЬКА ОБЛАСНА організація,Хмельницька область,39835611,"Хмельницька обл., Шепетівський р-н, вул. Соборності, буд. 5","Хмельницька обл., Шепетівський р-н, вул. Соборності, буд. 5",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,ОДЕСЬКА ОБЛАСНА організація,Одеська область,39895320,"Одеська обл., м. Одеса, Куликове поле, 1","Одеська обл., м. Одеса, Куликове поле, 1",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РІДНА КРАЇНА,Львівська область,39850357,"Львівська обл., Дрогобицький р-н, вул. Володимира Великого, буд. 6","Львівська обл., Дрогобицький р-н, вул. Володимира Великого, буд. 6",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,ЗАПОРІЗЬКА ОБЛАСНА організація,Запорізька область,39885023,"Запорізька обл., м. Запоріжжя, вул. Феросплавна, буд. 38","Запорізька обл., м. Запоріжжя, вул. Феросплавна, буд. 38",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,ПОЛТАВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РІДНА КРАЇНА,Полтавська область,39855753,"Полтавська обл., м. Полтава, вул. Підмонастирська, буд. 42","Полтавська обл., м. Полтава, вул. Підмонастирська, буд. 42",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,СУМСЬКА ОБЛАСНА організація,Сумська область,39841929,"Сумська обл., м. Суми, вул. Кондратьєва Герасима, буд. 134/4","Сумська обл., м. Суми, вул. Кондратьєва Герасима, буд. 134/4",
СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,Центральний офіс,Дніпропетровська область,39554686,"Дніпропетровська обл., м. Дніпро, вул. Святослава Хороброго, буд. 11","Дніпропетровська обл., м. Дніпро, вул. Святослава Хороброго, буд. 11",
