Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
частина квартири,"Сумська обл., м. Суми, вул. Герасима Кондратьєва, буд. 134-4, кв. 49",3.0,,03.01.2020,,безоплатне користування приміщенням ,,,Фізична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
частина житлового приміщення ,"Полтавська обл., м. Полтава, вул. Підмонастирська, б. 42, кв. 5",4.0,,03.01.2020,,"безоплатне користування, згідно договору позички ",,,Фізична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
Офіс,"Запорізька обл., м. Запоріжжя, Вознесенівський р-н, вул. Феросплавна, буд. 38, кабінет 31",15.7,,15.04.2021,,"безоплатне користування приміщенням, згідно з договором позички",,,Юридична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
Офіс,"м. Київ, вул. Січових Стрільців, буд. 37/41, оф. 35",10.0,,01.10.2020,,безоплатне користування згідно договору позички,,,Юридична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
Офіс,"м. Черкаси, вул. Пастерівська, буд. 102/1, оф. 4",6.0,,03.01.2020,,безоплатне користування згідно договору позички,,,Юридична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
Офіс,"Херсонська обл., м. Нова Каховка, вул. Фабрична, буд. 1, кімната 305",18.0,,02.07.2020,,безоплатне користування згідно договору позички,,,Юридична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
Офіс,"Київська обл., Бориспільський р-н, м. Бориспіль, вул. Київський шлях, буд. 14, оф. 42",16.0,,01.09.2021,,"безоплатне користування приміщенням, згідно договору позички",,,Юридична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
частина кваритири,"Київська обл., Києво-Святошинський р-н, смт Чабани, вул. Машинобудівників, буд. 1Б, кв. 50",16.0,,01.01.2021,,"безоплатне користування приміщенням, згідно договору позички",,,Фізична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
частина квартири,"Кіровоградська обл., м. Олександрія, вул. Івана Чиркіна, буд. 20, кв. 12",4.0,,01.01.2020,,безоплатне користування згідно договору позички,,,Фізична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
Офіс,"Кіровоградська обл., м. Кропивницький, вул. Чикаленка Євгена, буд. 1А, оф. 17",11.0,,01.03.2021,,безоплатне користування згідно договору позички,,,Юридична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
частина нежитлового приміщення,"Дніпропетровська обл., м. Дніпро, вул. Святослава Хороброго, буд. 11",4.0,,31.12.2020,,"безоплатне користування, згідно з договором безоплатної оренди нежитлового приміщення",,,Юридична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
частина нежитлового приміщення,"Дніпропетровська обл., м. Дніпро, вул. Святослава Хороброго, буд. 11",4.0,,31.12.2020,,"безоплатне користування, згідно з договором безоплатної оренди нежитлового приміщення",,,Юридична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
частина квартири,"Харківська обл., м. Харків, просп. Тракторобудівників, буд. 63, кв. 333",4.0,,01.01.2020,,"безоплатне користування частиною приміщення, згідно договору позички ",,,Фізична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
частина нежитлового приміщення,"Хмельницька обл., м. Славута, вул. Соборності, буд. 5",3.0,,02.07.2000,,безоплатне користування згідно договору позички,,,Юридична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
Офіс,"Одеська обл., м. Одеса, площа Куликове Поле, буд. 1, кабінет 127",13.84,,15.07.2020,,безоплатне користування згідно договору позички,,,Юридична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
частина нежитлового приміщення ,"Дніпропетровська обл., м. Дніпро, вул. Святослава Хороброго, буд. 11",4.0,,31.12.2020,,"безоплатне користування частиною приміщення, згідно договору безоплатної оренди нежитлового приміщення",,,Юридична особа,СОЦІАЛЬНА РЕКОНСТРУКЦІЯ,2021-12-31,4,2021
