Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА,Київська обласна організація,Київська обл.,43770079,"Київська обл.,  Бучанський р-н, вул. Козацька, 32","Київська обл.,  Бучанський р-н, вул. Козацька, 32","Філія-Гол.упр.по м.Київ та Київській обл. ПАТ ""Державний ощадний банк України"", ЄДРПОУ: 00032129, р/р № UA763226690000026008300702713"
УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА,Донецька обласна організація,Донецька обл.,43784212,"Донецька обл.,  Краматорський р-н, вул. Двірцева, 53","Донецька обл.,  Краматорський р-н, вул. Двірцева, 53",
УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА,Кіровоградська обласна організація,Кіровоградська обл.,43808327,"Кіровоградська обл., м. Кропивницький, вул. Єгорова Олексія, 56","Кіровоградська обл., м. Кропивницький, вул. Єгорова Олексія, 56","АТ КБ «ПриватБанк», ЄДРПОУ: 14360570, р/р № UA733052990000026003025109663"
УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА,Івано-Франківська обласна організація,Івано-франківська обл.,44545338,"Івано-франківська обл.,  Івано-Франківський р-н, вул. Грушевського, 22А","Івано-франківська обл.,  Івано-Франківський р-н, вул. Грушевського, 22А",
УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА,Подільська районна організація,Одеська обл.,43787260,"Одеська обл.,  Подільський р-н, вул. Тімірязєва, 5А","Одеська обл.,  Подільський р-н, вул. Тімірязєва, 5А","Фiлiя - Одеське обласне управлiння публічного акцiонерного товариства ""Державний ощадний банк України"", ЄДРПОУ: 09328601, р/р № UA063288450000026009300706617"
УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА,Харківська обласна організація,Харківська обл.,43797551,"Харківська обл.,  Харківський р-н, вул. Сумський шлях, 9","Харківська обл.,  Харківський р-н, вул. Сумський шлях, 9","Філія ПАТ АБ ""УКРГАЗБАНК"", ЄДРПОУ: 23697280, р/р № UA553204780000026002924893638"
УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА,Яремчанська міська організація,Івано-франківська обл.,43810425,"Івано-франківська обл.,  Надвірнянський р-н, вул. Свободи, 392","Івано-франківська обл.,  Надвірнянський р-н, вул. Свободи, 392","Філія - Івано-Франківське обласне управління публічного акціонерного товариства ""Державний ощадний банк ""України"", ЄДРПОУ: 09336500, р/р № UA023365030000026001301720502"
УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА,Вінницька обласна організація,Вінницька обл.,43736745,"Вінницька обл.,  Вінницький р-н, просп. Коцюбинського, 30","Вінницька обл.,  Вінницький р-н, просп. Коцюбинського, 30","філія-ПАТ АБ ""УКРГАЗБАНК"", ЄДРПОУ: 23697280, р/р № UA823204780000026005924891789"
УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА,Житомирська обласна організація,Житомирська обл.,43790933,"Житомирська обл.,  Житомирський р-н, вул. Пухтаєвича, 78","Житомирська обл.,  Житомирський р-н, вул. Пухтаєвича, 78","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA313052990000026043046400947"
УКРАЇНСЬКА СТРАТЕГІЯ ГРОЙСМАНА,Лубенська міська організація,Полтавська обл.,43803706,"Полтавська обл.,  Лубенський р-н, вул. Нова, 12","Полтавська обл.,  Лубенський р-н, вул. Нова, 12","Фiлiя - Полтавське обласне управлiння публічного акцiонерного товариства ""Державний ощадний банк України"", ЄДРПОУ: 09331508, р/р № UA023314670000026004300726984"
