Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,КАТЕРИНОПІЛЬСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Черкаська область,36672620,"Черкаська обл., Звенигородський р-н, вул. Гагаріна, буд. 11","Черкаська обл., Звенигородський р-н, вул. Гагаріна, буд. 11",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ТРОПП ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Вінницька область,36759575,"Вінницька обл., Тульчинський р-н, вул. Пушкіна, буд. 6","Вінницька обл., Тульчинський р-н, вул. Пушкіна, буд. 6",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,КОСІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Івано-франківська область,36734351,"Івано-франківська обл., Косівський р-н, вул. Незалежності, буд. 32","Івано-франківська обл., Косівський р-н, вул. Незалежності, буд. 32",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ХЕРСОНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Херсонська область,36838159,"Херсонська обл., м. Херсон, просп. Сенявіна Адмірала, буд. 3А","Херсонська обл., м. Херсон, просп. Сенявіна Адмірала, буд. 3А",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ЗАКАРПАТСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Закарпатська область,36600577,"Закарпатська обл., Ужгородський р-н, пров. Єгерський, буд. 4","Закарпатська обл., Ужгородський р-н, пров. Єгерський, буд. 4",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ВОЛОВЕЦЬКА РАЙОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Закарпатська область,36358071,"Закарпатська обл., Мукачівський р-н, вул. Пушкіна, буд. 11","Закарпатська обл., Мукачівський р-н, вул. Пушкіна, буд. 11",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,БРОПП ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Київська область,37122314,"Київська обл., Білоцерківський р-н, вул. Левицького, буд. 90","Київська обл., Білоцерківський р-н, вул. Левицького, буд. 90",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ЛОО ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Львівська область,36738545,"Львівська обл., м. Львів, вул. Дрогобицька, буд. 57","Львівська обл., м. Львів, вул. Дрогобицька, буд. 57",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ІФООПП ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Івано-франківська область,36498320,"Івано-франківська обл., Івано-Франківський р-н, вул. Хоткевича Гната, буд. 75А","Івано-франківська обл., Івано-Франківський р-н, вул. Хоткевича Гната, буд. 75А",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ІВАНО-ФРАНКІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Івано-франківська область,36498205,"Івано-франківська обл., Івано-Франківський р-н, вул. Тичини, буд. 8А","Івано-франківська обл., Івано-Франківський р-н, вул. Тичини, буд. 8А",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ІЗМАЇЛЬСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Одеська область,37207445,"Одеська обл., Ізмаїльський р-н, вул. Папаніна, буд. 52","Одеська обл., Ізмаїльський р-н, вул. Папаніна, буд. 52",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ТЕРНОПІЛЬСКА МІСЬКА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Тернопільська область,36829817,"Тернопільська обл., Тернопільський р-н, вул. Дубовецька, буд. 1","Тернопільська обл., Тернопільський р-н, вул. Дубовецька, буд. 1",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ТЕОФІПОЛЬСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Хмельницька область,36379259,"Хмельницька обл., Хмельницький р-н, пров. Базарний, буд. 57","Хмельницька обл., Хмельницький р-н, пров. Базарний, буд. 57",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,РЕГІОНАЛЬНА КИЇВСЬКА МІСЬКА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,київ,36757803,"м.. київ, Печерський, вул. Грушевського Михайла, буд. 28/2","м.. київ, Печерський, вул. Грушевського Михайла, буд. 28/2",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ХОО ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Харківська область,36624247,"Харківська обл., м. Харків, вул. Артилерійська, буд. 46","Харківська обл., м. Харків, вул. Артилерійська, буд. 46",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,БОРЩІВСЬКА РАЙОННА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Тернопільська область,36865622,"Тернопільська обл., Чортківський р-н, вул. Шевченка, буд. 5","Тернопільська обл., Чортківський р-н, вул. Шевченка, буд. 5",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,КРИМСЬКА РЕСПУБЛІКАНСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Автономна республіка крим,37285440,"Автономна республіка крим, м. Сімферополь, вул. Горького, буд. 8","Автономна республіка крим, м. Сімферополь, вул. Горького, буд. 8",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ІЛЛІНЕЦЬКА РАЙОННА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Вінницька область,37220115,"Вінницька обл., Вінницький р-н, вул. Багнюка Олександра, буд. 5","Вінницька обл., Вінницький р-н, вул. Багнюка Олександра, буд. 5",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ДНІПРОВСЬКА РАЙОННА У МІСТІ КИЄВІ ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,київ,37036032,"м.. київ, Дніпровський, вул. Березняківська, буд. 22","м.. київ, Дніпровський, вул. Березняківська, буд. 22",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,УМАНСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Черкаська область,37298663,"Черкаська обл., Уманський р-н, вул. Європейська, буд. 13","Черкаська обл., Уманський р-н, вул. Європейська, буд. 13",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,СЕВАСТОПОЛЬСЬКА РЕГІОНАЛЬНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,севастополь,36683796,"м.. севастополь, Гагарінський, просп. Гагаріна, буд. 11","м.. севастополь, Гагарінський, просп. Гагаріна, буд. 11",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ХМЕЛЬНИЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Хмельницька область,36675752,"Хмельницька обл., Хмельницький р-н, вул. Проскурівська, буд. 81","Хмельницька обл., Хмельницький р-н, вул. Проскурівська, буд. 81",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ТУРІЙСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Волинська область,36489075,"Волинська обл., Ковельський р-н, вул. Хмельницького Богдана, буд. 6","Волинська обл., Ковельський р-н, вул. Хмельницького Богдана, буд. 6",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,БУЧАЦЬКА РАЙОННА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Тернопільська область,36970608,"Тернопільська обл., Чортківський р-н, вул. Тернопільська, буд. 3","Тернопільська обл., Чортківський р-н, вул. Тернопільська, буд. 3",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,РЕНІЙСЬКА РАЙОННА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Одеська область,36971931,"Одеська обл., Ізмаїльський р-н, вул. Виноградна, буд. 4","Одеська обл., Ізмаїльський р-н, вул. Виноградна, буд. 4",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ЧЕРНІВЕЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Чернівецька область,36636540,"Чернівецька обл., Чернівецький р-н, вул. Котляревського Івана, буд. 20","Чернівецька обл., Чернівецький р-н, вул. Котляревського Івана, буд. 20",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ТЕРНОПІЛЬСЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Тернопільська область,36651328,"Тернопільська обл., Тернопільський р-н, вул. Живова, буд. 28","Тернопільська обл., Тернопільський р-н, вул. Живова, буд. 28",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,ОДЕСЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Одеська область,37350356,"Одеська обл., м. Одеса, вул. Грушевського Михайла, буд. 50А","Одеська обл., м. Одеса, вул. Грушевського Михайла, буд. 50А",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,СУМСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Сумська область,36550296,"Сумська обл., м. Суми, вул. Соборна, буд. 19","Сумська обл., м. Суми, вул. Соборна, буд. 19",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,КАМʼЯНСЬКА РАЙОННА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,Черкаська область,36544015,"Черкаська обл., Черкаський р-н, вул. Гоголя, буд. 57","Черкаська обл., Черкаський р-н, вул. Гоголя, буд. 57",
КОНСЕРВАТИВНА ПАРТІЯ УКРАЇНИ,КИЇВСЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ВСЕУКРАЇНСЬКА ПАРТІЯ ДІТЕЙ ВІЙНИ,київ,36854034,"м.. київ, Святошинський, вул. Борщагівська, буд. 46/2","м.. київ, Святошинський, вул. Борщагівська, буд. 46/2",
