Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
УКРАЇНА ПОНАД УСЕ,Зборівська районна партійна організація політичної партії Самопоміч,Тернопільська область,40026197,"Тернопільська обл., Тернопільський р-н, вул. Молодіжна, буд. 1","Тернопільська обл., Тернопільський р-н, вул. Молодіжна, буд. 1",
УКРАЇНА ПОНАД УСЕ,Бережанська районна партійна організація політичної партії Самопоміч,Тернопільська область,40010873,"Тернопільська обл., Тернопільський р-н, вул. Червона, буд. 7","Тернопільська обл., Тернопільський р-н, вул. Червона, буд. 7",
УКРАЇНА ПОНАД УСЕ,Борщівська районна організація політичної партії Самопоміч,Тернопільська область,40088274,"Тернопільська обл., Чортківський р-н, вул. Молодіжна, буд. 5","Тернопільська обл., Чортківський р-н, вул. Молодіжна, буд. 5",
УКРАЇНА ПОНАД УСЕ,Київська міська партійна організація політичної партії Самопоміч,київ,40088619,"м.. київ, Оболонський, просп. Оболонський, буд. 7","м.. київ, Оболонський, просп. Оболонський, буд. 7",
УКРАЇНА ПОНАД УСЕ,Кременецька міська партійна організація політичної партії Самопоміч,Тернопільська область,40011924,"Тернопільська обл., Кременецький р-н, вул. Харчука Б., буд. 24А","Тернопільська обл., Кременецький р-н, вул. Харчука Б., буд. 24А",
УКРАЇНА ПОНАД УСЕ,Кременецька районна партійна організація політичної партії Самопоміч,Тернопільська область,40011966,"Тернопільська обл., Кременецький р-н, вул. Підлісна, буд. 45","Тернопільська обл., Кременецький р-н, вул. Підлісна, буд. 45",
УКРАЇНА ПОНАД УСЕ,Тернопільська обласна партійна організація політичної партії Самопоміч,Тернопільська область,38687314,"Тернопільська обл., Тернопільський р-н, вул. Кос-Анатольського, буд. 20А","Тернопільська обл., Тернопільський р-н, вул. Кос-Анатольського, буд. 20А",
УКРАЇНА ПОНАД УСЕ,Тернопільська районна партійна організація політичної партії Самопоміч,Тернопільська область,38687340,"Тернопільська обл., Тернопільський р-н, вул. Словʼянська, буд. 19","Тернопільська обл., Тернопільський р-н, вул. Словʼянська, буд. 19",
УКРАЇНА ПОНАД УСЕ,Чортківська міська партійна організація політичної партії Самопоміч,Тернопільська область,40022077,"Тернопільська обл., Чортківський р-н, вул. Гранична Нова, буд. 26","Тернопільська обл., Чортківський р-н, вул. Гранична Нова, буд. 26",
УКРАЇНА ПОНАД УСЕ,Чортківська районна партійна організація політичної партії Самопоміч,Тернопільська область,40022040,"Тернопільська обл., Чортківський р-н, вул. Бандери С.","Тернопільська обл., Чортківський р-н, вул. Бандери С.",
УКРАЇНА ПОНАД УСЕ,Шумська районна партійна організація політичної партії Самопоміч,Тернопільська область,40011932,"Тернопільська обл., Кременецький р-н, вул. Польова, буд. 12","Тернопільська обл., Кременецький р-н, вул. Польова, буд. 12",
УКРАЇНА ПОНАД УСЕ,Бережанська міська партійна організація політичної партії Самопоміч,Тернопільська область,40010936,"Тернопільська обл., Тернопільський р-н, вул. Січових Стрільців, буд. 63","Тернопільська обл., Тернопільський р-н, вул. Січових Стрільців, буд. 63",
УКРАЇНА ПОНАД УСЕ,Тернопільська міська партійна організація політичної партії Самопоміч,Тернопільська область,39987153,"Тернопільська обл., Тернопільський р-н, вул. Галицька","Тернопільська обл., Тернопільський р-н, вул. Галицька",
УКРАЇНА ПОНАД УСЕ,Центральний офіс,київ,38683351,"м.. київ, Голосіївський, вул. Ломоносова, буд. 60А","м.. київ, Голосіївський, вул. Ломоносова, буд. 60А","АТ ""Банк Український капітал"", ЄДРПОУ: 22868414, р/р № UA963203710000000260072388100; АБ ""Укргазбанк"", ЄДРПОУ: 23697280, р/р № UA583204780000026007924881968"
