Вид нематеріального активу,Назва нематеріального активу,Партія,Квартал,Рік
Право на видавництво засобу масової інформації,"Партійна газета ""СОЛІДАРНІСТЬ ВІННИЧИНА""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,Партійна газета.Солідарність Чернігівщина,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації ,"Партійна газета ""Солідарність. Тернопілля"" ",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Друкований ЗМІ ""Партійна газета""Солідарність,Закарпаття""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність.Сумщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. Буковина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""СОЛІДАРНІСТЬ. РІВНЕНЩИНА.""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність.Черкащина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. КИЇВЩИНА""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видання засобу масової інформації,"""Партійна газета ""Солідарність.Дніпропетровщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації ,"Дуркований засіб масової інформації ""Партіїна газета""Солідарність.Миколаївщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність.Донеччина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видання засобі масової інформації,"Партійна газета ""Солідарність. Волинь""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. Прикарпаття""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність Харківщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність.Полтавщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. Луганщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність Кіровоградщини""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видання ЗМІ,"Партійна газета ""Солідарність Дніпро""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність.Київ""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Інші нематеріальні права,"Газета ""Солідарність. Житомирщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. Херсонщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Знак для товарів і послуг № 201095,"Знак Політичної партії ""БПП СОЛІДАРНІСТЬ""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Знак для товарів і послуг № 201096,"Знак Політичної партії ""БПП СОЛІДАРНІСТЬ""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Майнові права на твір,"Графічне зображення ""Логотип Політичної партії ""Європейська Солідарність""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право на видання друкованого засобу масової інформації,"Партійна газета ""Солідарність""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft Office Home,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft Windows 10,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Авторське право та суміжні з ним права,Програмний комплекс 1С:8.2,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,1,2021
Право	на	видавництвозасобу	масової	інформації,"Партійна газета ""Солідарність.Сумсщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Інші нематеріальні права,"Газета ""Солідарність. Житомирщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. Херсонщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Друкований засіб масової інформації ""Партійна газета""Солідарність.Миколаївщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Партійна газета ""СОЛІДАРНІСТЬ. РІВНЕНЩИНА.""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність.Київ""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність Кіровоградщини""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Друкований ЗМІ""Партійна газета""Солідарність, Закарпаття""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видання засобу масової інформації,"Партійна газета ""Солідарність. Донеччина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видання ЗМІ,"Партійна газета ""Солідарність. Дніпро""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової Інформації,"Партійна газета ""Солідарність.Полтавщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видання засобу масової інформації,"Партійна газета ""Солідарність. Волинь""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
право на видавництво засобу масової інформації,"Партійна газета ""Солідарність.Тернопілля""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність.Чернігівщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність.Черкащини""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність Харківщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Партійна газета""Солідарність.КИЇВЩИНА""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видання засобу масової інформації,"Партійна газета ""Солідарність.Луганщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видання засобу масової інформації,"Партійна газета ""Солідарність. Дніпропетровщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Партійна газета "" СОЛІДАРНІСТЬ ВІННИЧЧИНА""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність Прикарпаття""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видання засобу масової інформації,"Партійна газета ""Солідарність.Буковина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Торгова марка чи комерційне найменування,Знак для товарів і послуг №201095,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Торгова марка чи комерційне найменування,Знак для товарів і послуг №201096,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Авторське право та суміжні з ним права,"Графічне зображення ""Логотип Політичної партії ""Європейська Солідарність""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Друкований засіб масової інформації,Партійна газета «Солідарність» (Свідоцтво серії КВ № 21367-1116),ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft Office Home,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft Windows 10,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Авторське право та суміжні з ним права,Програмний комплекс 1С:8.2,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,4,2021
Право на видавництво засобу масової інформації,"Партіййна газета ""Солідарність.Сумщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. Херсонщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. Тернопілля""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право га видавництво засобу масової інформації,"Друкований засіб масової інформації ""Партіїна газета ""Солідарність.Миколаївщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Інші нематеріальні права,"Газета ""Солідарність. Житомирщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність Вінниччина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність Прикарпаття""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність.Черкащина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність Харківщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність.Чернігівщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видання засобу масової інформації,"Партійна газета ""Солідарність. Луганщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Партійна газета ""СОЛІДАРНІСТЬ. РІВНЕНЩИНА.""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видання ЗМІ,"Партійна газета ""Солідарність Дніпро""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на використання засобу масової інформації,"Партійна газета ""Солідарність.Київ""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність Кіровоградщини""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Друкований ЗМІ""Партійна газета ""Солідарність Закакрпаття""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видання засобу масової інформації,"Партійна газета ""Солідарність. Донеччина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність. Волинь""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобу масової інформації,"Партійна газета ""Солідарність""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
Право на видавництво засобумасової інформації,"Партійна газета ""Солідарність.Полтавщина""",ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,3,2021
