Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Офіс,"Вінницька обл., м. Вінниця, пр. ГАГАРІНА, буд. №4",171.8,,01.01.2021,450000,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2021-03-31,1,2021
Офіс,"м. Чернігів, вул. Кирпоноса 21",54.4,***,12.05.2020,816000,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2021-03-31,1,2021
Офіс,"Тернопільська обл., м. Тернопіль, вул. Чорновола, буд. 1, адмінкорпус №2.",67.7,,01.01.2021,650165.52,суборенда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2021-03-31,1,2021
Офіс,"Закарпатська обл., м. Ужгород, вул. Перемоги, буд. 1",69.0,,01.01.2020,1350000,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2021-03-31,1,2021
Офіс,"Сумська обл., м. Суми, вул. Першотравнева, буд. 29",120.89,,16.03.2020,1586000,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2021-03-31,1,2021
Нежитлова будівля,"Чернівецька обл., м. Чернівці вул. Сімовича, буд. 21А",128.54,,01.01.2018,1005982.19,Оренда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2021-03-31,1,2021
Нежитлова будівля,м. Запоріжжя пр. Соборний б. 95,96.5,,01.08.2019,2000000,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2021-03-31,1,2021
Офіс,"м. Рівне, вул. Д. Галицького, буд. 19, оф. 106.",55.8,,01.01.2019,12000,Оренда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2021-03-31,1,2021
Нежитлова будівля,"м. Черкаси, вул. Дашковича буд. 34",114.0,,01.12.2020,4200000,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2021-03-31,1,2021
Офіс,"м. Київ, вул. Лаврська, буд. 16",12.0,,15.06.2020,14427.12,Оренда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2021-03-31,1,2021
