Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Офіс,"Івано-Франківська обл., м. Івано-Франівськ, вул. А. Сахарова, буд. 32",140.4,,01.01.2023,2557.77,Оренда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Офіс,"Сумська обл., м. Суми, вул. Горького, буд. 12",64.0,,01.02.2023,2220000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Офіс,"м. Дніпро, вул. Криворізька, буд. 2",10.0,,03.01.2023,101458.47,Суборенда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Нежитлова будівля,"м. Одеса, вул. Маразліївська, буд. 14А, кв. 5А",110.4,,01.01.2018,4387222.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Офіс,"Вінницька обл., м. Вінниця пр. Гагаріна 4",171.8,,01.01.2021,450000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Офіс,"Дніпропетровська обл., м. Дніпро, вул. Криворіжська, буд. 2",315.4,,04.01.2022,3200000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Офіс,"Дніпропетровська обл., м. Новомосковськ, вул. Сучкова, буд. 36",27.6,,04.01.2022,0.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Офіс,"м. Черкаси, вул. Смілянська 2",80.0,,01.12.2023,2200000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Нежитлова будівля,"м. Житомир, вул. І. Сльоти, буд. 32/98",70.0,,01.01.2023,18538.39,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Нежитлова будівля,"Херсонська обл., м. Херсон, вул. Бульвар Мирний, буд. 4",12.0,,01.11.2023,210000.0,Оренда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Офіс,"Кіровоградська обл., м. Кропивницький, вул. Велика Перспективна, буд. 3/5, кв. 24",100.0,,01.01.2023,2500000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Нежитлова будівля,м. Запоріжжя в. Тбіліська б. 17,191.8,,02.09.2023,4200000.0,Оренда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Офіс,"м. Київ, вул. Лаврська, буд. 16",12.0,,15.06.2020,14427.12,Оренда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Офіс,"м. Тернопіль, вул. Івана Франка, буд. 11, корп. 2",75.5,,01.01.2023,4500000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
Офіс,"м. Львів, вул. Винниченка, буд. 12, третій поверх, каб. 31",108.3,,01.04.2020,1450120.0,Оренда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2023-12-31,4,2023
