Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ПРОПОЗИЦІЯ,МИКОЛАЇВСЬКА МІСЬКА організація,Миколаївська обл.,43713639,"Миколаївська обл., м. Миколаїв, вул. Карпенка генерала, 12","Миколаївська обл., м. Миколаїв, вул. Карпенка генерала, 12",
ПРОПОЗИЦІЯ,МИКОЛАЇВСЬКА ОБЛАСНА організація,Миколаївська обл.,43626410,"Миколаївська обл., м. Миколаїв, вул. Соборна, 4","Миколаївська обл., м. Миколаїв, вул. Соборна, 4","Акціонерний банк ""Південний"", ЄДРПОУ: 20953647, р/р № UA553282090000026000000012585; Акціонерний банк ""Південний"", ЄДРПОУ: 20953647, р/р № UA513282090000035706928065385"
ПРОПОЗИЦІЯ,СУМСЬКА ОБЛАСНА організація,Сумська обл.,43654888,"Сумська обл., м. Суми, вул. Супруна, 3/1","Сумська обл., м. Суми, вул. Супруна, 3/1","ПАТ ""БАНК ВОСТОК"", ЄДРПОУ: 26237202, р/р № UA473071230000026004010836676"
ПРОПОЗИЦІЯ,ЧЕРНІВЕЦЬКА ОБЛАСНА організація,Чернівецька обл.,43686422,"Чернівецька обл.,  Чернівецький р-н, вул. Щепкіна Михайла, 5","Чернівецька обл.,  Чернівецький р-н, вул. Щепкіна Михайла, 5","Філія Чернівецьке ОУ АТ ""ОЩАДБАНК"", ЄДРПОУ: 09356307, р/р № UA563563340000026004300662852; Філія Чернівецьке ОУ АТ ""ОЩАДБАНК"", ЄДРПОУ: 09356307, р/р № UA663563340000026009305662852"
ПРОПОЗИЦІЯ,ЖИТОМИРСЬКА ОБЛАСНА організація,Житомирська обл.,43638384,"Житомирська обл., м. Житомир, бульв. Новий, 5","Житомирська обл., м. Житомир, бульв. Новий, 5","ПАТ АТ УКРГАЗБАНК, ЄДРПОУ: 23697280, р/р № UA653204780000026009924893608"
ПРОПОЗИЦІЯ,ВАРАСЬКА РАЙОННА організація,Рівненська обл.,44925429,"Рівненська обл.,  Вараський р-н,  Будівельників мікрорайон, 3","Рівненська обл.,  Вараський р-н,  Будівельників мікрорайон, 3","КБ АТ Приватбанк, ЄДРПОУ: 14360570, р/р № UA693052990000026001020704548"
ПРОПОЗИЦІЯ,ВОЛИНСЬКА ОБЛАСНА організація,Волинська обл.,43646751,"Волинська обл., м. Луцьк, вул. Ковельська, 13","Волинська обл., м. Луцьк, вул. Ковельська, 13","АБ ПІВДЕННИЙ, ЄДРПОУ: 20953647, р/р № UA883282090000026001000012539"
ПРОПОЗИЦІЯ,ДОНЕЦЬКА ОБЛАСНА організація,Донецька обл.,43627676,"Донецька обл., м. Краматорськ, вул. Тихого Олекси, 10","Донецька обл., м. Краматорськ, вул. Тихого Олекси, 10","АБ ПІВДЕННИЙ, ЄДРПОУ: 20953647, р/р № UA523282090000026003000012537"
ПРОПОЗИЦІЯ,ЗАКАРПАТСЬКА ОБЛАСНА організація,Закарпатська обл.,43661848,"Закарпатська обл., м. Ужгород, вул. Корзо, 13","Закарпатська обл., м. Ужгород, вул. Корзо, 13","АБ ПІВДЕННИЙ, ЄДРПОУ: 20953647, р/р № UA103282090000026005000012546"
ПРОПОЗИЦІЯ,ЗАПОРІЗЬКА ОБЛАСНА організація,Запорізька обл.,43725513,"Запорізька обл., м. Запоріжжя, вул. Феросплавна, 38","Запорізька обл., м. Запоріжжя, вул. Феросплавна, 38","АБ ПІВДЕННИЙ, ЄДРПОУ: 20953647, р/р № UA153282090000026000000012529"
