Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
КОМАНДА АНДРІЯ БАЛОГИ,Закарпатська обласна організація,Закарпатська область,26465191,"Закарпатська обл., Мукачівський р-н, вул. Пряшівська, буд. 4","Закарпатська обл., Мукачівський р-н, вул. Пряшівська, буд. 4","АТ ""ТАСКОМБАНК"" м.Київ, ЄДРПОУ: 09806443, р/р № UA293395000000026008918829001"
КОМАНДА АНДРІЯ БАЛОГИ,Шаргородська районна організація Єдиний Центр,Вінницька область,35903620,"Вінницька обл., Шаргородський р-н, вул. Героїв Майдану, буд. 219","Вінницька обл., Шаргородський р-н, вул. Героїв Майдану, буд. 219",
КОМАНДА АНДРІЯ БАЛОГИ,Чупирянська сільська організація Білоцерківської районної організації Єдиного Центру,Київська область,36261695,"Київська обл., Білоцерківський р-н, вул. Єдності, буд. 40","Київська обл., Білоцерківський р-н, вул. Єдності, буд. 40",
КОМАНДА АНДРІЯ БАЛОГИ,Чутівська районна організація Єдиного Центру,Полтавська область,35376869,"Полтавська обл., Чутівський р-н, вул. Полтавський Шлях, буд. 114","Полтавська обл., Чутівський р-н, вул. Полтавський Шлях, буд. 114",
КОМАНДА АНДРІЯ БАЛОГИ,Чернігівська районна організація Єдиного Центру,Чернігівська область,36045968,"Чернігівська обл., м. Чернігів, вул. Кирпоноса, буд. 26","Чернігівська обл., м. Чернігів, вул. Кирпоноса, буд. 26",
КОМАНДА АНДРІЯ БАЛОГИ,Чернігівська обласна організація Єдиного Центру,Чернігівська область,26494376,"Чернігівська обл., м. Чернігів, вул. Полуботка гетьмана, буд. 18","Чернігівська обл., м. Чернігів, вул. Полуботка гетьмана, буд. 18",
КОМАНДА АНДРІЯ БАЛОГИ,Чернівецька обласна організація Єдиний Центр,Чернівецька область,26466948,"Чернівецька обл., м. Чернівці, вул. Котляревського Івана, буд. 5","Чернівецька обл., м. Чернівці, вул. Котляревського Івана, буд. 5",
КОМАНДА АНДРІЯ БАЛОГИ,Черкаська регіональна організація Єдиний Центр,Черкаська область,26489694,"Черкаська обл., м. Черкаси, вул. Кривалівська, буд. 7","Черкаська обл., м. Черкаси, вул. Кривалівська, буд. 7",
КОМАНДА АНДРІЯ БАЛОГИ,Черкаська обласна організація Єдиного Центру,Черкаська область,41395623,"Черкаська обл., м. Черкаси, вул. Хрещатик, буд. 200","Черкаська обл., м. Черкаси, вул. Хрещатик, буд. 200",
КОМАНДА АНДРІЯ БАЛОГИ,Чепелівська сільська організація Білоцерківської районної організації Єдиного Центру,Київська область,36261784,"Київська обл., Білоцерківський р-н, вул. Молодіжна, буд. 17","Київська обл., Білоцерківський р-н, вул. Молодіжна, буд. 17",
КОМАНДА АНДРІЯ БАЛОГИ,Чемеровецька районна організація партії Єдиний Центр,Хмельницька область,35800297,"Хмельницька обл., Чемеровецький р-н, вул. Садова, буд. 2","Хмельницька обл., Чемеровецький р-н, вул. Садова, буд. 2",
КОМАНДА АНДРІЯ БАЛОГИ,Хмельницька обласна організація Єдиного Центру,Хмельницька область,26495080,"Хмельницька обл., м. Хмельницький, вул. Сковороди, буд. 7","Хмельницька обл., м. Хмельницький, вул. Сковороди, буд. 7",
КОМАНДА АНДРІЯ БАЛОГИ,Херсонська обласна організація партії - Єдиний Центр,Херсонська область,26473121,"Херсонська обл., м. Херсон, вул. Мозолевського Б., буд. 24","Херсонська обл., м. Херсон, вул. Мозолевського Б., буд. 24",
КОМАНДА АНДРІЯ БАЛОГИ,Харківська обласна організація Єдиного Центру,Харківська область,26488074,"Харківська обл., м. Харків, вул. Зернова, буд. 6","Харківська обл., м. Харків, вул. Зернова, буд. 6",
КОМАНДА АНДРІЯ БАЛОГИ,Трушківська сільська організація Білоцерківської районної організації Єдиного Центру,Київська область,36261652,"Київська обл., Білоцерківський р-н, вул. Набережна, буд. 103","Київська обл., Білоцерківський р-н, вул. Набережна, буд. 103",
КОМАНДА АНДРІЯ БАЛОГИ,Терезинська селищна організація Білоцерківської районної організації Єдиного Центру,Київська область,35964504,"Київська обл., Білоцерківський р-н, вул. Гагаріна, буд. 2","Київська обл., Білоцерківський р-н, вул. Гагаріна, буд. 2",
КОМАНДА АНДРІЯ БАЛОГИ,Тернопільська обласна організація Єдиного Центру,Тернопільська область,26428959,"Тернопільська обл., м. Тернопіль, просп. Бандери Степана, буд. 10","Тернопільська обл., м. Тернопіль, просп. Бандери Степана, буд. 10",
КОМАНДА АНДРІЯ БАЛОГИ,Тарасівська сільська організація Білоцерківської районної організації Єдиного Центру,Київська область,35964457,"Київська обл., Білоцерківський р-н, вул. Поповича, буд. 13","Київська обл., Білоцерківський р-н, вул. Поповича, буд. 13",
КОМАНДА АНДРІЯ БАЛОГИ,Сумська обласна організація Єдиного Центру,Сумська область,26440245,"Сумська обл., м. Суми, Незалежності майдан, 3","Сумська обл., м. Суми, Незалежності майдан, 3",
КОМАНДА АНДРІЯ БАЛОГИ,Розаліївська сільська організація Білоцерківської районної організації Єдиного Центру,Київська область,36261758,"Київська обл., Білоцерківський р-н, вул. Перемоги, буд. 59","Київська обл., Білоцерківський р-н, вул. Перемоги, буд. 59",
КОМАНДА АНДРІЯ БАЛОГИ,Рівненська обласна організація Єдиного Центру,Рівненська область,35953712,"Рівненська обл., м. Рівне, вул. Короленка, буд. 2","Рівненська обл., м. Рівне, вул. Короленка, буд. 2",
КОМАНДА АНДРІЯ БАЛОГИ,Погребищенська районна організація Єдиний Центр,Вінницька область,35322766,"Вінницька обл., Погребищенський р-н, вул. Рокитна, буд. 16","Вінницька обл., Погребищенський р-н, вул. Рокитна, буд. 16",
КОМАНДА АНДРІЯ БАЛОГИ,Полтавська обласна організація Єдиного Центру,Полтавська область,36120683,"Полтавська обл., м. Полтава, вул. Небесної Сотні, буд. 124","Полтавська обл., м. Полтава, вул. Небесної Сотні, буд. 124",
КОМАНДА АНДРІЯ БАЛОГИ,Піщанська сільська організація Білоцерківської районної організації Єдиного Центру,Київська область,36261669,"Київська обл., Білоцерківський р-н, вул. Вишнева, буд. 15","Київська обл., Білоцерківський р-н, вул. Вишнева, буд. 15",
КОМАНДА АНДРІЯ БАЛОГИ,Печенізька районна організація Єдиного Центру,Харківська область,36202467,"Харківська обл., Печенізький р-н, вул. Незалежності, буд. 40","Харківська обл., Печенізький р-н, вул. Незалежності, буд. 40",
КОМАНДА АНДРІЯ БАЛОГИ,Одеська обласна організація Єдиного Центру,Одеська область,26507110,"Одеська обл., м. Одеса, вул. Мала Арнаутська, буд. 43","Одеська обл., м. Одеса, вул. Мала Арнаутська, буд. 43",
КОМАНДА АНДРІЯ БАЛОГИ,Обухівська районна організація Єдиний Центр,Київська область,36890236,"Київська обл., Обухівський р-н, вул. Будівельників, буд. 3","Київська обл., Обухівський р-н, вул. Будівельників, буд. 3",
КОМАНДА АНДРІЯ БАЛОГИ,Малоантонівська сільська організація Білоцерківської районної організації Єдиного Центру,Київська область,36261627,"Київська обл., Білоцерківський р-н, вул. Козака Володимира, буд. 9","Київська обл., Білоцерківський р-н, вул. Козака Володимира, буд. 9",
КОМАНДА АНДРІЯ БАЛОГИ,Михайлівська сільська організація Білоцерківської районної організації Єдиного Центру,Київська область,35964483,"Київська обл., Білоцерківський р-н, вул. Московська, буд. 32","Київська обл., Білоцерківський р-н, вул. Московська, буд. 32",
КОМАНДА АНДРІЯ БАЛОГИ,Миколаївська обласна організація Єдиний Центр,Миколаївська область,26445202,"Миколаївська обл., м. Миколаїв, вул. Защука, буд. 34","Миколаївська обл., м. Миколаїв, вул. Защука, буд. 34",
КОМАНДА АНДРІЯ БАЛОГИ,Межовська сільська організація Білоцерківської районної організації Єдиного Центру,Київська область,36261721,"Київська обл., Білоцерківський р-н, вул. Гетьманська, буд. 3","Київська обл., Білоцерківський р-н, вул. Гетьманська, буд. 3",
КОМАНДА АНДРІЯ БАЛОГИ,Людвинівська сільська організація Білоцерківської районної організації Єдиного Центру,Київська область,36261590,"Київська обл., Білоцерківський р-н, вул. Незалежна, буд. 21А","Київська обл., Білоцерківський р-н, вул. Незалежна, буд. 21А",
КОМАНДА АНДРІЯ БАЛОГИ,Львівська обласна організація партії Єдиний Центр,Львівська область,26483800,"Львівська обл., м. Львів, просп. Чорновола В., буд. 63","Львівська обл., м. Львів, просп. Чорновола В., буд. 63",
КОМАНДА АНДРІЯ БАЛОГИ,Луганська обласна організація Єдиного Центру,Луганська область,26478325,"Луганська обл., м. Сєвєродонецьк, вул. Ломоносова, буд. 21","Луганська обл., м. Сєвєродонецьк, вул. Ломоносова, буд. 21",
КОМАНДА АНДРІЯ БАЛОГИ,Лозівська районна організація Єдиний Центр,Харківська область,36111506,"Харківська обл., м. Лозова, бульв. Шевченка, буд. 2","Харківська обл., м. Лозова, бульв. Шевченка, буд. 2",
КОМАНДА АНДРІЯ БАЛОГИ,Лозівська міська організація Єдиний Центр,Харківська область,36111471,"Харківська обл., м. Лозова, бульв. Шевченка, буд. 2","Харківська обл., м. Лозова, бульв. Шевченка, буд. 2",
