Вид нематеріального активу,Назва нематеріального активу,Місцезнаходження обʼєкта,Дата придбання,Вартість придбання,Наявність обтяжень,Дата відчуження,Вартість відчуження майна,Сума доходу (грн),Балансова вартість на кінець звітного періоду (грн),Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С: Підприємство 8,"м. Київ, вул. Турівська, буд. 15",2013-02-01,5760,обтяження відсутнє,,,,0,"Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2019
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С :Підприємство 8 (додаткове робоче місце),"м. Київ, вул. Турівська, буд. 13",2013-10-11,1440,обтяження відсутнє,,,,0,"Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2019
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С :Підприємство 8 (клієнт- банк),"м. Київ, вул. Турівська, буд. 13",2017-02-20,1560,обтяження відсутнє,,,,910,"Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2019
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С :Підприємство 8 (додаткове робоче місце),"м. Київ, вул. Турівська, буд. 13",2017-03-16,7332,обтяження відсутнє,,,,"4399,2","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""Батьківщина"" Свідоцтво серія ДП № 925",м. Дніпро,2002-03-05,0,обтяження відсутнє,,,,0,"Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",сайт,"м. Київ, вул. Турівська, буд. 15",2018-03-16,"1305,7",обтяження відсутнє,,,,"1218,68","Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен beauty.net.ua,,,,обтяження відсутнє,,,72,,"Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен tymoshenko-2019.соm.ua,,,,обтяження відсутнє,2020-04-30,,"58,5",,"Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен byut.com.ua,,,,обтяження відсутнє,2020-04-30,,"58,5",,"Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2019
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен bа.org.ua,,,,обтяження відсутнє,2020-04-30,,"103,35",,"Всеукраїнське обʼєднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2019
