Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
Блок Петра Порошенка "Солідарність",Центральний офіс,Україна,21715714,"м. Київ, вул. ЕЛЕКТРИКІВ, буд. 29А","м. Київ, вул. Лаврська, 16","ПАТ ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК"", місцезнаходження: 01015, м. Київ, вул. Лаврська, буд. 16, ідентифікаційний код 35810511, МФО 380582, Поточний рахунок № 26006020316815, Депозитний рахунок 26102010316815, Рахунок № 26007030316815"
Блок Петра Порошенка "Солідарність",Вінницька обласна організація,Вінницька область,39508645,"Вінницька обл., м. Вінниця, вул. ГАГАРІНА, буд. 4","м. Вінниця, вул. Соборна ,буд. 15, приміщення 16","ПАТ "" Міжнародний інвестиційний банк""м. КИЇВ код банку 380582 р/р 26003010318161"
Блок Петра Порошенка "Солідарність",Волинська обласна організація,Волинська область,39402400,"Волинська обл., м. Луцьк, вул. РІВНЕНСЬКА, буд. 42","м. Луцьк, вул. РІВНЕНСЬКА, буд. 42","Відділення № 02-03 ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА АКЦІОНЕРНИЙ БАНК ""ПІВДЕННИЙ"", місцезнаходження: 43020, м. Луцьк, вул. Рівненська, буд. 1а, ідентифікаційний код 20953647, МФО 328209, Рахунок № 26006010004725"
Блок Петра Порошенка "Солідарність",Дніпропетровська обласна організація,Дніпропетровська область,39795490,"м. Дніпро, вул. Січеславська Набережна (Набережна В.І.Леніна), буд. 39, приміщення 193","м. Дніпро, вул. Січеславська Набережна (Набережна В.І.Леніна), буд. 39, приміщення 193","Філія- Дніпропетровське обласне управління публічного акціонерного товариства ""Державний ощадний банк України"", місцезнаходження: 49044, м. Дніпропетровськ, вул. Клари Цеткін, буд. 9А, ідентифікаційний код 09305480, МФО 305482, Рахунок № 26005300484468"
Блок Петра Порошенка "Солідарність",Донецька обласна організація,Донецька область,39645186,"Донецька обл., м. Маріуполь, вул. ЛЬОТНА, буд. 20","Донецька обл., м. Краматорськ, вул. Ювілейна, буд. 24","Територіально відокремлене безбалансове відділення№ 10026/01 філії -Г оловного управління по м. Києву та Київській області публічного акціонерного товариства ""Державний ощадний банк України"", місцезнаходження: 03150, м. Київ, вул. Горького, буд. 105, ідентифікаційний код 09322277, МФО 322669, Рахунок № 26006300913474"
Блок Петра Порошенка "Солідарність",Житомирська обласна організація,Житомирська область,39682762,"Житомирська обл., м. Житомир, вул. Івана Сльоти, буд. 32/98","Житомирська обл., м. Житомир, вул. Івана Сльоти, буд. 32/98","відокремлене безбалансове відділення філії -Житомирське обласне управління публічного акціонерного товариства ""Державний ощадний банк України"", місцезнаходження: 10008, м. Житомир, вул. І. Франка, буд. 3, ідентифікаційний код 09311380, МФО 311647, Рахунок № 26000300890814"
Блок Петра Порошенка "Солідарність",Закарпатська обласна організація,Закарпатська область,39950317,"Закарпатська обл., м. Ужгород, вул. ПЕРЕМОГИ, буд. 1","Закарпатська обл., м. Ужгород, вул. ПЕРЕМОГИ, буд. 1","ПАТ ""Комерційний інвестиційний банк"", місцезнаходження:8 8000, м. Ужгород, вул. Ю. Г ойди, буд. 10, ідентифікаційний код 19355562, МФО 312248 Рахунок №26006015000808"
Блок Петра Порошенка "Солідарність",Запорізька обласна організація,Запорізька область,39434317,"Запорізька обл., м. Запоріжжя, просп. ЛЕНІНА, буд. 193, оф. 62","Запорізька обл., м. Запоріжжя, просп. Соборний, буд. 99, 45/46","Відділення №2 філії публічного акціонерного товариства ""Державний експортно-імпортний банк України"" в м. Запоріжжі, місцезнаходження: 69035, м. Запоріжжя, вул. 40 років Рад. України, буд. 51, ідентифікаційний код: 24905013, МФО 313979, Рахунок № 2600501759900"
Блок Петра Порошенка "Солідарність",Івано-Франківська обласна організація,Івано-Франківська область,39655372,"Івано-Франківська обл., м. Івано-Франківськ, вул. АКАДЕМІКА САХАРОВА, буд. 23","Івано-Франківська обл., м. Івано-Франківськ, вул. Шевченка, номер будинку 47","Відділення №493 публічного акціонерного товариства ""УкрСиббанк"", місцезнаходження: 76018, м. Івано-Франківськ, вул. Січових Стрільців, буд. 23, ідентифікаційний код 09807750, МФО 351005, Рахунок № 26007557484900"
Блок Петра Порошенка "Солідарність",Київська обласна організація,Київська область,39495516,"м. Київ, пров. БЕХТЕРЕВСЬКИЙ, буд. 4, ЛІТ.А","м. Київ, пров. БЕХТЕРЕВСЬКИЙ, буд. 4, ЛІТ.А","Територіально відокремлене безбалансове відділення №10026/0159 філії -Г оловного управління по м. Києву та Київській області публічного акціонерного товариства ""Державний ощадний банк України"", місцезнаходження: 04053, м. Київ, вул. Артема, буд. 32-38, ідентифікаційний код 09322277, МФО 322669, Рахунок № 26004300956820"
