Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83 Б, кв. 33",96.0,,23.03.2021,0.0,Власність,,,Фізична особа,ПРОПОЗИЦІЯ,2022-03-31,1,2022
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83 Б, кв. 33",96.0,,23.03.2021,0.0,Співвластність,,,Фізична особа,ПРОПОЗИЦІЯ,2022-03-31,1,2022
Нежитлова будівля,"Дніпропетровська обл., м. Дніпро, вул. Старокозацька, буд. 58",17.4,,01.01.2022,174000.0,Оренда,,,Юридична особа,ПРОПОЗИЦІЯ,2022-03-31,1,2022
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",4.5,,26.10.2021,45000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2022-03-31,1,2022
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",17.7,,01.01.2022,177000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2022-03-31,1,2022
нежитлове приміщення-офіс,"м. Кропивницький, Гоголя, буд. 84/61",25.0,,01.02.2021,0.0,безоплатне користування,,,Фізична особа,ПРОПОЗИЦІЯ,2022-03-31,1,2022
нежитлова будівля,"м. Київ, вул. Антоновича, б 44",11.9,,01.02.2022,471436.75,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2022-03-31,1,2022
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",106.1,,01.01.2022,1061000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2022-03-31,1,2022
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83Б, кв. 33",96.0,,23.03.2021,0,Власність,,,Фізична особа,ПРОПОЗИЦІЯ,2022-12-31,4,2022
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83Б, кв. 33",96.0,,23.03.2021,0,Співвластність,,,Фізична особа,ПРОПОЗИЦІЯ,2022-12-31,4,2022
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",17.4,,01.01.2022,174000,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2022-12-31,4,2022
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",4.5,,26.10.2021,45000,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2022-12-31,4,2022
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",17.7,,01.01.2022,177000,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2022-12-31,4,2022
нежитлове приміщення-офіс,"м. Кропивницький, Гоголя, буд. 84/61",25.0,,01.02.2021,0,безоплатне користування,,,Фізична особа,ПРОПОЗИЦІЯ,2022-12-31,4,2022
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83Б, кв. 33",96.0,,23.03.2021,0.0,Власність,,,Фізична особа,ПРОПОЗИЦІЯ,2022-09-30,3,2022
Квартира,"м. Кременчук, пров. Героїв Бреста, буд. 83Б, кв. 33",96.0,,23.03.2021,0.0,Співвластність,,,Фізична особа,ПРОПОЗИЦІЯ,2022-09-30,3,2022
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",17.4,,01.01.2022,174000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2022-09-30,3,2022
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",4.5,,26.10.2021,45000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2022-09-30,3,2022
нежитлова будівля,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58",17.7,,01.01.2022,177000.0,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2022-09-30,3,2022
нежитлове приміщення-офіс,"м. Кропивницький, Гоголя, буд. 84/61",25.0,,01.02.2021,0.0,безоплатне користування,,,Фізична особа,ПРОПОЗИЦІЯ,2022-09-30,3,2022
нежитлова будівля,"м. Київ, вул. Антоновича, б 44",11.9,,01.02.2022,471436.75,оренда нежитлового приміщення,,,Юридична особа,ПРОПОЗИЦІЯ,2022-09-30,3,2022
