Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ХМЕЛЬНИЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,Хмельницька область,21334768,"Хмельницька обл., м. Хмельницький, вул. Зарічанська, буд. 40","Хмельницька обл., м. Хмельницький, вул. Зарічанська, буд. 40",
МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ХЕРСОНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,Херсонська область,26347729,"Херсонська обл., м. Херсон, просп. 200-річчя Херсона, буд. 30","Херсонська обл., м. Херсон, просп. 200-річчя Херсона, буд. 30",
МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,КИЇВСЬКА МІСЬКА ПАРТІЙНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,київ,26519432,"м. київ, Соломʼянський, вул. Липківського Василя Митрополита, буд. 37А","м. київ, Соломʼянський, вул. Липківського Василя Митрополита, буд. 37А",
МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,Харківська область,26203137,"Харківська обл., м. Харків, вул. Жон Мироносиць, буд. 13","Харківська обл., м. Харків, вул. Жон Мироносиць, буд. 13",
МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ЛУГАНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,Луганська область,37178556,"Луганська обл., м. Сєвєродонецьк, просп. Гвардійський, буд. 41","Луганська обл., м. Сєвєродонецьк, просп. Гвардійський, буд. 41",
МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ДОНЕЦЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,Донецька область,37050743,"Донецька обл., м. Покровськ, вул. Центральна, буд. 138","Донецька обл., м. Покровськ, вул. Центральна, буд. 138","ФДОНЕЦЬКЕ ОБЛАСНЕ УП АТ ОЩАД м. КРАМАТОР, ЄДРПОУ: 09334702, р/р № UA723351060000026005300744919"
МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ЧОРНОМОРСЬКА МІСЬКА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,Одеська область,40024493,"Одеська обл., м. Чорноморськ, пров. Олександрійський, буд. 3","Одеська обл., м. Чорноморськ, пров. Олександрійський, буд. 3",
МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ЗАПОРІЗЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,Запорізька область,25766832,"Запорізька обл., м. Запоріжжя, вул. Авраменка, буд. 14","Запорізька обл., м. Запоріжжя, вул. Авраменка, буд. 14",
МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ЖИТОМИРСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,Житомирська область,37221124,"Житомирська обл., м. Житомир, вул. Київська, буд. 3","Житомирська обл., м. Житомир, вул. Київська, буд. 3",
МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ЧЕРНІГІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,Чернігівська область,26543962,"Чернігівська обл., Корюківський р-н, вул. Пушкіна, буд. 37","Чернігівська обл., Корюківський р-н, вул. Пушкіна, буд. 37",
МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ОДЕСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,Одеська область,37279739,"Одеська обл., м. Одеса, Ольгіївський узвіз, 8","Одеська обл., м. Одеса, Ольгіївський узвіз, 8",
МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ЗАКАРПАТСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,Закарпатська область,26325691,"Закарпатська обл., м. Ужгород, вул. 8 Березня, буд. 24","Закарпатська обл., м. Ужгород, вул. 8 Березня, буд. 24",
МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,Центральний офіс,Одеська область,21709748,"Одеська обл., м. Одеса, бульв. Приморський, буд. 9","Одеська обл., м. Одеса, бульв. Приморський, буд. 9","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA973052990000026009016224700"
