Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
СИЛА ЄДНОСТІ,Полтавська обласна організація,Полтавська область,44195617,"Полтавська обл., Полтавський р-н, вул. Покровська, буд. 25","Полтавська обл., Полтавський р-н, вул. Покровська, буд. 25",
СИЛА ЄДНОСТІ,ЧЕРНІГІВСЬКА ОБЛАСНА організація,Чернігівська область,44223167,"Чернігівська обл., м. Чернігів, вул. Малясова, буд. 45","Чернігівська обл., м. Чернігів, вул. Малясова, буд. 45",
СИЛА ЄДНОСТІ,ХАРКІВСЬКА ОБЛАСНА організація,Харківська область,44398213,"Харківська обл., Ізюмський р-н, вул. Виноградна, буд. 9","Харківська обл., Ізюмський р-н, вул. Виноградна, буд. 9",
СИЛА ЄДНОСТІ,СУМСЬКА ОБЛАСНА організація,Сумська область,44195664,"Сумська обл., м. Суми, вул. Кондратьєва Герасима, буд. 134","Сумська обл., м. Суми, вул. Кондратьєва Герасима, буд. 134",
СИЛА ЄДНОСТІ,Херсонська обласна організація,Херсонська область,44247015,"Херсонська обл., м. Херсон, вул. Дорошенка Гетьмана, буд. 21","Херсонська обл., м. Херсон, вул. Дорошенка Гетьмана, буд. 21",
СИЛА ЄДНОСТІ,ОДЕСЬКА ОБЛАСНА організація,Одеська область,44392060,"Одеська обл., м. Одеса, вул. Чорновола Вʼячеслава, буд. 4","Одеська обл., м. Одеса, вул. Чорновола Вʼячеслава, буд. 4",
СИЛА ЄДНОСТІ,ВІННИЦЬКА ОБЛАСНА організація,Вінницька область,44181625,"Вінницька обл., Тульчинський р-н, вул. Нова, буд. 1","Вінницька обл., Тульчинський р-н, вул. Нова, буд. 1",
СИЛА ЄДНОСТІ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,Івано-франківська область,44297857,"Івано-франківська обл., Івано-Франківський р-н, вул. Стуса В., буд. 14","Івано-франківська обл., Івано-Франківський р-н, вул. Стуса В., буд. 14",
СИЛА ЄДНОСТІ,КИЇВСЬКА ОБЛАСНА організація,Київська область,44396373,"Київська обл., Бучанський р-н, вул. Ювілейна, буд. 30","Київська обл., Бучанський р-н, вул. Ювілейна, буд. 30",
СИЛА ЄДНОСТІ,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,Дніпропетровська область,44273914,"Дніпропетровська обл., м. Дніпро, вул. Підгірна (Самарський р-н, ), 76А","Дніпропетровська обл., м. Дніпро, вул. Підгірна (Самарський р-н, ), 76А",
СИЛА ЄДНОСТІ,ДОНЕЦЬКА ОБЛАСНА організація,Донецька область,44236993,"Донецька обл., Краматорський р-н, вул. Ювілейна, буд. 29","Донецька обл., Краматорський р-н, вул. Ювілейна, буд. 29",
СИЛА ЄДНОСТІ,ЖИТОМИРСЬКА ОБЛАСНА організація,Житомирська область,44213866,"Житомирська обл., Коростенський р-н, вул. Космонавтів, буд. 40","Житомирська обл., Коростенський р-н, вул. Космонавтів, буд. 40",
СИЛА ЄДНОСТІ,ЛЬВІВСЬКА ОБЛАСНА організація,Львівська область,44173064,"Львівська обл., м. Львів, вул. Величковського І., буд. 16","Львівська обл., м. Львів, вул. Величковського І., буд. 16",
СИЛА ЄДНОСТІ,ЧЕРКАСЬКА ОБЛАСНА організація,Черкаська область,44188271,"Черкаська обл., Черкаський р-н, вул. Шкільна, буд. 10","Черкаська обл., Черкаський р-н, вул. Шкільна, буд. 10",
СИЛА ЄДНОСТІ,КІРОВОГРАДСЬКА ОБЛАСНА організація,Кіровоградська область,44252457,"Кіровоградська обл., Голованівський р-н, вул. Центральна, буд. 38","Кіровоградська обл., Голованівський р-н, вул. Центральна, буд. 38",
СИЛА ЄДНОСТІ,МИКОЛАЇВСЬКА ОБЛАСНА організація,Миколаївська область,44319833,"Миколаївська обл., м. Миколаїв, Одеське шосе, 78","Миколаївська обл., м. Миколаїв, Одеське шосе, 78",
СИЛА ЄДНОСТІ,ЛУГАНСЬКА ОБЛАСНА організація,Луганська область,44308727,"Луганська обл., Сєвєродонецький р-н, вул. Кронштадтська, буд. 22","Луганська обл., Сєвєродонецький р-н, вул. Кронштадтська, буд. 22",
СИЛА ЄДНОСТІ,ЗАПОРІЗЬКА ОБЛАСНА організація,Запорізька область,44325344,"Запорізька обл., Запорізький р-н, вул. Каменотерсянська, буд. 2","Запорізька обл., Запорізький р-н, вул. Каменотерсянська, буд. 2",
СИЛА ЄДНОСТІ,Центральний офіс,Дніпропетровська область,43947242,"Дніпропетровська обл., м. Дніпро, пров. Пушкіна, буд. 11","Дніпропетровська обл., м. Дніпро, пров. Пушкіна, буд. 11","АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦIЙНИЙ БАНК ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA323052990000026000050548559; АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦIЙНИЙ БАНК ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA383052990000035708050566318"
