Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
УКРАЇНА - ВПЕРЕД!,Павлоградська міська організація Української соціал-демократичної партії,Дніпропетровська область,33796216,"Дніпропетровська обл., м. Павлоград, вул. Гагаріна, буд. 17","Дніпропетровська обл., м. Павлоград, вул. Гагаріна, буд. 17",
УКРАЇНА - ВПЕРЕД!,Пʼятихатська міська організація Української соціал-демократичної партії,Дніпропетровська область,33932135,"Дніпропетровська обл., Пʼятихатський р-н, вул. Київська, буд. 119","Дніпропетровська обл., Пʼятихатський р-н, вул. Київська, буд. 119",
УКРАЇНА - ВПЕРЕД!,Києво-Святошинська районна організація Української соціал-демократичної партії,Київська область,36449294,"Київська обл., Києво-Святошинський р-н, вул. Незалежності, буд. 15А","Київська обл., Києво-Святошинський р-н, вул. Незалежності, буд. 15А",
УКРАЇНА - ВПЕРЕД!,Одеська обласна організація,Одеська область,21028066,"Одеська обл., м. Одеса, Фонтанська дорога, 11","Одеська обл., м. Одеса, Фонтанська дорога, 11",
УКРАЇНА - ВПЕРЕД!,Близнюківська районна організація Української соціал-демократичної партії,Харківська область,32656385,"Харківська обл., Близнюківський р-н, вул. Складнєвої Віри, буд. 5","Харківська обл., Близнюківський р-н, вул. Складнєвої Віри, буд. 5",
УКРАЇНА - ВПЕРЕД!,Віньковецька районна організація Української соціал-демократичної партії,Хмельницька область,33483057,"Хмельницька обл., Віньковецький р-н, вул. Гагаріна, буд. 2","Хмельницька обл., Віньковецький р-н, вул. Гагаріна, буд. 2",
УКРАЇНА - ВПЕРЕД!,Калуська міська партійна організація Української соціал-демократичної партії,Івано-франківська область,36894648,"Івано-франківська обл., м. Калуш, вул. Грушевського, буд. 25","Івано-франківська обл., м. Калуш, вул. Грушевського, буд. 25",
УКРАЇНА - ВПЕРЕД!,Житомирська міська організація,Житомирська область,34855282,"Житомирська обл., м. Житомир, вул. Пушкінська, буд. 8","Житомирська обл., м. Житомир, вул. Пушкінська, буд. 8",
УКРАЇНА - ВПЕРЕД!,Алуштинська міська організація Української соціал-демократичної партії,Автономна республіка крим,33955393,"Автономна республіка крим, м. Алушта, вул. Ялтинська, буд. 9","Автономна республіка крим, м. Алушта, вул. Ялтинська, буд. 9",
УКРАЇНА - ВПЕРЕД!,Алупкінська міська організація Української соціал-демократичної партії,Автономна республіка крим,36932562,"Автономна республіка крим, м. Алупка, вул. Ялтинська, буд. 20","Автономна республіка крим, м. Алупка, вул. Ялтинська, буд. 20",
УКРАЇНА - ВПЕРЕД!,Сакська міська організація Української соціал-демократичної партії,Автономна республіка крим,33905619,"Автономна республіка крим, м. Саки, вул. Заводська, буд. 89Б","Автономна республіка крим, м. Саки, вул. Заводська, буд. 89Б",
УКРАЇНА - ВПЕРЕД!,Барська районна організація Української соціал-демократичної партії,Вінницька область,34918656,"Вінницька обл., Барський р-н, вул. Новолинника Є., буд. 36","Вінницька обл., Барський р-н, вул. Новолинника Є., буд. 36",
УКРАЇНА - ВПЕРЕД!,Вінницька міська організація,Вінницька область,35599990,"Вінницька обл., м. Вінниця, вул. Соборна, буд. 98","Вінницька обл., м. Вінниця, вул. Соборна, буд. 98",
УКРАЇНА - ВПЕРЕД!,Іллінецька районна організація,Вінницька область,35830955,"Вінницька обл., Іллінецький р-н, вул. Європейська, буд. 59","Вінницька обл., Іллінецький р-н, вул. Європейська, буд. 59",
УКРАЇНА - ВПЕРЕД!,Козятинська міська організація Української соціал-демократичної партії,Вінницька область,35526477,"Вінницька обл., м. Козятин, вул. Катукова, буд. 39","Вінницька обл., м. Козятин, вул. Катукова, буд. 39",
УКРАЇНА - ВПЕРЕД!,Літинська районна організація Української соціал-демократичної партії,Вінницька область,37220230,"Вінницька обл., Літинський р-н, вул. Соборна, буд. 6","Вінницька обл., Літинський р-н, вул. Соборна, буд. 6",
УКРАЇНА - ВПЕРЕД!,Тиврівська районна організація Української соціал-демократичної партії,Вінницька область,35212584,"Вінницька обл., Тиврівський р-н, вул. Шевченка, буд. 59","Вінницька обл., Тиврівський р-н, вул. Шевченка, буд. 59",
УКРАЇНА - ВПЕРЕД!,Шаргородська районна організація Української соціал-демократичної партії,Вінницька область,35490509,"Вінницька обл., Шаргородський р-н, вул. Українська, буд. 15","Вінницька обл., Шаргородський р-н, вул. Українська, буд. 15",
УКРАЇНА - ВПЕРЕД!,Дніпропетровська обласна організація,Дніпропетровська область,26051070,"Дніпропетровська обл., м. Кривий Ріг, вул. Головка Адмірала, буд. 11","Дніпропетровська обл., м. Кривий Ріг, вул. Головка Адмірала, буд. 11",
УКРАЇНА - ВПЕРЕД!,Ємільчинська районна організація Української соціал-демократичної партії,Житомирська область,34547166,"Житомирська обл., Ємільчинський р-н, пров. Першотравневий, буд. 4","Житомирська обл., Ємільчинський р-н, пров. Першотравневий, буд. 4",
УКРАЇНА - ВПЕРЕД!,Саксаганська районна організація Української соціал-демократичної партії м.Кривого Рогу,Дніпропетровська область,26462063,"Дніпропетровська обл., м. Кривий Ріг, вул. Десантна, буд. 7","Дніпропетровська обл., м. Кривий Ріг, вул. Десантна, буд. 7",
УКРАЇНА - ВПЕРЕД!,Криворізька районна організація Української соціал-демократичної партії,Дніпропетровська область,26462100,"Дніпропетровська обл., Криворізький р-н, вул. Садова, буд. 22","Дніпропетровська обл., Криворізький р-н, вул. Садова, буд. 22",
