Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Дніпропетровська обласна організація Партії ветеранів Афганістану,Дніпропетровська область,38300793,"Дніпропетровська обл., м. Дніпро, просп. Поля Олександра, буд. 2","Дніпропетровська обл., м. Дніпро, просп. Поля Олександра, буд. 2",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Марганецька міська організація Партії ветеранів Афганістану,Дніпропетровська область,39206637,"Дніпропетровська обл., м. Марганець, вул. Соборна, буд. 13","Дніпропетровська обл., м. Марганець, вул. Соборна, буд. 13",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Житомирська обласна організація Партії ветеранів Афганістану,Житомирська область,38267154,"Житомирська обл., м. Житомир, просп. Незалежності, буд. 100","Житомирська обл., м. Житомир, просп. Незалежності, буд. 100",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Житомирська міська організація Партії ветеранів Афганістану,Житомирська область,38329990,"Житомирська обл., м. Житомир, вул. Покровська, буд. 4","Житомирська обл., м. Житомир, вул. Покровська, буд. 4",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Запорізька міська організація Партії ветеранів Афганістану,Запорізька область,26122628,"Запорізька обл., м. Запоріжжя, бульв. Центральний, буд. 25","Запорізька обл., м. Запоріжжя, бульв. Центральний, буд. 25",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Запорізька обласна організація Партії ветеранів Афганістану,Запорізька область,26073568,"Запорізька обл., м. Запоріжжя, вул. Чумаченка, буд. 25А","Запорізька обл., м. Запоріжжя, вул. Чумаченка, буд. 25А",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Фастівська міськрайонна партійна організація Партії ветеранів,Київська область,38036824,"Київська обл., м. Фастів, вул. Соборна, буд. 54","Київська обл., м. Фастів, вул. Соборна, буд. 54",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Славутицька міська організація Партії ветеранів Афганістану,Київська область,38755897,"Київська обл., м. Славутич, Бакинський квартал, 6","Київська обл., м. Славутич, Бакинський квартал, 6",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Львівська обласна організація Партії ветеранів,Львівська область,38665751,"Львівська обл., м. Львів, вул. Чупринки Т. генерала, буд. 61","Львівська обл., м. Львів, вул. Чупринки Т. генерала, буд. 61",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Одеська обласна організація Партії ветеранов Афганистану,Одеська область,39166013,"Одеська обл., м. Одеса, вул. Пастера, буд. 36","Одеська обл., м. Одеса, вул. Пастера, буд. 36",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Котовська міська організація Партії ветеранів Афганістану,Одеська область,37173846,"Одеська обл., м. Подільськ, вул. Успенська, буд. 21 а","Одеська обл., м. Подільськ, вул. Успенська, буд. 21 а",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Ширяївська районна організація Партії ветеранів Афганістану,Одеська область,38477040,"Одеська обл., Ширяївський р-н, вул. Коробченка, буд. 12","Одеська обл., Ширяївський р-н, вул. Коробченка, буд. 12",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Южненська міська організація Партії ветеранів Афганістану,Одеська область,38556530,"Одеська обл., м. Южне, просп. Миру, буд. 26","Одеська обл., м. Южне, просп. Миру, буд. 26",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Рівненська обласна організація Партії ветеранів Афганістану,Рівненська область,26151156,"Рівненська обл., м. Рівне, вул. Хвильового м. ., буд. 29","Рівненська обл., м. Рівне, вул. Хвильового м. ., буд. 29",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Дубенська міська організація Партії ветеранів Афганістану,Рівненська область,38719906,"Рівненська обл., м. Дубно, вул. Марка Вовчка, буд. 12","Рівненська обл., м. Дубно, вул. Марка Вовчка, буд. 12",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Сумська обласна організація Партії ветеранів Афганістану,Сумська область,38136234,"Сумська обл., м. Суми, вул. Аніщенка Олександра, буд. 2","Сумська обл., м. Суми, вул. Аніщенка Олександра, буд. 2",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Білопілська районна організація Партії ветеранів Афганістану,Сумська область,38725464,"Сумська обл., Білопільський р-н, вул. Старопутивльська, буд. 39","Сумська обл., Білопільський р-н, вул. Старопутивльська, буд. 39",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Недригайлівська районна організація Партії ветеранів Афганістану,Сумська область,38739608,"Сумська обл., Недригайлівський р-н, вул. Щебетунів, буд. 7","Сумська обл., Недригайлівський р-н, вул. Щебетунів, буд. 7",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Лебединська районна організація Партії ветеранів Афганістану,Сумська область,39398300,"Сумська обл., м. Лебедин, вул. Героїв Майдану, буд. 12","Сумська обл., м. Лебедин, вул. Героїв Майдану, буд. 12",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Великописарівська районна організація Партії ветеранів Афганістану,Сумська область,38043574,"Сумська обл., Недригайлівський р-н, вул. Щебетунів, буд. 7","Сумська обл., Недригайлівський р-н, вул. Щебетунів, буд. 7",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Середино-Будська районна організація Партії ветеранів Афганістану,Сумська область,38602597,"Сумська обл., Середино-Будський р-н, вул. Троїцька, буд. 26","Сумська обл., Середино-Будський р-н, вул. Троїцька, буд. 26",
ПАРТІЯ ВЕТЕРАНІВ АФГАНІСТАНУ,Сумська районна організація Партії ветеранів Афганістану,Сумська область,39377385,"Сумська обл., Сумський р-н, вул. Степанівська, буд. 92","Сумська обл., Сумський р-н, вул. Степанівська, буд. 92",
