Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,АРБУЗИНСЬКА РАЙОННА організація,Миколаївська область,34799637,"Миколаївська обл., Первомайський р-н, вул. Шевченка, буд. 208","Миколаївська обл., Первомайський р-н, вул. Шевченка, буд. 208",
ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,БЕРЕЗІВСЬКА РАЙОННА організація,Одеська область,34712671,"Одеська обл., Березівський р-н, вул. Набережна, буд. 8","Одеська обл., Березівський р-н, вул. Набережна, буд. 8",
ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,БЕРЕЗНЕГУВАТСЬКА РАЙОННА організація,Миколаївська область,34515443,"Миколаївська обл., Баштанський р-н, вул. 1 Травня, буд. 96","Миколаївська обл., Баштанський р-н, вул. 1 Травня, буд. 96",
ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,БІЛГОРОД-ДНІСТРОВСЬКА РАЙОННА організація,Одеська область,34611917,"Одеська обл., Білгород-Дністровський р-н, вул. Зелена, буд. 22","Одеська обл., Білгород-Дністровський р-н, вул. Зелена, буд. 22",
ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,БІЛЯЇВСЬКА РАЙОННА організація,Одеська область,34890217,"Одеська обл., Одеський р-н, nan, 10","Одеська обл., Одеський р-н, nan, 10",
ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,БОГОДУХІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ ЄВРОПЕЙСЬКОЇ ПАРТІЇ УКРАЇНИ,Харківська область,34970790,"Харківська обл., Богодухівський р-н, вул. Первухінська, буд. 37","Харківська обл., Богодухівський р-н, вул. Первухінська, буд. 37",
ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,БОЛГРАДСЬКА РАЙОННА організація,Одеська область,34559957,"Одеська обл., Болградський р-н, вул. Паризької Комуни, буд. 34","Одеська обл., Болградський р-н, вул. Паризької Комуни, буд. 34",
ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,БРОВАРСЬКА РАЙОННА організація,Київська область,34837310,"Київська обл., Броварський р-н, вул. Шевченка, буд. 6","Київська обл., Броварський р-н, вул. Шевченка, буд. 6",
ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,БУСЬКА РАЙОННА ОРГАНІЗАЦІЯ ЛЬВІВСЬКОЇ ОБЛАСТІ ПОЛІТИЧНОЇ ПАРТІЇ ЕВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,Львівська область,35313904,"Львівська обл., Золочівський р-н, nan","Львівська обл., Золочівський р-н, nan",
ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,ВИЖНИЦЬКА РАЙОННА організація,Чернівецька область,34831518,"Чернівецька обл., Вижницький р-н, вул. Соборна, буд. 11","Чернівецька обл., Вижницький р-н, вул. Соборна, буд. 11",
