"Партія","Місцева організація","Географічний обʼєкт","Ідентифікаційний код юридичної особи за ЄДРПОУ","Місцезнаходження","Фактичне місцезнаходження","Реквізити банків, у яких відкрито рахунки"
"Слуга народу","Івано-Франківська обласна організація","Івано-Франківська область","43669941","Івано-Франківська обл., м. Івано-Франківськ, вул. Галицька, буд. № 41, оф. 5","Івано-Франківська обл., м. Івано-Франківськ, вул. Галицька, буд. № 41, оф. 5","АТ ""Укрексімбанк"", МФО:322313, поточний рахунок UA793223130000026006000044766, АТ ""Укрексімбанк"", МФО:322313, зарплатний рахунок UA423223130000029243000110944,"
"Слуга народу","Волинська обласна організація","Волинська область","43691034","Волиньська обл., м. Луцьк, вул. Набережна, буд. № 4А, оф. 144","Волиньська обл., м. Луцьк, вул. Набережна, буд. № 4А, оф. 144","АТ ""Укрексімбанк"", МФО:322313, поточний рахунок UA273223130000026006000044926, АТ ""Укрексімбанк"", МФО:322313 зарплатний рахунок UA883223130000002924600018471"
"Слуга народу","Вінницька обласна організація","Вінницька область","43655957","Вінницька обл., м. Вінниця, вул. Магістратська, буд. № 156, корпус А","Вінницька обл., м. Вінниця, вул. Магістратська, буд. № 156, корпус А","АТ ""Укрексімбанк"", МФО: 322313, поточний рахунок UA703223130000026009000044826, АТ ""Укрексімбанк"", МФО: 322313, зарплатний рахунок UA923223130000002924700017154"
"Слуга народу","Хмельницька обласна організація","Хмельницька область","43675248","Хмельницька обл., м. Хмельницький, вул. Проскурівського Підпілля, буд. № 63","Хмельницька обл., м. Хмельницький, вул. Проскурівського Підпілля, буд. № 63","АТ ""Укрексімбанк"", МФО: 322313, поточний рахунок UA663223130000026002000044845, АТ ""Укрексімбанк"", МФО: 322313, зарплатний рахунок UA373223130000002924200017191"
"Слуга народу","Чернівецька обласна організація","Чернівецька область","43671311","Чернівецька обл., м. Чернівці, вул. Руська, буд. № 1А, оф. 301","Чернівецька обл., м. Чернівці, вул. Руська, буд. № 1А, оф. 301","АТ ""Укрексімбанк"", МФО: 322313, поточний рахунок UA763223130000026009000044718, АТ ""Укрексімбанк"", МФО: 322313, зарплатний рахунок UA943223130000029244000110750"
"Слуга народу","Чернігівська обласна організація","Чернігівська область","43663117","Чернігівська обл., м. Чернігів, пр-т Перемоги, буд. № 95Б, оф. 503","Чернігівська обл., м. Чернігів, пр-т Перемоги, буд. № 95Б, оф. 503","АТ ""Укрексімбанк"", МФО: 322313, поточний рахунок UA903223130000026000000044966"
"Слуга народу","Харківська обласна організація","Харківська область","43660231","Харківська обл., м. Харків, вул. Суздальські ряди, буд. № 12","Харківська обл., м. Харків, вул. Суздальські ряди, буд. № 12","АТ ""Укрексімбанк"", МФО: 322313, поточний рахунок UA973223130000026007000044602"
"Слуга народу","Сумська обласна організація","Сумська область","43678249","Сумська обл., м. Суми, вул. Гагаріна, буд. № 9, оф. 241/242","Сумська обл., м. Суми, вул. Гагаріна, буд. № 9, оф. 241/242","АТ ""Укрексімбанк"", МФО: 322323, поточний рахунок UA783223130000026001000044954, АТ ""Укрексімбанк"", МФО: 322313, зарплатний рахунок UA973223130000002924700018616"
"Слуга народу","Житомирська обласна організація","Житомирська область","43671044","Житомирська обл., м. Житомир, вул. Велика Бердичівська, буд. № 30","Житомирська обл., м. Житомир, вул. Велика Бердичівська, буд. № 30","АТ ""Укрексімбанк"", МФО: 322313, поточний рахунок UA073223130000026009000044990"
"Слуга народу","Рівненська обласна організація","Рівненська область","43655001","Рівненська обл., м. Рівне, вул. 16-го Липня, буд. № 42","Рівненська обл., м. Рівне, вул. 16-го Липня, буд. № 42","АТ ""Укрексімбанк"", МФО: 322313, поточний рахунок UA483223130000026004000044713, АТ ""Укрексімбанк"", МФО: 322313, зарплатний рахунок UA453223130000029243000210703"
