Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,КРИМСЬКА РЕСПУБЛІКАНСЬКА організація,Херсонська область,36973415,"Херсонська обл., м. Херсон, вул. Суворова, буд. 34","Херсонська обл., м. Херсон, вул. Суворова, буд. 34","АТ КБ «ПРИВАТБАНК», ЄДРПОУ: 14360570, р/р № UA063052990000026009006812779"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ДОНЕЦЬКА ОБЛАСНА організація,Донецька область,38144617,"Донецька обл., м. Авдіївка, вул. Ольги Княгині, буд. 22","Донецька обл., м. Авдіївка, вул. Ольги Княгині, буд. 22","АТ КБ «ПРИВАТБАНК», ЄДРПОУ: 14360570, р/р № UA433052990000026000006800779"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,СЕВАСТОПОЛЬСЬКА МІСЬКА організація,Херсонська область,36932096,"Херсонська обл., м. Херсон, вул. Суворова, буд. 37","Херсонська обл., м. Херсон, вул. Суворова, буд. 37","АТ КБ ""ПРИВАТБАНК"" , ЄДРПОУ: 14360570, р/р № UA653052990000026000016803120"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЛУГАНСЬКА ОБЛАСНА організація,Луганська область,37456246,"Луганська обл., м. Луганськ, вул. Цемєнтная 1, буд. 1С","Луганська обл., м. Луганськ, вул. Цемєнтная 1, буд. 1С","Акціонерне товариство «ПУМБ», ЄДРПОУ: 14282829, р/р № UA593348510000000002600527935"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,МИКОЛАЇВСЬКА ОБЛАСНА організація,Миколаївська область,36955286,"Миколаївська обл., м. Миколаїв, вул. Нікольська, буд. 53","Миколаївська обл., м. Миколаїв, вул. Нікольська, буд. 53","КОМЕРЦIЙНИЙ БАНК ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA153266100000026009053214224; КОМЕРЦIЙНИЙ БАНК ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA443266100000035706053222243"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,Дніпропетровська область,36934004,"Дніпропетровська обл., м. Дніпро, просп. Яворницького Дмитра, буд. 3","Дніпропетровська обл., м. Дніпро, просп. Яворницького Дмитра, буд. 3","АТ КБ ПРИВАТБАНК, ЄДРПОУ: 14360570, р/р № UA833052990000026002050294403; АБ УКРГАЗБАНК, ЄДРПОУ: 23667280, р/р № UA223204780000026001924918031"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ХАРКІВСЬКА ОБЛАСНА організація,Харківська область,36986801,"Харківська обл., м. Харків, вул. Клочківська, буд. 174","Харківська обл., м. Харків, вул. Клочківська, буд. 174","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA103515330000026000052222703"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ХЕРСОНСЬКА ОБЛАСНА організація,Херсонська область,36944646,"Херсонська обл., м. Херсон, вул. Суворова, буд. 37","Херсонська обл., м. Херсон, вул. Суворова, буд. 37","Херсонське обласне управління АТ ""Ощадбанк"", ТВБВ 10021/01, ЄДРПОУ: 02766367, р/р № UA513524570000026004300308841"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЧЕРКАСЬКА ОБЛАСНА організація,Черкаська область,42626273,"Черкаська обл., м. Черкаси, вул. Бородіна, буд. 24","Черкаська обл., м. Черкаси, вул. Бородіна, буд. 24","АТ КБ «ПРИВАТБАНК», ЄДРПОУ: 14360570, р/р № UA853052990000026007031603267"
УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЖИТОМИРСЬКА ОБЛАСНА організація,Житомирська область,36894166,"Житомирська обл., м. Житомир, вул. Басейна, буд. 2А","Житомирська обл., м. Житомир, вул. Басейна, буд. 2А","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA463052990000026003016807628"
