Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
НАРОДНОЇ ДОВІРИ,БОГОРОДЧАНСЬКА РАЙОННА організація,Івано-франківська обл.,33909059,"Івано-франківська обл.,  Івано-Франківський р-н, вул. Шевченка, 7","Івано-франківська обл.,  Івано-Франківський р-н, вул. Шевченка, 7",
НАРОДНОЇ ДОВІРИ,ПОЛТАВСЬКА ОБЛАСНА організація,Полтавська обл.,26003059,"Полтавська обл., м. Полтава, пров. Спортивний, 15","Полтавська обл., м. Полтава, пров. Спортивний, 15",
НАРОДНОЇ ДОВІРИ,КИЇВСЬКА МІСЬКА організація,М.київ,37268838,"М.київ,  Святошинський, вул. Чапаєва (Святошинський р-н), 2/16","М.київ,  Святошинський, вул. Чапаєва (Святошинський р-н), 2/16",
НАРОДНОЇ ДОВІРИ,ЕНЕРГОДАРСЬКА МІСЬКА організація В ЗАПОРІЗЬКІЙ ОБЛАСТІ /,Запорізька обл.,36943800,"Запорізька обл.,  Василівський р-н, вул. Воїнів-Інтернаціоналістів, 18","Запорізька обл.,  Василівський р-н, вул. Воїнів-Інтернаціоналістів, 18",
НАРОДНОЇ ДОВІРИ,МИКОЛАЇВСЬКА ОБЛАСНА організація,Миколаївська обл.,37279242,"Миколаївська обл., м. Миколаїв, вул. Бузника, 8/2","Миколаївська обл., м. Миколаїв, вул. Бузника, 8/2",
НАРОДНОЇ ДОВІРИ,ЧЕРКАСЬКА ОБЛАСНА організація,Черкаська обл.,36861036,"Черкаська обл., м. Черкаси, вул. Абрикосова, 18","Черкаська обл., м. Черкаси, вул. Абрикосова, 18",
НАРОДНОЇ ДОВІРИ,СТАРОМІСЬКА РАЙОННА організація В МІСТІ ВІННИЦЯ /,Вінницька обл.,34716152,"Вінницька обл.,  Вінницький р-н, вул. Острозького, 1","Вінницька обл.,  Вінницький р-н, вул. Острозького, 1",
НАРОДНОЇ ДОВІРИ,ЗАМОСТЯНСЬКА РАЙОННА організація В МІСТІ ВІННИЦЯ /,Вінницька обл.,34714752,"Вінницька обл.,  Вінницький р-н, вул. Пирогова, 3","Вінницька обл.,  Вінницький р-н, вул. Пирогова, 3",
НАРОДНОЇ ДОВІРИ,ЛЕНІНСЬКА РАЙОННА організація В МІСТІ ВІННИЦЯ /,Вінницька обл.,34716189,"Вінницька обл.,  Вінницький р-н, вул. Стельмаха, 11","Вінницька обл.,  Вінницький р-н, вул. Стельмаха, 11",
НАРОДНОЇ ДОВІРИ,ВІННИЦЬКА ОБЛАСНА організація,Вінницька обл.,34983107,"Вінницька обл.,  Вінницький р-н, пров. Лермонтова, 9а","Вінницька обл.,  Вінницький р-н, пров. Лермонтова, 9а",
НАРОДНОЇ ДОВІРИ,КРИМСЬКА РЕСПУБЛІКАНСЬКА організація,Автономна республіка крим,26485621,"Автономна республіка крим,  Сімферопольський р-н, вул. Польова, 39","Автономна республіка крим,  Сімферопольський р-н, вул. Польова, 39",
НАРОДНОЇ ДОВІРИ,СУМСЬКА ОБЛАСНА організація,Сумська обл.,26439791,"Сумська обл., м. Суми, вул. Нижньосироватська, 24","Сумська обл., м. Суми, вул. Нижньосироватська, 24",
НАРОДНОЇ ДОВІРИ,ОДЕСЬКА ОБЛАСНА організація,Одеська обл.,37281047,"Одеська обл., м. Одеса, вул. Ланжеронівська, 19","Одеська обл., м. Одеса, вул. Ланжеронівська, 19",
НАРОДНОЇ ДОВІРИ,ХЕРСОНСЬКА ОБЛАСНА організація,Херсонська обл.,37238976,"Херсонська обл., м. Херсон, вул. 12 Східна, 30","Херсонська обл., м. Херсон, вул. 12 Східна, 30",
НАРОДНОЇ ДОВІРИ,БЕРИСЛАВСЬКА МІСЬКА організація,Херсонська обл.,34174674,"Херсонська обл.,  Бериславський р-н, вул. Горького М., 52","Херсонська обл.,  Бериславський р-н, вул. Горького М., 52",
НАРОДНОЇ ДОВІРИ,ВАЛКІВСЬКА РАЙОННА організація,Харківська обл.,36830123,"Харківська обл.,  Харківський р-н, пров. Степовий, 9","Харківська обл.,  Харківський р-н, пров. Степовий, 9",
НАРОДНОЇ ДОВІРИ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,Івано-франківська обл.,26023004,"Івано-франківська обл.,  Івано-Франківський р-н, вул. Коновальця Євгена, 132а","Івано-франківська обл.,  Івано-Франківський р-н, вул. Коновальця Євгена, 132а",
НАРОДНОЇ ДОВІРИ,КАРЛІВСЬКА РАЙОННА організація,Полтавська обл.,35539051,"Полтавська обл.,  Полтавський р-н, вул. Комарова, 4","Полтавська обл.,  Полтавський р-н, вул. Комарова, 4",
НАРОДНОЇ ДОВІРИ,Центральний офіс,М.київ,25256143,"М.київ,  Печерський, вул. Московська (Печерський р-н), 32/2","М.київ,  Печерський, вул. Московська (Печерський р-н), 32/2",
