Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ПАРТІЯ АНТОНА ЯЦЕНКА,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,Тернопільська область,39954384,"Тернопільська обл., Тернопільський р-н, вул. Сліпого Кардинала, буд. 1/3","Тернопільська обл., Тернопільський р-н, вул. Сліпого Кардинала, буд. 1/3",
ПАРТІЯ АНТОНА ЯЦЕНКА,ВОЛИНСЬКА ОБЛАСНА організація,Волинська область,39894855,"Волинська обл., Володимир-Волинський р-н, Шахтарський (Мікрорайон), 36","Волинська обл., Володимир-Волинський р-н, Шахтарський (Мікрорайон), 36",
ПАРТІЯ АНТОНА ЯЦЕНКА,ЗАКАРПАТСЬКА ОБЛАСНА організація,Закарпатська область,39893364,"Закарпатська обл., Ужгородський р-н, вул. Минайська, буд. 25","Закарпатська обл., Ужгородський р-н, вул. Минайська, буд. 25",
ПАРТІЯ АНТОНА ЯЦЕНКА,ЛЬВІВСЬКА ОБЛАСНА організація,Львівська область,39915136,"Львівська обл., Львівський р-н, вул. Героїв Небесної Сотні, буд. 26","Львівська обл., Львівський р-н, вул. Героїв Небесної Сотні, буд. 26",
ПАРТІЯ АНТОНА ЯЦЕНКА,ЧЕРНІВЕЦЬКА ОБЛАСНА організація,Чернівецька область,39906362,"Чернівецька обл., Чернівецький р-н, вул. Руська, буд. 267","Чернівецька обл., Чернівецький р-н, вул. Руська, буд. 267",
ПАРТІЯ АНТОНА ЯЦЕНКА,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,Дніпропетровська область,39944979,"Дніпропетровська обл., м. Камʼянське, просп. Аношкіна, буд. 117","Дніпропетровська обл., м. Камʼянське, просп. Аношкіна, буд. 117",
ПАРТІЯ АНТОНА ЯЦЕНКА,КІРОВОГРАДСЬКА ОБЛАСНА організація,Кіровоградська область,39885662,"Кіровоградська обл., м. Кропивницький, вул. Героїв України, буд. 19","Кіровоградська обл., м. Кропивницький, вул. Героїв України, буд. 19",
ПАРТІЯ АНТОНА ЯЦЕНКА,ЗАПОРІЗЬКА ОБЛАСНА організація,Запорізька область,39931048,"Запорізька обл., м. Запоріжжя, просп. Соборний, буд. 147","Запорізька обл., м. Запоріжжя, просп. Соборний, буд. 147",
ПАРТІЯ АНТОНА ЯЦЕНКА,ЗАПОРІЗЬКА МІСЬКА організація,Запорізька область,39936879,"Запорізька обл., м. Запоріжжя, просп. Соборний, буд. 147","Запорізька обл., м. Запоріжжя, просп. Соборний, буд. 147",
ПАРТІЯ АНТОНА ЯЦЕНКА,ОДЕСЬКА ОБЛАСНА організація,Одеська область,39949867,"Одеська обл., м. Одеса, вул. Головатого отамана, буд. 5","Одеська обл., м. Одеса, вул. Головатого отамана, буд. 5",
ПАРТІЯ АНТОНА ЯЦЕНКА,ХЕРСОНСЬКА ОБЛАСНА організація,Херсонська область,39884480,"Херсонська обл., м. Херсон, вул. Перекопська, буд. 181","Херсонська обл., м. Херсон, вул. Перекопська, буд. 181",
ПАРТІЯ АНТОНА ЯЦЕНКА,СУМСЬКА ОБЛАСНА організація,Сумська область,39880968,"Сумська обл., м. Суми, вул. Сірка Івана, буд. 41","Сумська обл., м. Суми, вул. Сірка Івана, буд. 41",
ПАРТІЯ АНТОНА ЯЦЕНКА,КИЇВСЬКА МІСЬКА організація,київ,40084547,"м.. київ, Дарницький, вул. Олійника Степана, буд. 17","м.. київ, Дарницький, вул. Олійника Степана, буд. 17",
ПАРТІЯ АНТОНА ЯЦЕНКА,КИЇВСЬКА ОБЛАСНА організація,київ,40084552,"м.. київ, Дарницький, вул. Олійника Степана, буд. 17","м.. київ, Дарницький, вул. Олійника Степана, буд. 17",
ПАРТІЯ АНТОНА ЯЦЕНКА,БОРИСПІЛЬСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ СИЛА ГРОМАД,Київська область,39943362,"Київська обл., Бориспільський р-н, вул. Лесі Українки, буд. 20А","Київська обл., Бориспільський р-н, вул. Лесі Українки, буд. 20А",
ПАРТІЯ АНТОНА ЯЦЕНКА,ВІННИЦЬКА ОБЛАСНА організація,Вінницька область,39964911,"Вінницька обл., Могилів-Подільський р-н, вул. Мічуріна, буд. 62","Вінницька обл., Могилів-Подільський р-н, вул. Мічуріна, буд. 62",
ПАРТІЯ АНТОНА ЯЦЕНКА,РІВНЕНСЬКА ОБЛАСНА організація,Рівненська область,40958073,"Рівненська обл., Рівненський р-н, просп. Миру, буд. 17","Рівненська обл., Рівненський р-н, просп. Миру, буд. 17",
ПАРТІЯ АНТОНА ЯЦЕНКА,ЧЕРНІГІВСЬКА ОБЛАСНА організація,Чернігівська область,39928302,"Чернігівська обл., Ніжинський р-н, Мікрорайон 3-й, 9-А","Чернігівська обл., Ніжинський р-н, Мікрорайон 3-й, 9-А",
ПАРТІЯ АНТОНА ЯЦЕНКА,ХМЕЛЬНИЦЬКА ОБЛАСНА організація,Хмельницька область,39971227,"Хмельницька обл., Хмельницький р-н, вул. Ланова, буд. 29","Хмельницька обл., Хмельницький р-н, вул. Ланова, буд. 29",
ПАРТІЯ АНТОНА ЯЦЕНКА,ЧЕРКАСЬКА ОБЛАСНА організація,Черкаська область,39941522,"Черкаська обл., м. Черкаси, вул. Чайковського, буд. 50/1","Черкаська обл., м. Черкаси, вул. Чайковського, буд. 50/1","АТ ""Ощадбанк"", ЄДРПОУ: 09322277, р/р № UA253004650000026008300617730"
ПАРТІЯ АНТОНА ЯЦЕНКА,ХАРКІВСЬКА ОБЛАСНА організація,Харківська область,39977590,"Харківська обл., м. Харків, вул. Кубанська, буд. 58","Харківська обл., м. Харків, вул. Кубанська, буд. 58",
ПАРТІЯ АНТОНА ЯЦЕНКА,СМІЛЯНСЬКА МІСЬКА організація,Черкаська область,39961821,"Черкаська обл., Черкаський р-н, вул. Тимірязєва, буд. 2","Черкаська обл., Черкаський р-н, вул. Тимірязєва, буд. 2",
ПАРТІЯ АНТОНА ЯЦЕНКА,УМАНСЬКА МІСЬКА організація,Черкаська область,43689863,"Черкаська обл., Уманський р-н, вул. Незалежності, буд. 12А","Черкаська обл., Уманський р-н, вул. Незалежності, буд. 12А",
ПАРТІЯ АНТОНА ЯЦЕНКА,ЧЕРКАСЬКА МІСЬКА організація,Черкаська область,43701707,"Черкаська обл., м. Черкаси, вул. Лазаренка прикордонника, буд. 10","Черкаська обл., м. Черкаси, вул. Лазаренка прикордонника, буд. 10",
ПАРТІЯ АНТОНА ЯЦЕНКА,УМАНСЬКА РАЙОННА організація,Черкаська область,43702323,"Черкаська обл., Уманський р-н, вул. Незалежності, буд. 12А","Черкаська обл., Уманський р-н, вул. Незалежності, буд. 12А",
ПАРТІЯ АНТОНА ЯЦЕНКА,МОНАСТИРИЩЕНСЬКА РАЙОННА організація,Черкаська область,43703374,"Черкаська обл., Уманський р-н, вул. Суворова, буд. 3","Черкаська обл., Уманський р-н, вул. Суворова, буд. 3",
ПАРТІЯ АНТОНА ЯЦЕНКА,ХРИСТИНІВСЬКА РАЙОННА організація,Черкаська область,43707342,"Черкаська обл., Уманський р-н, вул. Героїв Крут, буд. 3А","Черкаська обл., Уманський р-н, вул. Героїв Крут, буд. 3А",
ПАРТІЯ АНТОНА ЯЦЕНКА,Центральний офіс,київ,39658698,"м.. київ, Печерський, вул. Грушевського Михайла, буд. 28/2","м.. київ, Печерський, вул. Грушевського Михайла, буд. 28/2","ФІЛІЯ ГОЛОВНЕ УПРАВЛIННЯ ПО АТ ""ОЩАДБАНК"" М.КИЇВ, ЄДРПОУ: 09322277, р/р № UA603226690000026008300759261; ФІЛІЯ ГОЛОВНЕ УПРАВЛIННЯ ПО АТ ""ОЩАДБАНК"" М.КИЇВ, ЄДРПОУ: 09322277, р/р № UA823226690000026042300759261; АТ ""БАНК АЛЬЯНС"", ЄДРПОУ: 14360506, р/р № UA903001190000026009325432001"
