Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
БАТЬКІВЩИНА,Чорноморська міська організація,Одеська область,26133744,"Одеська обл., м. Чорноморськ, вул. Парусна, буд. 16","Одеська обл., м. Чорноморськ, вул. Парусна, буд. 16",
БАТЬКІВЩИНА,Тарутинська районна організація,Одеська область,26133891,"Одеська обл., Тарутинський р-н, вул. Центральна, буд. 158","Одеська обл., Тарутинський р-н, вул. Центральна, буд. 158",
БАТЬКІВЩИНА,Татарбунарська районна організація,Одеська область,36714288,"Одеська обл., Татарбунарський р-н, вул. Лесі Українки, буд. 22","Одеська обл., Татарбунарський р-н, вул. Лесі Українки, буд. 22",
БАТЬКІВЩИНА,Кілійська районна організація Кілійського району Одеської області,Одеська область,26133939,"Одеська обл., Кілійський р-н, вул. Покровська, буд. 29","Одеська обл., Кілійський р-н, вул. Покровська, буд. 29",
БАТЬКІВЩИНА,Саратська районна організація,Одеська область,26109680,"Одеська обл., Саратський р-н, вул. Вернера Крістіана, буд. 96","Одеська обл., Саратський р-н, вул. Вернера Крістіана, буд. 96",
БАТЬКІВЩИНА,Ренійська районна організація Одеської області,Одеська область,26134809,"Одеська обл., Ренійський р-н, вул. 28 Червня, буд. 134","Одеська обл., Ренійський р-н, вул. 28 Червня, буд. 134",
БАТЬКІВЩИНА,Одеська обласна організація,Одеська область,25433349,"Одеська обл., м. Одеса, вул. Преображенська, буд. 45","Одеська обл., м. Одеса, вул. Преображенська, буд. 45","Найменування: ПАТ ""МТБ БАНК"", ЄДРПОУ: 21650966, р/р № UA333281680000000026000283851"
БАТЬКІВЩИНА,Новомиколаївська районна організація,Запорізька область,25891253,"Запорізька обл., Новомиколаївський р-н, вул. Клевчука Івана, буд. 227","Запорізька обл., Новомиколаївський р-н, вул. Клевчука Івана, буд. 227",
БАТЬКІВЩИНА,ТОКМАЦЬКА РАЙОННА організація,Запорізька область,25890992,"Запорізька обл., м. Токмак, вул. Володимирська, буд. 8","Запорізька обл., м. Токмак, вул. Володимирська, буд. 8",
БАТЬКІВЩИНА,Приморська районна організація,Запорізька область,42370275,"Запорізька обл., Приморський р-н, вул. Морська, буд. 57","Запорізька обл., Приморський р-н, вул. Морська, буд. 57",
БАТЬКІВЩИНА,Бердянська міська організація,Запорізька область,25820626,"Запорізька обл., м. Бердянськ, вул. Толстого, буд. 90","Запорізька обл., м. Бердянськ, вул. Толстого, буд. 90",
БАТЬКІВЩИНА,Енергодарська міська організація,Запорізька область,34377857,"Запорізька обл., м. Енергодар, вул. Козацька, буд. 17","Запорізька обл., м. Енергодар, вул. Козацька, буд. 17",
БАТЬКІВЩИНА,Якимівська районна організація Запорізької області,Запорізька область,40595152,"Запорізька обл., Якимівський р-н, вул. Зелена, буд. 49","Запорізька обл., Якимівський р-н, вул. Зелена, буд. 49",
БАТЬКІВЩИНА,Чернігівська районна організація Запорізької області,Запорізька область,41278370,"Запорізька обл., Чернігівський р-н, вул. Соборна, буд. 420А","Запорізька обл., Чернігівський р-н, вул. Соборна, буд. 420А",
