Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ПАРТІЯ СИЛЬНА УКРАЇНА,ХАРКІВСЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПАРТІЇ СИЛЬНА УКРАЇНА,Харківська обл.,39321023,"Харківська обл., м. Харків, вул. Римарська, 18","Харківська обл., м. Харків, вул. Римарська, 18",
ПАРТІЯ СИЛЬНА УКРАЇНА,УЖГОРОДСЬКА МІСЬКА ПАРТІЙНА ОРГАНІЗАЦІЯ ПАРТІЇ СИЛЬНА УКРАЇНА,Закарпатська обл.,39269021,"Закарпатська обл., м. Ужгород, вул. Кошицька, 6","Закарпатська обл., м. Ужгород, вул. Кошицька, 6",
ПАРТІЯ СИЛЬНА УКРАЇНА,ХАРКІВСЬКА МІСЬКА ПАРТІЙНА ОРГАНІЗАЦІЯ ПАРТІЇ СИЛЬНА УКРАЇНА,Харківська обл.,39321018,"Харківська обл., м. Харків, вул. Римарська, 18","Харківська обл., м. Харків, вул. Римарська, 18",
ПАРТІЯ СИЛЬНА УКРАЇНА,ЯСИНУВАТСЬКА МІСЬКА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ІНФОРМАЦІЙНА УКРАЇНА,Донецька обл.,33796462,"Донецька обл., м. Ясинувата, вул. Октябрська, 184","Донецька обл., м. Ясинувата, вул. Октябрська, 184",
ПАРТІЯ СИЛЬНА УКРАЇНА,ЧЕРНІГІВСЬКА РЕГІОНАЛЬНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПАРТІЇ СЕРГІЯ ТІГІПКА СИЛЬНА УКРАЇНА,Чернігівська обл.,39250686,"Чернігівська обл., м. Чернігів, вул. 1-го Травня, 78","Чернігівська обл., м. Чернігів, вул. 1-го Травня, 78",
ПАРТІЯ СИЛЬНА УКРАЇНА,ЧЕРКАСЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПАРТІЇ СИЛЬНА УКРАЇНА,Черкаська обл.,33978396,"Черкаська обл., м. Черкаси, вул. Вишневецького Байди, 47","Черкаська обл., м. Черкаси, вул. Вишневецького Байди, 47",
ПАРТІЯ СИЛЬНА УКРАЇНА,ЧОРНОМОРСЬКА РАЙОННА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇСИЛЬНА УКРАЇНА,М.київ,37127454,"М.київ,  Деснянський, вул. Пожарського (Деснянський р-н), 10/15","М.київ,  Деснянський, вул. Пожарського (Деснянський р-н), 10/15",
ПАРТІЯ СИЛЬНА УКРАЇНА,ДОНЕЦЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ СИЛЬНА УКРАЇНА,Донецька обл.,26021117,"Донецька обл., м. Донецьк, просп. Ілліча, 3","Донецька обл., м. Донецьк, просп. Ілліча, 3",
ПАРТІЯ СИЛЬНА УКРАЇНА,ЯСИНУВАТСЬКА РАЙОННА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ІНФОРМАЦІЙНА УКРАЇНА,Донецька обл.,33513534,"Донецька обл., м. Ясинувата,  Мікрорайон №3, 1","Донецька обл., м. Ясинувата,  Мікрорайон №3, 1",
ПАРТІЯ СИЛЬНА УКРАЇНА,ХЕРСОНСЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПАРТІЇ СИЛЬНА УКРАЇНА,Херсонська обл.,33930394,"Херсонська обл., м. Херсон, просп. Текстильників, 2","Херсонська обл., м. Херсон, просп. Текстильників, 2",
