Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
БЛОК СВІТЛИЧНОЇ РАЗОМ!,ВОЛИНСЬКА ОБЛАСНА організація,Волинська область,43804537,"Волинська обл., м. Луцьк, вул. Вериківського, буд. 4","Волинська обл., м. Луцьк, вул. Вериківського, буд. 4",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,Дніпропетровська область,41284557,"Дніпропетровська обл., м. Дніпро, вул. Чайковського, буд. 12","Дніпропетровська обл., м. Дніпро, вул. Чайковського, буд. 12",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,ЖИТОМИРСЬКА ОБЛАСНА організація,Житомирська область,40198970,"Житомирська обл., м. Житомир, вул. Домбровського, буд. 48","Житомирська обл., м. Житомир, вул. Домбровського, буд. 48",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,ЗАКАРПАТСЬКА ОБЛАСНА організація,Закарпатська область,41730076,"Закарпатська обл., Ужгородський р-н, пл. Кирила і Мефодія, 5","Закарпатська обл., Ужгородський р-н, пл. Кирила і Мефодія, 5",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,ЗАПОРІЗЬКА ОБЛАСНА РЕГІОНАЛЬНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ БЛОК СВІТЛИЧНОЇ РАЗОМ,Запорізька область,40122477,"Запорізька обл., м. Запоріжжя, вул. Запорозького козацтва, буд. 5","Запорізька обл., м. Запоріжжя, вул. Запорозького козацтва, буд. 5",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,Івано-франківська область,40148081,"Івано-франківська обл., м. Івано-Франківськ, вул. Молодіжна, буд. 56","Івано-франківська обл., м. Івано-Франківськ, вул. Молодіжна, буд. 56",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,КИЇВСЬКА МІСЬКА РЕГІОНАЛЬНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ЄДИНА СИЛА,київ,39980341,"м.. київ, Дніпровський, просп. Тичини Павла, буд. 16/2","м.. київ, Дніпровський, просп. Тичини Павла, буд. 16/2",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,КІРОВОГРАДСЬКА ОБЛАСНА організація,Кіровоградська область,39980163,"Кіровоградська обл., м. Кропивницький, вул. Михайлівська, буд. 49","Кіровоградська обл., м. Кропивницький, вул. Михайлівська, буд. 49",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,ЛУГАНСЬКА ОБЛАСНА організація,Луганська область,43681953,"Луганська обл., м. Сєвєродонецьк, просп. Хіміків, буд. 36","Луганська обл., м. Сєвєродонецьк, просп. Хіміків, буд. 36",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,ЛЬВІВСЬКА ОБЛАСНА організація,Львівська область,41393584,"Львівська обл., м. Львів, вул. Карпинця І., буд. 6","Львівська обл., м. Львів, вул. Карпинця І., буд. 6",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,МИКОЛАЇВСЬКА ОБЛАСНА РЕГІОНАЛЬНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ЄДИНА СИЛА,Миколаївська область,40212146,"Миколаївська обл., м. Миколаїв, вул. Потьомкінська, буд. 13/5","Миколаївська обл., м. Миколаїв, вул. Потьомкінська, буд. 13/5",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,ОДЕСЬКА ОБЛАСНА організація,Одеська область,40271091,"Одеська обл., м. Одеса, вул. Космонавтів, буд. 20","Одеська обл., м. Одеса, вул. Космонавтів, буд. 20",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,ПОЛТАВСЬКА ОБЛАСНА організація,Полтавська область,40915548,"Полтавська обл., м. Полтава, вул. Героїв АТО, буд. 118/2","Полтавська обл., м. Полтава, вул. Героїв АТО, буд. 118/2",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,РІВНЕНСЬКА ОБЛАСНА організація,Рівненська область,40201878,"Рівненська обл., м. Рівне, вул. Курчатова, буд. 18 А","Рівненська обл., м. Рівне, вул. Курчатова, буд. 18 А",
БЛОК СВІТЛИЧНОЇ РАЗОМ!,ХМЕЛЬНИЦЬКА ОБЛАСНА організація,Хмельницька область,40267682,"Хмельницька обл., Хмельницький р-н, вул. Зарічанська, буд. 9","Хмельницька обл., Хмельницький р-н, вул. Зарічанська, буд. 9",
