Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
СПРАВА,ХЕРСОНСЬКА ОБЛАСНА організація,Херсонська область,43608056,"Херсонська обл., м. Херсон, вул. Миру, буд. 18","Херсонська обл., м. Херсон, вул. Миру, буд. 18",
СПРАВА,ЗАПОРІЗЬКА ОБЛАСНА організація,Запорізька область,43608344,"Запорізька обл., м. Запоріжжя, вул. Феросплавна, буд. 38","Запорізька обл., м. Запоріжжя, вул. Феросплавна, буд. 38",
СПРАВА,ВОЛИНСЬКА ОБЛАСНА організація,Волинська область,43611184,"Волинська обл., Луцький р-н, вул. Ковельська, буд. 13","Волинська обл., Луцький р-н, вул. Ковельська, буд. 13",
СПРАВА,ЧЕРНІВЕЦЬКА ОБЛАСНА організація,Чернівецька область,36570375,"Чернівецька обл., Чернівецький р-н, вул. Комарова Володимира, буд. 38","Чернівецька обл., Чернівецький р-н, вул. Комарова Володимира, буд. 38",
СПРАВА,ЧЕРКАСЬКА ОБЛАСНА організація,Черкаська область,43593841,"Черкаська обл., м. Черкаси, вул. Якубовського, буд. 12","Черкаська обл., м. Черкаси, вул. Якубовського, буд. 12",
СПРАВА,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,Дніпропетровська область,36573219,"Дніпропетровська обл., м. Дніпро, вул. Старокозацька, буд. 58","Дніпропетровська обл., м. Дніпро, вул. Старокозацька, буд. 58",
СПРАВА,ДНІПРОВСЬКА МІСЬКА організація,Дніпропетровська область,36961733,"Дніпропетровська обл., м. Дніпро, вул. Старокозацька, буд. 58","Дніпропетровська обл., м. Дніпро, вул. Старокозацька, буд. 58","АКЦІОНЕРНИЙ БАНК ПІВДЕННИЙ, ЄДРПОУ: 20953647, р/р № UA293282090000026008000012684"
СПРАВА,ДОНЕЦЬКА ОБЛАСНА організація,Донецька область,43597500,"Донецька обл., Краматорський р-н, вул. Тихого Олекси, буд. 10А","Донецька обл., Краматорський р-н, вул. Тихого Олекси, буд. 10А",
СПРАВА,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,Тернопільська область,43603864,"Тернопільська обл., Тернопільський р-н, вул. Мазепи І. гетьмана, буд. 10","Тернопільська обл., Тернопільський р-н, вул. Мазепи І. гетьмана, буд. 10",
СПРАВА,ВІННИЦЬКА ОБЛАСНА організація,Вінницька область,43608648,"Вінницька обл., Вінницький р-н, вул. Єдності, буд. 8","Вінницька обл., Вінницький р-н, вул. Єдності, буд. 8",
СПРАВА,РЕСПУБЛІКАНСЬКА організація,Херсонська область,43618216,"Херсонська обл., м. Херсон, вул. Миру, буд. 18","Херсонська обл., м. Херсон, вул. Миру, буд. 18",
СПРАВА,МИКОЛАЇВСЬКА ОБЛАСНА організація,Миколаївська область,43599540,"Миколаївська обл., м. Миколаїв, просп. Центральний, буд. 16","Миколаївська обл., м. Миколаїв, просп. Центральний, буд. 16",
СПРАВА,КІРОВОГРАДСЬКА ОБЛАСНА організація,Кіровоградська область,43598567,"Кіровоградська обл., м. Кропивницький, вул. Чикаленка Євгена, буд. 1А","Кіровоградська обл., м. Кропивницький, вул. Чикаленка Євгена, буд. 1А",
СПРАВА,Центральний офіс,Дніпропетровська область,36367458,"Дніпропетровська обл., м. Дніпро, вул. Старокозацька, буд. 58","Дніпропетровська обл., м. Дніпро, вул. Старокозацька, буд. 58","АКЦІОНЕРНИЙ БАНК ПІВДЕННИЙ, ЄДРПОУ: 20953647, р/р № UA253282090000026006000009332"
