Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
Сила людей,Сумська обласна організація,Сумська область,40335165,"42600, Сумська обл., Тростянецький район, місто Тростянець, вул. БЛАГОВІЩЕНСЬКА, будинок 58А",,СФ КБ Приватбанк МФО 337546 р/р 26009055020252
Сила людей,Тростянецька районна організація,Сумська область,39713177,"Сумська обл., м. Тростянець, вул.Володимира Велиеого,35 (колишня вул. К. Маркса)",,"ПАТ КБ «ПриватБанк», МФО 337546, р/р 26005055017106"
Сила людей,Кузнецовська міська організація,Рівненська область,40220555,"Рівненська обл., місто Вараш, МІКРОРАЙОН ВАРАШ, будинок 45, корпус Б, квартира 59",,"Рівненська філія КБ ""Приватбанк"", МФО 333391, р/р 26004054716233"
Сила людей,Запорізька міська організація,Запорізька область,40031212,"69095, Запорізька обл., місто Запоріжжя, вул. УКРАЇНСЬКА, будинок 43, квартира 61",,"ПАТ КБ «ПриватБанк», МФО 313399, п/р 2600 0055 7167 39"
Сила людей,Криворізька міська організація,Дніпропетровська область,40009611,"М. Кривий Ріг , вул. Паркова ,буд. 5, пр. 9","м. Кривий Ріг, вул. Генерала Радієвського 34 А","ПАТ КБ «ПриватБанк», МФО 305750, 26008053509413"
Сила людей,Київська міська організація,Київ,39989915,"м. Київ , вул. Глибочинцька буд. 72",,"ПЕЧЕРСЬКА ФІЛІЯ ПАТ КБ ""ПРИВАТБАНК"", МФО 300711, ЄДРПОУ 14360570, поточний рахунок: № 26003052764578, 26054052731516, 26000052604705"
Сила людей,Тернопільська міська організація,Тернопільська область,40053063,"Тернопілська обл., м. Тернопіль ,вул, Тролейбусна 9/159",,"ТФ КБ «Приватбанк» МФО 338783, р/р26004055112913"
Сила людей,Чортківська міська організація,Тернопільська область,39921438,"Тернопілська обл., м. Чортків ,вул, Олеся Гончара 3 А",,"ПАТ Укрсоцбанк, МФО 300023, р/р 26000011694532"
Сила людей,Чортківська районна організація,Тернопільська область,39921464,"Тернопілська обл., Чортківський р-н , с. Біл, вул. Пліщука ,27",,"ПАТ Укрсоцбанк, МФО 300023, р/р 26008011703566"
Сила людей,Бориспільська міська організація,Київська область,39993209,"Київська обл, м. Бориспіль ,вул. Привокзальна , буд. 5 , кв 42","Київська обл., м. Бориспіль, вул. Ботанічна, буд. 1/6","ПАТ КБ «ПРИВАТБАНК,» МФО 321842, Рахунок 26005053145849"
Сила людей,Печерська районна організація,Київ,40578087,"м. Київ , вул. Кіквідзе 23, оф. 11",,"ПАТ КБ «Приватбанк», МФО 300711. Поточний рахунок №26005052614165"
Сила людей,Львівська обласна організація,Львівська область,39943818,"79026, Львівська обл., місто Львів, вул. КАРМАНСЬКОГО, будинок 6 Б, квартира 37",,ЗГРУ ПАТ «Приват банк» Поточний 26000053701317; Картковий 26051053700141
Сила людей,Білоцерківська міська організація,Київська область,39963846,"Київська обл., м. Біла Церква, вул. Гагаріна, буд.5, офіс 22",,"Ф-я КБ «Приватбанк» Київське РУ, МФО 321842, р/р 26004053136428"
Сила людей,Дніпровська районна організація,Дніпропетровська область,40418843,"м. Київ, вул. Бажова, буд. 3, кв.53",,"ПАТ КБ ""ПРИВАТБАНК"", МФО 305299, р/р 26001052660542"
Сила людей,Дніпропетровська міська організація,Дніпропетровська область,40749510,"Дніпропетровська область, м.Дніпро, вул.Чернишевського, буд.11, оф.1",,
Сила людей,Дружківська міська організація,Донецька область,39912346,"Донецька обл., м. Дружківка, вул. Курська, буд. 16",,
Сила людей,Бучанська міська організація,Київська область,40010323,"Київська обл., місто Буча, вул. ЖОВТНЕВА, будинок 17, офіс 7",,
Сила людей,Новокаховська міська організація,Херсонська область,39922929,"Херсонська обл., місто Нова Каховка, вул. ДЗЕРЖИНСЬКОГО, б. 15, кв. 75",,
Сила людей,Козятинська міська організація,Вінницька область,40158697,"Вінницька обл., місто Козятин, вул. ПІДГОРБУНСЬКОГО, б. 1, кв. 18",,
Сила людей,Глухівська міська організація,Сумська область,40496853,"Сумська обл., місто Глухів, вул. ГРИШКА, будинок 15",,СФ КБ Приватбанк МФО 337546 р/р26000055022958
Сила людей,Чернівецька обласна організація,Чернівецька область,40000954,"Чернівецька обл., місто Чернівці, вул. РУСЬКА, будинок 263А",,"МФО 328209 Акцюнерний банк""Пiвденний"" 26000020007859З"
Сила людей,Обухівська міська організація,Київська область,40053477,"Київська обл., м. Обухів, вул. ЛУКАВИЦЯ, б. 362",,
Сила людей,Кіровоградська обласна організація,Кіровоградська область,40022674,"Кіровоградська обл., м. Олександрія, вул. ПРОЛЕТАРСЬКА, буд. 41, кв. 17",,
Сила людей,Тернопільська міська організація,Тернопільська область,40053063,"Тернопільська обл., місто Тернопіль, вул. ТРОЛЕЙБУСНА, будинок 9, квартира 159",,"ТФ КБ «Приватбанк» МФО 338783, р/р26004055112913"
Сила людей,Полтавська міська організація,Полтавська область,39978937,"Полтавська обл., місто Полтава, вул. КАЛІНІНА, будинок 4, квартира 12",,
Сила людей,Бориспільська районна організація,Київська область,39993172,"Київська обл., місто Бориспіль, вул. ШЕВЧЕНКА, будинок 5, квартира 8",,
Сила людей,Мелітопольська міська організація,Запорізька область,41167943,"72319, Запорізька обл., місто Мелітополь, проспект БОГДАНА ХМЕЛЬНИЦЬКОГО, будинок 29, офіс 3",,
