Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",30,,10.06.2020,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2021-03-31,1,2021
,,,,,,,,,,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2021-03-31,1,2021
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",20,,10.07.2021,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2021-12-31,4,2021
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",30,,10.06.2020,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2021-12-31,4,2021
,,,,,,,,,,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2021-12-31,4,2021
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",20,,10.08.2018,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2021-09-30,3,2021
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",20,,10.07.2021,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2021-09-30,3,2021
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",30,,10.06.2020,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2021-09-30,3,2021
,,,,,,,,,,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2021-09-30,3,2021
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",20,,10.08.2018,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2021-06-30,2,2021
Офіс,"Полтавська обл., м. Горішні Плавні, вул. Соборна, буд. 31",30,,10.06.2020,0,позичка,,,Фізична особа,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2021-06-30,2,2021
,,,,,,,,,,ЗАПОРУКА (ЗА ПОРЯДОК В УКРАЇНІ),2021-06-30,2,2021
