Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Івано-Франківська обласна організація ППУ,Івано-франківська область,39948342,"Івано-франківська обл., Івано-Франківський р-н, вул. Івасюка В., буд. 32","Івано-франківська обл., Івано-Франківський р-н, вул. Івасюка В., буд. 32",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Ірпінська міська організація ППУ,Київська область,26025782,"Київська обл., Бучанський р-н, вул. Михайлівська, буд. 20Б","Київська обл., Бучанський р-н, вул. Михайлівська, буд. 20Б",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Київська обласна організація Партії Пенсіонерів України,Київська область,25980643,"Київська обл., Фастівський р-н, пров. Ткаченка О., буд. 36А","Київська обл., Фастівський р-н, пров. Ткаченка О., буд. 36А",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Київська міська організація ППУ,київ,37973861,"м.. київ, Оболонський, просп. Порика Василя, буд. 7Б","м.. київ, Оболонський, просп. Порика Василя, буд. 7Б",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Кіровоградська обласна організація ППУ,Кіровоградська область,39767573,"Кіровоградська обл., м. Кропивницький, вул. Преображенська, буд. 2","Кіровоградська обл., м. Кропивницький, вул. Преображенська, буд. 2",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Коростишівська районна організація ППУ,Житомирська область,26393617,"Житомирська обл., Житомирський р-н, вул. Різдвяна, буд. 70","Житомирська обл., Житомирський р-н, вул. Різдвяна, буд. 70",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Львівська міська організація ППУ,Львівська область,26095593,"Львівська обл., м. Львів, вул. Лесі Українки, буд. 14","Львівська обл., м. Львів, вул. Лесі Українки, буд. 14",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Львівська обласна організація ППУ,Львівська область,34259471,"Львівська обл., м. Львів, вул. Лесі Українки, буд. 14","Львівська обл., м. Львів, вул. Лесі Українки, буд. 14",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Любарська районна організація ППУ,Житомирська область,26393758,"Житомирська обл., Житомирський р-н, вул. Гагаріна, буд. 34","Житомирська обл., Житомирський р-н, вул. Гагаріна, буд. 34",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Малинська міська організація ППУ,Житомирська область,26393712,"Житомирська обл., Коростенський р-н, вул. Чкалова, буд. 8","Житомирська обл., Коростенський р-н, вул. Чкалова, буд. 8",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Малинська районна організація ППУ,Житомирська область,26393729,"Житомирська обл., Коростенський р-н, вул. Чкалова, буд. 8","Житомирська обл., Коростенський р-н, вул. Чкалова, буд. 8",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Марганецька міська організація Партії Пенсіонерів України,Дніпропетровська область,40046763,"Дніпропетровська обл., Нікопольський р-н, вул. Центральна, буд. 51","Дніпропетровська обл., Нікопольський р-н, вул. Центральна, буд. 51",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Миколаївська обласна організація ППУ,Миколаївська область,34034179,"Миколаївська обл., м. Миколаїв, вул. Будівельників, буд. 1","Миколаївська обл., м. Миколаїв, вул. Будівельників, буд. 1",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Обласна організація ППУ в Закарпатській обл.,Закарпатська область,25452074,"Закарпатська обл., Ужгородський р-н, вул. Виннична, буд. 17","Закарпатська обл., Ужгородський р-н, вул. Виннична, буд. 17",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Овідіопольська районна організація ППУ,Одеська область,39597007,"Одеська обл., Одеський р-н, вул. Сонячна, буд. 32","Одеська обл., Одеський р-н, вул. Сонячна, буд. 32",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Овруцька районна організація ППУ,Житомирська область,26393669,"Житомирська обл., Коростенський р-н, вул. Богуна І., буд. 71","Житомирська обл., Коростенський р-н, вул. Богуна І., буд. 71",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Одеська обласна організація ППУ,Одеська область,25832049,"Одеська обл., м. Одеса, вул. Балківська, буд. 14","Одеська обл., м. Одеса, вул. Балківська, буд. 14",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Одеська міська організація ППУ,Одеська область,25932590,"Одеська обл., м. Одеса, вул. Балківська, буд. 14","Одеська обл., м. Одеса, вул. Балківська, буд. 14",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Полтавська обласна організація ППУ,Полтавська область,33804478,"Полтавська обл., м. Полтава, вул. Шведська, буд. 58","Полтавська обл., м. Полтава, вул. Шведська, буд. 58",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Попільнянська районна організація ППУ,Житомирська область,26393706,"Житомирська обл., Житомирський р-н, пров. Фомічова, буд. 3","Житомирська обл., Житомирський р-н, пров. Фомічова, буд. 3",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Придніпровська районна організація ППУ,Черкаська область,26423784,"Черкаська обл., м. Черкаси, вул. Нарбутівська, буд. 160/1","Черкаська обл., м. Черкаси, вул. Нарбутівська, буд. 160/1",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Приморська районна організація ППУ,Одеська область,26455181,"Одеська обл., м. Одеса, вул. Торгова, буд. 26","Одеська обл., м. Одеса, вул. Торгова, буд. 26",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Ріпкінська районна організація ППУ,Чернігівська область,33450621,"Чернігівська обл., Чернігівський р-н, вул. Дніпровська, буд. 9","Чернігівська обл., Чернігівський р-н, вул. Дніпровська, буд. 9",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Саратська районна організація ППУ,Одеська область,33485518,"Одеська обл., Білгород-Дністровський р-н, вул. Ліндла Ігнаца, буд. 46","Одеська обл., Білгород-Дністровський р-н, вул. Ліндла Ігнаца, буд. 46",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Смілянська міська організація ППУ,Черкаська область,26424051,"Черкаська обл., Черкаський р-н, вул. Мірошниченко, буд. 5","Черкаська обл., Черкаський р-н, вул. Мірошниченко, буд. 5",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Смілянська районна організація ППУ,Черкаська область,26423910,"Черкаська обл., Черкаський р-н, вул. Мірошниченко, буд. 5","Черкаська обл., Черкаський р-н, вул. Мірошниченко, буд. 5",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Соснівська районна організація ППУ,Черкаська область,26423838,"Черкаська обл., м. Черкаси, вул. Дашковича Остафія, буд. 30","Черкаська обл., м. Черкаси, вул. Дашковича Остафія, буд. 30",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Сумська обласна організація ППУ,Сумська область,24018111,"Сумська обл., м. Суми, вул. Привокзальна, буд. 25","Сумська обл., м. Суми, вул. Привокзальна, буд. 25",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Токмакська районна організація ППУ,Запорізька область,33913861,"Запорізька обл., Пологівський р-н, вул. Центральна, буд. 51","Запорізька обл., Пологівський р-н, вул. Центральна, буд. 51",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Фрунзівська селищна організація ППУ,Одеська область,32651900,"Одеська обл., Роздільнянський р-н, вул. Першого Травня, буд. 42А","Одеська обл., Роздільнянський р-н, вул. Першого Травня, буд. 42А",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Харківська міська організація ППУ,Харківська область,33673616,"Харківська обл., м. Харків, Павлівський майдан, 2","Харківська обл., м. Харків, Павлівський майдан, 2",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Харківська обласна організація ППУ,Харківська область,26525295,"Харківська обл., м. Харків, вул. Шевченка, буд. 142","Харківська обл., м. Харків, вул. Шевченка, буд. 142",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Херсонська міська організація ППУ,Херсонська область,34073862,"Херсонська обл., м. Херсон, вул. Воронцовська, буд. 22","Херсонська обл., м. Херсон, вул. Воронцовська, буд. 22",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Херсонська обласна організація ППУ,Херсонська область,34073925,"Херсонська обл., м. Херсон, вул. Церковна, буд. 4","Херсонська обл., м. Херсон, вул. Церковна, буд. 4",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Хмельницька обласна організація ППУ,Хмельницька область,34007208,"Хмельницька обл., Хмельницький р-н, вул. Свободи, буд. 16А","Хмельницька обл., Хмельницький р-н, вул. Свободи, буд. 16А",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Червоноармійська районна організація ППУ,Житомирська область,26393770,"Житомирська обл., Житомирський р-н, пров. Базарний, буд. 11А","Житомирська обл., Житомирський р-н, пров. Базарний, буд. 11А",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Черкаська обласна організація ППУ,Черкаська область,34257603,"Черкаська обл., м. Черкаси, вул. Благовісна, буд. 1","Черкаська обл., м. Черкаси, вул. Благовісна, буд. 1",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Чернівецька обласна організація ППУ,Чернівецька область,26398230,"Чернівецька обл., Чернівецький р-н, вул. Українська, буд. 44","Чернівецька обл., Чернівецький р-н, вул. Українська, буд. 44",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Чернігівська обласна організація ППУ,Чернігівська область,26575962,"Чернігівська обл., м. Чернігів, вул. Мезенцева Юрія, буд. 80","Чернігівська обл., м. Чернігів, вул. Мезенцева Юрія, буд. 80",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Чернігівська районна організація ППУ,Чернігівська область,36805982,"Чернігівська обл., Чернігівський р-н, вул. Сновська, буд. 39","Чернігівська обл., Чернігівський р-н, вул. Сновська, буд. 39",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Шепетівська міська організація ППУ,Хмельницька область,36745227,"Хмельницька обл., Шепетівський р-н, просп. Миру, буд. 46","Хмельницька обл., Шепетівський р-н, просп. Миру, буд. 46",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Шепетівська районна організація ППУ,Хмельницька область,36745283,"Хмельницька обл., Шепетівський р-н, просп. Миру, буд. 46","Хмельницька обл., Шепетівський р-н, просп. Миру, буд. 46",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Запорізька обласна організація Партії Пенсіонерів України,Запорізька область,43075928,"Запорізька обл., м. Запоріжжя, просп. Маяковського, буд. 11","Запорізька обл., м. Запоріжжя, просп. Маяковського, буд. 11",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Рівненська обласна організація Партії Пенсіонерів України,Рівненська область,26299350,"Рівненська обл., Рівненський р-н, вул. Соборна, буд. 1","Рівненська обл., Рівненський р-н, вул. Соборна, буд. 1",
ПАРТІЯ РОЗВИТКУ ТА СОЦІАЛЬНОЇ СПРАВЕДЛИВОСТІ,Центральний офіс,Харківська область,21710421,"Харківська обл., м. Харків, вул. Матюшенка, буд. 13","Харківська обл., м. Харків, вул. Матюшенка, буд. 13","ПАТ КБ ""ПРАВЕКС-БАНК"", ЄДРПОУ: 14360920, р/р № UA303808380000026004799961555; ХВ №14 ""СКАЙ-БАНК"", ЄДРПОУ: 09620081, р/р № UA753512540000026006140119615"
