Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Нежитлова будівля,"м. Київ, вул. Паркова дорога, буд. 16А, будівля №1, літера А, приміщення №8",53.7,,15.02.2021,0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"м. Київ, вул. Шепелєва Миколи, будівля №13, нежитлові приміщення з №1 по №9 (групи приміщень №130) на першому поверсі",82.2,,09.09.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"м. Київ, вул. Празька, буд. №18, нежитлове приміщення з №1 по №5 (групи приміщень №58а) ( в літері А) на першому поверсі",60.0,,20.10.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"м. Київ, вул. Заньковецької, буд. №3/1, приміщення №1",90.9,,18.10.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"м. Київ, вул. Градинська, буд. 3, приміщення 235",62.0,,15.11.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"м. Київ, вул. Межигірська, буд. 79, оф. 218",29.0,,16.11.2021,0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"м. Київ, вул. Героїв Дніпра, буд. 31А, частина нежитлового приміщення з №8 по №27 (групи приміщень №1) 1 поверх літ. ""А""",37.0,,14.12.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"м. Чернівці, вул. БАНДЕРИ СТЕПАНА, буд. 9",102.6,,17.05.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"Чернівецька обл., Вижницький р-н, м. Вижниця, вул. Українська, буд. 65, приміщення 2",33.5,,15.07.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"Чернівецька обл., смт Кельменці, вул. Бесарабська, буд. 39",12.0,,02.08.2021,0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"м. Івано-Франківськ, вул. Галицька 41 приміщення №1,№2,№5, другий поверх",76.5,,01.07.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"м. Івано-Франківськ, вул. Галицька 41 приміщення №6,№7, другий поверх",31.1,,01.10.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"Івано-Франківська обл., Калуський р-н, м. Калуш, вул. Підвальна 8, приміщення №3,№4,№5,№6, перший поверх",51.8,,01.07.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"Івано-Франківська обл., Надвірнянський р-н, м. Надвірна, вул. Мазепи Гетьмана 25а, приміщення №15, другий поверх",37.5,,01.07.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"Івано-Франківська обл., Верховинський р-н, смт Верховина, вул. Гуцульського повстання, будівля 1Д/3, приміщення №II, другий поверх",31.4,,01.07.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"Івано-Франківська обл., Косівський р-н, м. Косів, вул. Небесної Сотні (Гвардійська) 50/1, приміщення №6,№8, другий поверх",57.6,,01.07.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"Івано-Франківська обл., Коломийський р-н, м. Коломия, вул. Мазепи І. гетьмана, буд. 8, приміщення №8,№9,№10,№, другий поверх",53.9,,12.07.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"Місто Київ, Печерський р-н, вул. Паркова дорога, буд. 16А, нежитлове приміщення на першому поверсі в будівлі №1 (літера А)",39.7,,26.04.2021,0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"Київська обл., Фастівський р-н, м. Фастів, вул. Інтернаціональна, будівля 14, нежитлове приміщення на першому поверсі",55.5,,07.07.2021,0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
Нежитлова будівля,"Київська обл., Вишгородський р-н, м. Вишгород, вул. Шолуденка, буд. № 15-Д, нежитлове приміщення №76 на першому поверсі корпус 1",32.8,,15.07.2021,0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2021-12-31,4,2021
