Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,Оріхівська районна ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Запорізька область,26250214,"Запорізька обл., Пологівський р-н, вул. Гоголя, буд. 53/2","Запорізька обл., Пологівський р-н, вул. Гоголя, буд. 53/2",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ВОЛОВЕЦЬКА РАЙОННА ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Закарпатська область,26325567,"Закарпатська обл., Мукачівський р-н, вул. Дружби, буд. 14","Закарпатська обл., Мукачівський р-н, вул. Дружби, буд. 14",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,Львівська міська ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Львівська область,26307397,"Львівська обл., м. Львів, вул. Драгана м. ., буд. 21/42","Львівська обл., м. Львів, вул. Драгана м. ., буд. 21/42",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,Хмельницька обласна ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Хмельницька область,26293749,"Хмельницька обл., Хмельницький р-н, вул. Тернопільська, буд. 15/1","Хмельницька обл., Хмельницький р-н, вул. Тернопільська, буд. 15/1",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ТЯЧІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Закарпатська область,26395606,"Закарпатська обл., Тячівський р-н, вул. 30 років Перемоги, буд. 154","Закарпатська обл., Тячівський р-н, вул. 30 років Перемоги, буд. 154",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,Корсунь-Шевченківська районна ОРГАНІЗАЦІЯ СДПУ,Черкаська область,22792409,"Черкаська обл., Черкаський р-н, вул. Чубинського П., буд. 72","Черкаська обл., Черкаський р-н, вул. Чубинського П., буд. 72",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,Івано-Франківська обласна ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Івано-франківська область,26386161,"Івано-франківська обл., Івано-Франківський р-н, вул. Хоткевича Гната, буд. 77/36","Івано-франківська обл., Івано-Франківський р-н, вул. Хоткевича Гната, буд. 77/36",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,Львівська обласна ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Львівська область,26307546,"Львівська обл., м. Львів, вул. Кишинівська, буд. 7А/2","Львівська обл., м. Львів, вул. Кишинівська, буд. 7А/2",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,Сумська обласна ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Сумська область,23633009,"Сумська обл., м. Суми, просп. Лушпи Михайла, буд. 29","Сумська обл., м. Суми, просп. Лушпи Михайла, буд. 29",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ПЕРЕЧИНСЬКА РАЙОННА ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Закарпатська область,26325544,"Закарпатська обл., Ужгородський р-н, вул. Ужгородська, буд. 102","Закарпатська обл., Ужгородський р-н, вул. Ужгородська, буд. 102",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,УЖГОРОДСЬКА РАЙОННА ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Закарпатська область,26325521,"Закарпатська обл., Ужгородський р-н, вул. Фізкультурна, буд. 14","Закарпатська обл., Ужгородський р-н, вул. Фізкультурна, буд. 14",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,КРИВОРІЗЬКА МІСЬКА ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Дніпропетровська область,33874016,"Дніпропетровська обл., м. Кривий Ріг, вул. Гірників, буд. 3","Дніпропетровська обл., м. Кривий Ріг, вул. Гірників, буд. 3",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,Черкаська обласна ОРГАНІЗАЦІЯ СДПУ,Черкаська область,26156969,"Черкаська обл., Черкаський р-н, вул. Чубинського П., буд. 72","Черкаська обл., Черкаський р-н, вул. Чубинського П., буд. 72",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,КИЇВСЬКА РЕГІОНАЛЬНА ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,київ,25745155,"м.. київ, Печерський, вул. Інститутська, буд. 17/5","м.. київ, Печерський, вул. Інститутська, буд. 17/5",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,Сумська міська ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Сумська область,23819286,"Сумська обл., м. Суми, вул. Воскресенська, буд. 14","Сумська обл., м. Суми, вул. Воскресенська, буд. 14",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,Тячівська районна ОРГАНІЗАЦІЯ СОЦІАЛ-ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Закарпатська область,26325550,"Закарпатська обл., Тячівський р-н, вул. Незалежності, буд. 30","Закарпатська обл., Тячівський р-н, вул. Незалежності, буд. 30",
СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,Центральний офіс,київ,00013563,"м.. київ, Печерський, вул. Мирного Панаса, буд. 27","м.. київ, Печерський, вул. Мирного Панаса, буд. 27",
