Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ПАРТІЯ МІСЦЕВОГО САМОВРЯДУВАННЯ,Житомирська обласна організація,Житомирська область,36710970,"Житомирська обл., Бердичівський р-н, вул. Одеська, буд. 34/2","Житомирська обл., Бердичівський р-н, вул. Одеська, буд. 34/2",
ПАРТІЯ МІСЦЕВОГО САМОВРЯДУВАННЯ,Сумська міська організація,Сумська область,38397746,"Сумська обл., м. Суми, вул. Петропавлівська, буд. 98А-1","Сумська обл., м. Суми, вул. Петропавлівська, буд. 98А-1",
ПАРТІЯ МІСЦЕВОГО САМОВРЯДУВАННЯ,Луганська обласна організація,Луганська область,36827477,"Луганська обл., м. Луганськ, вул. Побєдоносная, буд. 21","Луганська обл., м. Луганськ, вул. Побєдоносная, буд. 21",
ПАРТІЯ МІСЦЕВОГО САМОВРЯДУВАННЯ,Чернівецька обласна організація,Чернівецька область,36882559,"Чернівецька обл., Чернівецький р-н, вул. Кайндля Раймунда-Фрідріха, буд. 13","Чернівецька обл., Чернівецький р-н, вул. Кайндля Раймунда-Фрідріха, буд. 13",
ПАРТІЯ МІСЦЕВОГО САМОВРЯДУВАННЯ,Вінницька обласна організація,Вінницька область,36886417,"Вінницька обл., Вінницький р-н, вул. Келецька, буд. 59","Вінницька обл., Вінницький р-н, вул. Келецька, буд. 59",
ПАРТІЯ МІСЦЕВОГО САМОВРЯДУВАННЯ,Львівська Обласна організація,Львівська область,38989783,"Львівська обл., м. Львів, вул. Медової Печери, буд. 38","Львівська обл., м. Львів, вул. Медової Печери, буд. 38",
ПАРТІЯ МІСЦЕВОГО САМОВРЯДУВАННЯ,Сумська обласна організація,Сумська область,38244509,"Сумська обл., м. Суми, вул. Петропавлівська, буд. 98А-1","Сумська обл., м. Суми, вул. Петропавлівська, буд. 98А-1",
ПАРТІЯ МІСЦЕВОГО САМОВРЯДУВАННЯ,Чернігівська обласна організація,Чернігівська область,36809966,"Чернігівська обл., Прилуцький р-н, вул. Швидченка, буд. 87","Чернігівська обл., Прилуцький р-н, вул. Швидченка, буд. 87",
ПАРТІЯ МІСЦЕВОГО САМОВРЯДУВАННЯ,Тернопільська обласна організація,Тернопільська область,36829783,"Тернопільська обл., Тернопільський р-н, бульв. Просвіти, буд. 6/35","Тернопільська обл., Тернопільський р-н, бульв. Просвіти, буд. 6/35",
ПАРТІЯ МІСЦЕВОГО САМОВРЯДУВАННЯ,Центральний офіс,київ,36473573,"м. київ, Голосіївський, вул. Микільсько-Ботанічна, буд. 6/8","м. київ, Голосіївський, вул. Микільсько-Ботанічна, буд. 6/8","ТВБВ №10026/0540 ГУ по м.Києву та Київській області АТ ""Ощадбанк"", ЄДРПОУ: 09322277, р/р № UA183226690000026009300083602"
