Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ВІННИЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Вінницька область,20097800,"Вінницька обл., Вінницький р-н, вул. Келецька, буд. 84","Вінницька обл., Вінницький р-н, вул. Келецька, буд. 84",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ДНІПРОПЕТРОВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Дніпропетровська область,20297700,"Дніпропетровська обл., Камʼянський р-н, вул. Гагаріна, буд. 27","Дніпропетровська обл., Камʼянський р-н, вул. Гагаріна, буд. 27",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ЖИТОМИРСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Житомирська область,20404930,"Житомирська обл., м. Житомир, пров. Фабричний 2, буд. 11","Житомирська обл., м. Житомир, пров. Фабричний 2, буд. 11",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ЗАПОРІЗЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Запорізька область,25484909,"Запорізька обл., м. Запоріжжя, вул. Перемоги, буд. 2","Запорізька обл., м. Запоріжжя, вул. Перемоги, буд. 2",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ,Івано-франківська область,20559910,"Івано-франківська обл., Івано-Франківський р-н, вул. Стрільців Січових, буд. 41","Івано-франківська обл., Івано-Франківський р-н, вул. Стрільців Січових, буд. 41",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,КИЇВСЬКА МІСЬКА РЕГІОНАЛЬНА ОРГАНІЗАЦІЯ,київ,22933040,"м.. київ, Шевченківський, вул. Саксаганського, буд. 133А","м.. київ, Шевченківський, вул. Саксаганського, буд. 133А",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,КИЇВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ,київ,24213309,"м.. київ, Печерський, вул. Госпітальна, буд. 12","м.. київ, Печерський, вул. Госпітальна, буд. 12",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Львівська область,25552350,"Львівська обл., м. Львів, вул. Філатова В. академіка, буд. 16","Львівська обл., м. Львів, вул. Філатова В. академіка, буд. 16",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,МИКОЛАЇВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ,Миколаївська область,24787826,"Миколаївська обл., м. Миколаїв, вул. Велика Морська, буд. 45","Миколаївська обл., м. Миколаїв, вул. Велика Морська, буд. 45",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ОДЕСЬКА ОБЛАСНА ОРГАНИЗАЦИЯ,Одеська область,23207181,"Одеська обл., м. Одеса, пл. Незалежності (Київський р-н, ), 11","Одеська обл., м. Одеса, пл. Незалежності (Київський р-н, ), 11",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,СУМСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ,Сумська область,06710872,"Сумська обл., м. Суми, вул. Новомістенська, буд. 31-1","Сумська обл., м. Суми, вул. Новомістенська, буд. 31-1",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ЧЕРНІВЕЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Чернівецька область,21433619,"Чернівецька обл., Чернівецький р-н, вул. Шептицького Андрея Митрополита, буд. 4","Чернівецька обл., Чернівецький р-н, вул. Шептицького Андрея Митрополита, буд. 4",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ТЕРНОПІЛЬСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Тернопільська область,14030004,"Тернопільська обл., Тернопільський р-н, бульв. Шевченка Тараса, буд. 23","Тернопільська обл., Тернопільський р-н, бульв. Шевченка Тараса, буд. 23",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ЧЕРНІГІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Чернігівська область,25571241,"Чернігівська обл., м. Чернігів, вул. Полуботка гетьмана, буд. 10","Чернігівська обл., м. Чернігів, вул. Полуботка гетьмана, буд. 10",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ЧЕРКАСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Черкаська область,21355581,"Черкаська обл., м. Черкаси, вул. 30-річчя Перемоги, буд. 22/1","Черкаська обл., м. Черкаси, вул. 30-річчя Перемоги, буд. 22/1",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ,Харківська область,23328401,"Харківська обл., м. Харків, вул. Полтавський Шлях, буд. 12","Харківська обл., м. Харків, вул. Полтавський Шлях, буд. 12",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ХЕРСОНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ,Херсонська область,24104980,"Херсонська обл., м. Херсон, просп. Будівельників, буд. 1/62","Херсонська обл., м. Херсон, просп. Будівельників, буд. 1/62",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ХМЕЛЬНИЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Хмельницька область,23651728,"Хмельницька обл., Хмельницький р-н, вул. Зарічанська, буд. 2","Хмельницька обл., Хмельницький р-н, вул. Зарічанська, буд. 2",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ПОЛТАВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ,Полтавська область,22529787,"Полтавська обл., м. Полтава, вул. Кукоби Анатолія, буд. 17/2","Полтавська обл., м. Полтава, вул. Кукоби Анатолія, буд. 17/2",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ЗАПОРІЗЬКА МІСЬКА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Запорізька область,25890383,"Запорізька обл., м. Запоріжжя, вул. Перемоги, буд. 2","Запорізька обл., м. Запоріжжя, вул. Перемоги, буд. 2",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,ХАРКІВСЬКА МІСЬКА ОРГАНІЗАЦІЇ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Харківська область,25863647,"Харківська обл., м. Харків, вул. Полтавський Шлях, буд. 52","Харківська обл., м. Харків, вул. Полтавський Шлях, буд. 52",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,СУМСЬКА МІСЬКА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Сумська область,24004178,"Сумська обл., м. Суми, вул. Новомістенська, буд. 31/1","Сумська обл., м. Суми, вул. Новомістенська, буд. 31/1",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,КРЕМЕНЧУЦЬКА РАЙОННА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Полтавська область,35538901,"Полтавська обл., Кременчуцький р-н, вул. Центральна, буд. 204","Полтавська обл., Кременчуцький р-н, вул. Центральна, буд. 204",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,НОВОЗАВОДСЬКА РАЙОННА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Чернігівська область,25901945,"Чернігівська обл., м. Чернігів, вул. Полуботка гетьмана, буд. 10","Чернігівська обл., м. Чернігів, вул. Полуботка гетьмана, буд. 10",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,СУМСЬКА РАЙОННА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Сумська область,35540177,"Сумська обл., м. Суми, вул. Новомістенська, буд. 31/1","Сумська обл., м. Суми, вул. Новомістенська, буд. 31/1",
ДЕМОКРАТИЧНА ПАРТІЯ УКРАЇНИ,МОНАСТИРИЩЕНСЬКА РАЙОННА ОРГАНІЗАЦІЯ ДЕМОКРАТИЧНОЇ ПАРТІЇ УКРАЇНИ,Черкаська область,25770319,"Черкаська обл., Уманський р-н, вул. Соборна, буд. 3","Черкаська обл., Уманський р-н, вул. Соборна, буд. 3",
