Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЖИТОМИРСЬКА ТЕРИТОРІАЛЬНА організація,Житомирська область,39682762,"Житомирська обл., м. Житомир, вул. Сльоти Івана, буд. 32/98","Житомирська обл., м. Житомир, вул. Сльоти Івана, буд. 32/98","Державний ощадний банк України ПАТ ФІЛІЯ Житомирське ОУ ТБВ № 10005/066, ЄДРПОУ: 09311380, р/р №  UA133116470000026000300890814; Державний ощадний банк України ПАТ ФІЛІЯ Житомирське ОУ ТБВ № 10005/066, ЄДРПОУ: 09311380, р/р № UA703116470000026044300890814"
ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Кременчуцька міська організація,Полтавська область,39957532,"Полтавська обл., м. Кременчук, вул. 29 Вересня, буд. 10/24","Полтавська обл., м. Кременчук, вул. 29 Вересня, буд. 10/24","АБ ПРИВАТБАНК, ЄДРПОУ: 14360570, р/р № UA063052990000026001001203347"
ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ПОЛТАВСЬКА МІСЬКА організація,Полтавська область,39962153,"Полтавська обл., м. Полтава, вул. Котляревського, буд. 22","Полтавська обл., м. Полтава, вул. Котляревського, буд. 22","АБ Укргазбанк, ЄДРПОУ: 23697280, р/р № UA313204780000026000212002144"
ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЛУГАНСЬКА ТЕРИТОРІАЛЬНА організація,Луганська область,39825996,"Луганська обл., м. Сєвєродонецьк, вул. Ліщини Богдана, буд. 37","Луганська обл., м. Сєвєродонецьк, вул. Ліщини Богдана, буд. 37","АТ КБ Приватбанк, ЄДРПОУ: 14360570, р/р № UA583047950000026009053718941; АТ КБ Приватбанк, ЄДРПОУ: 14360570, р/р № UA173047950000026043053705040"
ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ПОЛТАВСЬКА ТЕРИТОРІАЛЬНА організація,Полтавська область,26090791,"Полтавська обл., м. Полтава, вул. Соборності, буд. 50","Полтавська обл., м. Полтава, вул. Соборності, буд. 50","АТ КБ ПРИВАТБАНК, ЄДРПОУ: 14360570, р/р № UA973052990000026001016223129; АТ КБ ПРИВАТБАНК, ЄДРПОУ: 14360570, р/р № UA873052990000026040006206054; АБ УКРГАЗБАНК, ЄДРПОУ: 23697280, р/р № UA693204780000026045903291382; АБ УКРГАЗБАНК, ЄДРПОУ: 23697280, р/р № UA963204780000000026000279199"
ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРНІГІВСЬКА ТЕРИТОРІАЛЬНА організація,Чернігівська область,39742680,"Чернігівська обл., м. Чернігів, вул. Магістратська, буд. 4","Чернігівська обл., м. Чернігів, вул. Магістратська, буд. 4","АТ КБ ПРИВАТБАНК, ЄДРПОУ: 14360570, р/р № UA623052990000026004006302109; АТ КБ ПРИВАТБАНК, ЄДРПОУ: 14360570, р/р № UA323052990000026046006301124"
ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ХЕРСОНСЬКА ТЕРИТОРІАЛЬНА організація,Херсонська область,39438699,"Херсонська обл., м. Херсон, вул. Перекопська, буд. 39","Херсонська обл., м. Херсон, вул. Перекопська, буд. 39","АБ Укргазбанк, ЄДРПОУ: 23697280, р/р № UA973204780000000026001266059"
ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВОЛИНСЬКА ТЕРИТОРІАЛЬНА організація,Волинська область,39402400,"Волинська обл., Луцький р-н, просп. Волі, буд. 29","Волинська обл., Луцький р-н, просп. Волі, буд. 29","Акціонерний банк ""Південний"", ЄДРПОУ: 20953647, р/р № UA453282090000026006010004725; Акціонерний банк ""Південний"", ЄДРПОУ: 20953647, р/р № UA67328209 0000026040010004725"
ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,СУМСЬКА ТЕРИТОРІАЛЬНА організація,Сумська область,39587135,"Сумська обл., м. Суми, вул. Горького, буд. 12","Сумська обл., м. Суми, вул. Горького, буд. 12","АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA853375460000026009055016910; АТ КБ ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA353375460000026042055006794"
ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,МИКОЛАЇВСЬКА ТЕРИТОРІАЛЬНА організація,Миколаївська область,26029188,"Миколаївська обл., м. Миколаїв, просп. Центральний, буд. 93В/1","Миколаївська обл., м. Миколаїв, просп. Центральний, буд. 93В/1","ПАТ КБ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA543266100000026001053219711; ПАТ КБ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA473052990000026009021701638; ПАТ КБ""ПРИВАТБАНК"", ЄДРПОУ: 14360570, р/р № UA763052990000026046021701022"
