Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Нежитлова будівля,"м. Житомир, вул. І. Сльоти, буд. 32/98",70.0,,01.04.2020,18538.39,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"Полтавська обл., м. Полтава, вул. Соборності 50, кв 35",10.0,,01.07.2020,182741.12,Договір позички (користування),,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"Луганська обл., м. Сєвєродонецьк, вул. Науки 1",120.0,,08.07.2021,2000000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"Полтавська обл., м. Полтава, вул. Соборності, буд. 50, кв. 35",98.5,,01.07.2020,1800000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"м. Чернігів, вул. Кирпоноса 21",54.4,,12.05.2020,816000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Нежитлова будівля,"Херсонська обл., м. Херсон, вул. Перекопська, буд. 39А",185.0,,01.02.2020,3848000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"Волинська обл., м. Луцьк, просп. Волі, буд. 29",54.7,,01.01.2022,444525.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"Сумська обл., м. Суми, вул. Першотравнева, буд. 29",120.89,,16.03.2020,1586000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,м. Миколаїв. прст Центральний №93В/1,53.0,,01.09.2021,52000.0,Оренда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"0 Закарпатська обл., м. Ужгород, вул. Капушанської буд. 1",69.0,,01.01.2022,1350000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"м. Хмельницький, пров. Пушкіна 11",40.5,,01.07.2019,10714.32,Суборенда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"Хмельницька обл., Шепетівський р-н, м. Нетішин, просп. Незалежності 22",35.3,,10.02.2016,138094.3,Оренда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"Вінницька обл., м. Вінниця пр. Гагаріна №4",171.8,,01.01.2021,450000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"УКРАЇНА, м. Острог, Лесі Українки, дом № 21",17.3,,01.06.2021,61524.3,Оренда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"Рівненська обл., м. Костопіль, вул. Рівненська, буд. 56А",18.0,,01.06.2021,0.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"м. Рівне, вул. Директорії, буд. 5, приміщення 22",42.2,,01.08.2021,0.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"м. Харків, вул. Мироносицька 57",193.0,,20.07.2020,2793727.38,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"м. Київ, вул. Лаврська, буд. 16",12.0,,15.06.2020,14427.12,Оренда,,,Юридична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
Офіс,"Кіровоградська обл., м. Кропивницький, вул. Велика Перспективна, буд. 3/5, кв. 24",100.0,,01.01.2022,2500000.0,Оренда,,,Фізична особа,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,2022-03-31,1,2022
