Вид нематеріального активу,Назва нематеріального активу,Місцезнаходження обʼєкта,Дата придбання,Вартість придбання,Наявність обтяжень,Дата відчуження,Вартість відчуження майна,Сума доходу (грн),Балансова вартість на кінець звітного періоду (грн),Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С :Підприємство 8,"м. Київ, вул. Турівська, буд. 15",2013-02-01,5760,обтяження відсутнє,,,,96,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2018
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С :Підприємство 8 (додаткове робоче місце),"м. Київ, вул. Турівська, буд. 13",2013-10-11,1440,обтяження відсутнє,,,,216,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2018
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С :Підприємство 8 (клієнт- банк),"м. Київ, вул. Турівська, буд. 13",2017-02-20,1560,обтяження відсутнє,,,,1222,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2018
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",1-С :Підприємство 8 (додаткове робоче місце),"м. Київ, вул. Турівська, буд. 13",2017-03-16,7332,обтяження відсутнє,,,,"5865,6","Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""Батьківщина"" Свідоцтво серія ДП № 925",м. Дніпро,2002-03-05,,обтяження відсутнє,,,,,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",сайт,"м. Київ, вул. Турівська, буд. 15",2018-03-16,"1305,7",обтяження відсутнє,,,,"1305,7","Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен,,,,обтяження відсутнє,,,72,,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен byut.com.ua,,,,обтяження відсутнє,2020-04-30,,"58,5",,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен bа.org.ua,,,,обтяження відсутнє,2020-04-30,,66,,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен videonarada.kiev.ua,,,,обтяження відсутнє,2018-12-31,,"47,5",,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друкований засіб масової інформації ""Батьківщина"" (Свідоцтво серії ВЦ № 603)","м. Вінниця, вул. Петра Запорожця, буд. 46-А",2005-06-29,,обтяження відсутнє,,,,,"Всеукраїнське об'єднання ""Батьківщина""",Вінницька обласна організація,25511109,Вінницька область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Сайт ""Батькіщина Вінницька обласна організація",,2016-03-01,,обтяження відсутнє,,,,,"Всеукраїнське об'єднання ""Батьківщина""",Вінницька обласна організація,25511109,Вінницька область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",домен ba.vn.ua,"Німеччина, Rosa-Luxemburg-Straße 14, 10178 Berlin",2018-01-01,"278,64",обтяження відсутнє,2018-12-31,,"92,88",,"Всеукраїнське об'єднання ""Батьківщина""",Вінницька обласна організація,25511109,Вінницька область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Газета ""Батьківщина Волині""","м. Луцьк, вул. Набережна, буд. 2",2017-06-09,,обтяження відсутнє,,,,,"Всеукраїнське об'єднання ""Батьківщина""",Волинська обласна організація,25787544,Волинська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Сайт batkivshyna.volyn.ua,"м. Луцьк, вул. Набережна, буд. 2",,,обтяження відсутнє,,,,,"Всеукраїнське об'єднання ""Батьківщина""",Волинська обласна організація,25787544,Волинська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Домен batkivshyna.volyn.ua,"м. Луцьк, вул. Набережна, буд. 2",2017-05-11,,обтяження відсутнє,2018-05-11,,105,,"Всеукраїнське об'єднання ""Батьківщина""",Волинська обласна організація,25787544,Волинська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друковані засоби масової інформації газета ""14 днів""","м. Дніпро, вул. Михайла Грушевського, буд. 8",2009-01-23,,обтяження відсутнє,,,,,"Всеукраїнське об'єднання ""Батьківщина""",Дніпропетровська обласна організація,25788756,Дніпропетровська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Друковані засоби масової інформації газета ""Хочу в прорив""","м. Дніпро, вул. Михайла Грушевського, буд. 8",2008-06-23,,обтяження відсутнє,,,,,"Всеукраїнське об'єднання ""Батьківщина""",Дніпропетровська обласна організація,25788756,Дніпропетровська область,1,2018
