Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ВІННИЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Вінницька область,25498751,"Вінницька обл., Крижопільський р-н, вул. Соборна, буд. 27","Вінницька обл., Крижопільський р-н, вул. Соборна, буд. 27",
КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,КАЛИНІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Вінницька область,37258814,"Вінницька обл., Калинівський р-н, вул. Підгорна, буд. 39","Вінницька обл., Калинівський р-н, вул. Підгорна, буд. 39",
КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ВОЛИНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Волинська область,21741350,"Волинська обл., м. Луцьк, вул. Ярощука, буд. 10","Волинська обл., м. Луцьк, вул. Ярощука, буд. 10",
КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,МІСЬКА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Волинська область,21737182,"Волинська обл., м. Нововолинськ, вул. Сонячна, буд. 1","Волинська обл., м. Нововолинськ, вул. Сонячна, буд. 1",
КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,РАЙОННА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Волинська область,20142831,"Волинська обл., Горохівський р-н, вул. Незалежності, буд. 2","Волинська обл., Горохівський р-н, вул. Незалежності, буд. 2",
КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ЛЮБЕШІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛАСТІВ,Волинська область,33199499,"Волинська обл., Любешівський р-н, вул. Незалежності, буд. 70","Волинська обл., Любешівський р-н, вул. Незалежності, буд. 70",
КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ДНІПРОПЕТРОВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Дніпропетровська область,20232926,"Дніпропетровська обл., м. Дніпро, вул. Березинська, буд. 30","Дніпропетровська обл., м. Дніпро, вул. Березинська, буд. 30",
КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,КРИВОРІЗЬКА МІСЬКА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Дніпропетровська область,26370473,"Дніпропетровська обл., м. Кривий Ріг, вул. Гімалайська, буд. 34","Дніпропетровська обл., м. Кривий Ріг, вул. Гімалайська, буд. 34",
КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ПАВЛОГРАДСЬКА МІСЬКА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Дніпропетровська область,34052156,"Дніпропетровська обл., м. Дніпро, вул. Шмідта (Центральний, Чечелівський райони), 17","Дніпропетровська обл., м. Дніпро, вул. Шмідта (Центральний, Чечелівський райони), 17",
КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,НОВОМОСКОВСЬКА МІСЬКА організація,Дніпропетровська область,26238390,"Дніпропетровська обл., Новомосковський р-н, вул. Калнишевського, буд. 8","Дніпропетровська обл., Новомосковський р-н, вул. Калнишевського, буд. 8",
