Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Офіс,"Львівська обл., м. Львів, вул. Сахарова буд. 42",4.0,,01.07.2023,0,Оренда,"ПАТ ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2024-03-31,1,2024
Офіс,"м. Львів, вул. Сахарова, буд. 42",4.0,,01.07.2023,0,Оренда,"ПрАТ ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2024-03-31,1,2024
Офіс,"Львівська обл., м. Львів, вул. Сахарова, буд. 42",10.5,,01.07.2023,0,Оренда,"Приватне акціонерне товариство ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2024-03-31,1,2024
Офіс,"Львівська обл., м. Львів, вул. Сахарова буд. 42",4.0,,01.07.2023,0,Оренда,"ПАТ ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2024-06-30,2,2024
Офіс,"м. Львів, вул. Сахарова, буд. 42",4.0,,01.07.2023,0,Оренда,"ПрАТ ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2024-06-30,2,2024
Офіс,"Львівська обл., м. Львів, вул. Сахарова, буд. 42",10.5,,01.07.2023,0,Оренда,"Приватне акціонерне товариство ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2024-06-30,2,2024
Офіс,"Львівська обл., м. Львів, вул. Сахарова буд. 42",4.0,,01.07.2024,0,Оренда,"ПАТ ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2024-09-30,3,2024
Офіс,"м. Львів, вул. Сахарова, буд. 42",4.0,,01.07.2024,0,Оренда,"ПрАТ ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2024-09-30,3,2024
Офіс,"Львівська обл., м. Львів, вул. Сахарова, буд. 42",10.5,,01.07.2024,0,Оренда,"Приватне акціонерне товариство ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2024-09-30,3,2024
Офіс,"Львівська обл., м. Львів, вул. Сахарова буд. 42",4.0,,01.07.2024,0,Оренда,"ПАТ ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2024-12-31,4,2024
Офіс,"м. Львів, вул. Сахарова, буд. 42",4.0,,01.07.2024,0,Оренда,"ПрАТ ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2024-12-31,4,2024
Офіс,"Львівська обл., м. Львів, вул. Сахарова, буд. 42",10.5,,01.07.2024,0,Оренда,"Приватне акціонерне товариство ""Промбудприлад""",31588943,Юридична особа,ОБʼЄДНАННЯ САМОПОМІЧ,2024-12-31,4,2024
