Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
Сила і Честь,Черкаська обласна організація Сила і Честь ,Черкаська область,33363204,м. Черкаси,м. Черкаси,
Сила і Честь,Львівська обласна організація Сила і Честь,Львівська область,33981638,м. Львів,м. Львів,
Сила і Честь,Закарпатська обласна організація Сила і Честь,Закарпатська область,33985386,м. Ужгород,м. Ужгород,
Сила і Честь,Чернігівська обласна організація Сила і Честь,Чернігівська область,34018288,м. Чернігів,м. Чернігів,
Сила і Честь,Волинська обласна організація Сила і Честь,Волинська область,33381532,м. Луцьк,м. Луцьк,
Сила і Честь,Одеська обласна організація Сила і Честь,Одеська область,33386279,м. Одеса,м. Одеса,
Сила і Честь,Миколаївська обласна організація Сила і Честь,Миколаївська область,33896286,м. Миколаїв,м. Миколаїв,
Сила і Честь,Одеська міська організація Сила і Честь,Одеська область,33568054,м. Одеса ,м. Одеса ,
Сила і Честь,Вінницька обласна організація Сила і Честь,Вінницька область,33966173,м. Вінниця,м. Вінниця,
Сила і Честь,Львівська обласна організація Сила і Честь,Львівська область,33981601,м Львів,м Львів,
Сила і Честь,Харківська обласна організація Сила і Честь,Харківська область,33291780,м. Харків,м. Харків,
Сила і Честь,Херсонська обласна організація Сила і Честь,Херсонська область,33731075,м. Херсон,м. Херсон,
Сила і Честь,Тернопільська обласна організація Сила і Честь,Тернопільська область,33992655,м. Тернопіль ,м. Тернопіль ,
Сила і Честь,Білоцерківська міська організація Сила і Честь,Київська область,36822704,"Київська обл., м. Біла Церква ","Київська обл., м. Біла Церква ",
Сила і Честь,Чернівецька обласна організація Сила і Честь,Чернівецька область,33337064,м. Чернівці,м. Чернівці,
Сила і Честь,Івано-Франківська обласна організація Сила і Честь,Івано-Франківська область,34077542,м. Івано-Франківськ,м. Івано-Франківськ,
Сила і Честь,Кіровоградська обласна організація Сила і честь,Кіровоградська область,33962971,м. Кропивницький,м. Кропивницький,
Сила і Честь,Центральний офіс Сила і Честь,Україна,33308363,"м. Київ, вул. Курганівська, буд. 3А, оф. 115","м. Київ, вул. Курганівська, буд. 3А, оф. 115","№26006300663605,МФО 322669; АТ ""Укрексімбанк"" м. Київ, накопичувальний рахунок виборчого фонду №26416010000001, МФО 322313; АТ ""Укрексімбанк"" м. Київ, поточний рахунок виборчого фонду №26416010000002, МФО 322313"
Сила і Честь,Київська обласна організація Сила і Честь,Київська область,34001871,"Київська обл., Києво-Святошинський р-н, с. Петропавлівська Борщагівка ","Київська обл., Києво-Святошинський р-н, с. Петропавлівська Борщагівка ",
