Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
СЛУГА НАРОДУ,ХАРКІВСЬКА ОБЛАСНА організація,Харківська область,43660231,"Харківська обл., м. Харків, вул. Суздальські Ряди, буд. 12","Харківська обл., м. Харків, вул. Суздальські Ряди, буд. 12","АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA973223130000026007000044602; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA043223130000026048000010059; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA053223130000029249001834223"
СЛУГА НАРОДУ,ПОЛТАВСЬКА ОБЛАСНА організація,Полтавська область,43693094,"Полтавська обл., м. Полтава, вул. Сковороди, буд. 2В","Полтавська обл., м. Полтава, вул. Сковороди, буд. 2В","АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA643223130000026008000044968; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA023223130000002924100018678; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA393223130000026041000010346"
СЛУГА НАРОДУ,ЧЕРНІВЕЦЬКА ОБЛАСНА організація,Чернівецька область,43671311,"Чернівецька обл., м. Чернівці, вул. Бандери Степана, буд. 9","Чернівецька обл., м. Чернівці, вул. Бандери Степана, буд. 9","АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA763223130000026009000044718; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA943223130000029244000110750; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA393223130000026041000010249"
СЛУГА НАРОДУ,КИЇВСЬКА МІСЬКА організація,київ,43709004,"м.. київ, Печерський, вул. Заньковецької, буд. 3/1","м.. київ, Печерський, вул. Заньковецької, буд. 3/1","АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA903223130000026003000045155"
СЛУГА НАРОДУ,СУМСЬКА ОБЛАСНА організація,Сумська область,43678249,"Сумська обл., м. Суми, пров. 9 Травня, буд. 4","Сумська обл., м. Суми, пров. 9 Травня, буд. 4","АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA783223130000026001000044954; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA973223130000002924700018616; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA133223130000026045000010096"
СЛУГА НАРОДУ,ВОЛИНСЬКА ОБЛАСНА організація,Волинська область,43691034,"Волинська обл., м. Луцьк, вул. Набережна, буд. 4А","Волинська обл., м. Луцьк, вул. Набережна, буд. 4А","АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA273223130000026006000044926; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA883223130000002924600018471; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA133223130000026049000010348"
СЛУГА НАРОДУ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,Тернопільська область,43723249,"Тернопільська обл., м. Тернопіль, вул. Чорновола Вʼячеслава, буд. 1","Тернопільська обл., м. Тернопіль, вул. Чорновола Вʼячеслава, буд. 1","АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA783223130000026004000045143; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA353223130000000292460001919"
СЛУГА НАРОДУ,КИЇВСЬКА ОБЛАСНА організація,Київська область,43696886,"Київська обл., Бориспільський р-н, вул. Київський Шлях, буд. 69А","Київська обл., Бориспільський р-н, вул. Київський Шлях, буд. 69А","АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA233223130000026002000045037; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA493223130000026048000010510"
СЛУГА НАРОДУ,ЧЕРКАСЬКА ОБЛАСНА організація,Черкаська область,43705261,"Черкаська обл., м. Черкаси, бульв. Шевченка, буд. 150","Черкаська обл., м. Черкаси, бульв. Шевченка, буд. 150","АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA823223130000026007000044969; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA673223130000026042000010293"
СЛУГА НАРОДУ,КРИВОРІЗЬКА МІСЬКА організація,Дніпропетровська область,43945782,"Дніпропетровська обл., м. Кривий Ріг, вул. Матусевича Віталія, буд. 8","Дніпропетровська обл., м. Кривий Ріг, вул. Матусевича Віталія, буд. 8","АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA033223130000026001000047274; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA023223130000029245001539630; АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ"", ЄДРПОУ: 00032112, р/р № UA553223130000026043000010281"
