Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Нежитлова будівля,"Харківська обл., м. Купʼянськ, вул. Сватівська, буд. 51, нежитлове приміщення (офісне) №2 (кабінет №1) на першому поверсі будівлі літера ""Ж 1""",34.3,,01.07.2021,0.0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Харківська обл., Красноградський р-н, м. Красноград, вул. Преображенська, буд. 6, нежитлове приміщення під літ.""А"" в напівпідвальному поверсі пʼятиповерхового житлового цегляного будинку",92.7,,01.09.2021,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Харківська обл., Богодухівський р-н, м. Богодухів, вул. Шевченка, буд. 11, частина нежитлового приміщення під літ. ""А-1"" на І поверсі будівлі",13.5,,17.09.2021,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Харківська обл., Богодухівський р-н, м. Богодухів, вул. Шевченка, буд. 11, частина нежитлового приміщення під літ. ""А-1"" на І поверсі будівлі",56.8,,01.01.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Харківська обл., м. Чугуїв, вул. Жадановськго, буд. 2, частина нежитлових приміщень 1-го поверху №73-1-:-73-5 в літ.""А-1""",20.0,,01.12.2021,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Харківська обл., м. Чугуїв, вул. Жадановськго, буд. 2, частина нежитлових приміщень 1-го поверху №73-1-:-73-5 в літ.""А-1""",16.1,,01.01.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Харківська обл., м. Лозова, вул. Грушевського Михайла, буд. 4, приміщення 3, частина нежитлового вбудованого приміщення під літерою ""А-5"" на І поверсі будівлі, літ. ""а 1""-ганок",51.2,,01.12.2021,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Харківська обл., м. Лозова, вул. Грушевського Михайла, буд. 4, приміщення 3, частина нежитлового вбудованого приміщення під літерою ""А-5"" на І поверсі будівлі, літ. ""а 1""-ганок",62.9,,01.01.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Харків, вул. Суздальські Ряди, буд. 12, нежитлові приміщення №17; 17а; 26; 26а; 27; 12; 29; 29а; 29б; 29в, що розташовані на першому поверсі та приміщення №1а, що розташоване на четвертому поверсі",295.5,,01.04.2023,0.0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Харківська обл., м. Ізюм, пров. Соборний, буд. 3, частина нежитлового приміщення під літ. ""А-5"" на першому поверсі",30.6,,01.05.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Харківська обл., м. Ізюм, пров. Соборний, буд. 3, частина нежитлового приміщення під літ. ""А-5"" на першому поверсі",10.1,,01.08.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Полтава, вул. Сковороди, буд. 2В, нежитлове приміщення №16",84.9,,18.07.2022,0.0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Полтавська обл., м. Кременчук, вул. Соборна, буд. 40/2, нежитлове приміщення №10",45.51,,07.11.2022,0.0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Полтавська обл., м. Пирятин, вул. Соборна, буд. 18А, нежитлове приміщення №18",23.0,,02.11.2022,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Полтава, вул. Гоголя, буд. 32",76.1,,27.02.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Полтавська обл., Лубенський р-н, м. Гребінка, пров. Спортивний, буд. 2А",55.8,,14.06.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Полтавська обл., Лохвицький р-н, м. Лохвиця, вул. Перемоги буд. 13",32.1,,01.08.2023,0.0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Полтавська обл., м. Миргород, вул. Незалежності, буд.№22/12",26.1,,03.10.2023,0.0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Полтавська обл., Кобеляцький р-н, м. Кобеляки, вул. Дніпропетровська, буд. 9",52.9,,05.10.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Полтавська обл., м. Гадяч, вул. Гетьманська, буд. 62Б",59.8,,10.10.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Чернівці, вул. БАНДЕРИ СТЕПАНА, буд. 9",102.6,,17.05.2021,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Чернівецька обл., Вижницький р-н, м. Вижниця, вул. Українська, буд. 67, приміщення 2",36.9,,14.03.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Чернівецька обл., Кіцманський р-н, м. Кіцмань, вул. І. Миколайчука, буд. №4/1",36.6,,07.08.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Чернівецька обл., Сторожинецький р-н, м. Сторожинець, вул. Кобилянської, буд. 4/1",32.0,,03.08.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Чернівецька обл., Чернівецький р-н, м. Новоселиця, вул. Центральна, буд. 98, приміщення 35",56.5,,21.11.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Київ, вул. Шепелєва Миколи, будівля №13, нежитлові приміщення з №1 по №9 (групи приміщень №130) на першому поверсі",82.2,,09.09.2021,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Київ, вул. Празька, буд. №18, нежитлове приміщення з №1 по №5 (групи приміщень №58а) ( в літері А) на першому поверсі",60.0,,20.10.2021,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Київ, просп. Лобановського Валерія, буд. 144, приміщення 2-О",51.3,,01.06.2022,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Київ, просп. Бажана Миколи, буд. 26, частина нежитлового приміщення №1 на першому поверсі",50.4,,20.01.2022,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Київ, вул. Булгакова, буд. 15А, приміщення 2, група нежитлових приміщень в літ. ""Б""",44.8,,14.02.2022,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Київ, вул. Костянтинівська/Фролівська, буд. 1/2, частина нежитлового приміщення в літ ""А""",117.8,,16.11.2022,0.0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Київ, вул. Гончара Олеся, буд. 47/49, нежитлові приміщення з №1 по №6 ( групи приміщень №31) в літері ""А""",79.3,,01.01.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Київ, вул. Заньковецької, буд. 3/1, приміщення 1",90.9,,01.01.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Київ, просп. Оболонський, буд. 26, нежитлові приміщення з №1 по №3 групи приміщеннь 379а",24.1,,20.02.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Сумська обл., м. Ромни, вул. Коржівська, буд. 121, приміщення 33, частина нежитлового приміщення на першому поверсі будівлі",41.81,,01.07.2021,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Суми, пров. 9 Травня, буд. 4, частина нежитлового приміщення на першому поверсі будинку",171.5,,05.01.2022,0.0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Сумська обл., м. Охтирка, вул. Армійська, буд. 1, частина нежитлового приміщення будівлі (літера В 1 на першому поверсі)",65.9,,01.04.2023,0.0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Сумська обл., м. Шостка, вул. Депутатська, буд. 15, частина нежитлового приміщення на другому поверсі",64.4,,01.08.2023,0.0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Сумська обл., м. Конотоп, просп. Миру, буд. 40/1, частина нежитлового приміщення на першому поверсі",43.5,,01.08.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Волинська обл., м. Володимир-Волинський, вул. Князя Василька, буд. 1, офісне приміщення на першому поверсі",46.3,,01.09.2022,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"Волинська обл., м. Камінь-Каширський, вул. Шевченка, буд. 5, нежитлове приміщення №1-4 на другому поверсі",17.8,,01.11.2021,0.0,Оренда,,,Юридична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
Нежитлова будівля,"м. Луцьк, вул. Набережна, буд. 4А, нежитлове приміщення 144 на першому поверсі",114.6,,01.01.2023,0.0,Оренда,,,Фізична особа,СЛУГА НАРОДУ,2023-12-31,4,2023
