Вид нематеріального активу,Назва нематеріального активу,Партія,Квартал,Рік
Авторське право та суміжні з ним права,Програма для ЕОМ Microsoft Windows 10 Professional 32/64-bit,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програма для ЕОМ MICROSOFT OFFICE HOME AND BUSINESS,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програма для ЕОМ Microsoft Windows 10 Professional 32/64-bit,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програма для ЕОМ Microsoft Windows 10 Professional 32/64-bit,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програма для ЕОМ Microsoft Windows 10 Professional 32/64-bit,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Веб-сайт https://sluganarodu-kh.com.ua/,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ""Binotel""",СЛУГА НАРОДУ,4,2023
Право використання доменного імені,Домен sluganarodu-kh.com.ua,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ""M.e.doc""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програмне забезпечення Вчасно,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програмне забезпечення ""Binotel""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""М.Е.dос""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft 365 Apps for business ,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ПЗ ""Binotel"" ",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ""M.e.doc""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програмне забезпечення ""Binotel""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ M.E.Doc ""Звітність"", модуль ""Звітність"", мережева версія",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта"" ",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права, Програма для ЕОМ Microsoft Windows 10 Professional 64 (FQC-08978),СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ""Binotel""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ""М.е.doc"" ",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта"" ",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта"" ",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Цифровий ключ ліцензії Windows 10 Pro,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Цифровий ключ ліцензії Windows 10 Pro,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Ліцензія на використання програми для ЕОМ ""M.e.doc""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Ліцензія на використання програми для ЕОМ ""Binotel""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програма Microsoft Office 365 Business,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Інформаційний ресурс Головбух,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft Windows 10,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft Windows 10,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ПЗ ""Binotel""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програмне забезпечення M.E.Doc ,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта"" ",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Microsoft Office 365 Business Bassic ,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ""Binotel""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для EOM ""M.E.Doс""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Офісний додаток Microsoft 365 Busines BasicP1Y Annual License,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта"" ",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ""Binotel""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ""M.е.doc """,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта"" ",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програма для ЕОМ Microsoft Office 365 Business,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Сайт КРИВОРІЗЬКОЇ МІСЬКОЇ ОРГАНІЗАЦІЇ ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""ВАРТА""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ""M.E.Doc""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""ВАРТА""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Ліцензія Microsoft 365 Apps for business,СЛУГА НАРОДУ,4,2023
Право використання доменного імені,Домен sluga-narodu-kr.com ,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта"" ",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ПЗ ""Binotel""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ""M.е.doc""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft Windows 10 Pro,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft Windows 10 Pro,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ПЗ ""Binotel""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма ""M.E.Doc"" , конфігурація ""M.E.Doc-Звітність""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ КП ""Програмний комплекс ""Варта""",СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft 365 Business Basic,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Програмне забезпечення Microsoft Windows 10 Professional x64,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,Веб-сайт http://zeknopka.com.ua/,СЛУГА НАРОДУ,4,2023
Авторське право та суміжні з ним права,"Програма для ЕОМ ""Binotel""",СЛУГА НАРОДУ,4,2023
