Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Нежитлова будівля,"Івано-Франківська обл., м. Калуш, площа Героїв, буд. 28",41.5,***,01.06.2022,281095,Оренда,,,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2022-12-31,4,2022
Офіс,"м. Чернігів, вул. Івана Мазепи, буд. 4",74.8,,01.07.2016,460180,Оренда,,,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2022-12-31,4,2022
Офіс,"м. Чернігів, вул. Івана Мазепи, буд. 4",74.8,,01.11.2022,464004,Оренда,,,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2022-12-31,4,2022
Офіс,"Рівненська обл., Рівненський р-н, м. Костопіль, вул. 8-го Березня, буд. 13/30 А, 2-й поверх",11.9,,01.03.2021,,Оренда,,,Фізична особа,НАРОДНИЙ РУХ УКРАЇНИ,2022-12-31,4,2022
Нежитлова будівля,"м. Івано-Франківськ вул. Шевченка, буд. 5",237.1,,21.06.2005,3004528,Власність,,,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2022-12-31,4,2022
Нежитлова будівля,"Івано-Франківська оласть Рогатинський р-н, м. Рогатин вул. Галицька, буд. 67",55.4,,01.08.2022,21384,Власність,,,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2022-12-31,4,2022
Нежитлова будівля,"Україга, Івано-Франківська обл., Снятинський р-н, м. Снятин",46.2,,06.04.2017,0,Оренда,,,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2022-12-31,4,2022
Нежитлова будівля,"Івано-Франківська оласть Косівський р-н, м. Косів вул. Незалежності 23",105.5,**,07.11.2002,7540,Власність,,,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2022-12-31,4,2022
Нежитлова будівля,"Львівська обл., м. Львів, вул. Коперника, буд. 11",166.0,,11.12.2007,5625000,Власність,,,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2022-12-31,4,2022
Нежитлова будівля,м. Луцьк вул. Шевченка 2,123.4,,20.12.1999,3031669,Власність,,,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2022-12-31,4,2022
Нежитлова будівля,"м. Миколаїв, вул. Велика Морська, буд. 45/8",95.2,,28.03.2013,190400,Власність,,,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2022-12-31,4,2022
