Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
ДЕМОКРАТИЧНА ПАРТІЯ УГОРЦІВ УКРАЇНИ,Берегівська міська організація Демократичної партії угорців України,Закарпатська область,33623776,"Закарпатська обл., Берегівський р-н, вул. Сечені Іштвана, буд. 59/б","Закарпатська обл., Берегівський р-н, вул. Сечені Іштвана, буд. 59/б",
ДЕМОКРАТИЧНА ПАРТІЯ УГОРЦІВ УКРАЇНИ,Берегівська районна організація Демократичної партії угорців України,Закарпатська область,33623764,"Закарпатська обл., Берегівський р-н, вул. Сечені Іштвана, буд. 59/б","Закарпатська обл., Берегівський р-н, вул. Сечені Іштвана, буд. 59/б",
ДЕМОКРАТИЧНА ПАРТІЯ УГОРЦІВ УКРАЇНИ,Виноградівська районна партійна організація Демократичної партії угорців України,Закарпатська область,33851109,"Закарпатська обл., Берегівський р-н, вул. Миру, буд. 51","Закарпатська обл., Берегівський р-н, вул. Миру, буд. 51",
ДЕМОКРАТИЧНА ПАРТІЯ УГОРЦІВ УКРАЇНИ,Мукачівська районна партійна організація Демократичної партії угорців України,Закарпатська область,33752142,"Закарпатська обл., Мукачівський р-н, вул. Ракоці, буд. 95","Закарпатська обл., Мукачівський р-н, вул. Ракоці, буд. 95",
ДЕМОКРАТИЧНА ПАРТІЯ УГОРЦІВ УКРАЇНИ,Рахівська районна організація Демократичної партії угорців України,Закарпатська область,33774082,"Закарпатська обл., Рахівський р-н, вул. Карпатська, буд. 8","Закарпатська обл., Рахівський р-н, вул. Карпатська, буд. 8",
ДЕМОКРАТИЧНА ПАРТІЯ УГОРЦІВ УКРАЇНИ,Тячівська районна партійна організація Демократичної партії угорців України,Закарпатська область,33839343,"Закарпатська обл., Тячівський р-н, вул. Армійська, буд. 7","Закарпатська обл., Тячівський р-н, вул. Армійська, буд. 7",
ДЕМОКРАТИЧНА ПАРТІЯ УГОРЦІВ УКРАЇНИ,Ужгородська міська територіальна партійна організація Демократичної партії угорців України,Закарпатська область,33705747,"Закарпатська обл., Ужгородський р-н, вул. Другетів, буд. 94","Закарпатська обл., Ужгородський р-н, вул. Другетів, буд. 94",
ДЕМОКРАТИЧНА ПАРТІЯ УГОРЦІВ УКРАЇНИ,Ужгородська районна територіальна партійна організація Демократичної партії угорців України,Закарпатська область,33577907,"Закарпатська обл., Ужгородський р-н, вул. Ракоці, буд. 2","Закарпатська обл., Ужгородський р-н, вул. Ракоці, буд. 2",
ДЕМОКРАТИЧНА ПАРТІЯ УГОРЦІВ УКРАЇНИ,Закарпатська обласна організація Демократичної партії угорців України,Закарпатська область,33623759,"Закарпатська обл., Берегівський р-н, вул. Сечені Іштвана, буд. 59/б","Закарпатська обл., Берегівський р-н, вул. Сечені Іштвана, буд. 59/б","АТ ОТП БАНК, ЄДРПОУ: 21685166, р/р № UA823005280000026002455087076"
ДЕМОКРАТИЧНА ПАРТІЯ УГОРЦІВ УКРАЇНИ,Хустська міська організація Демократичної партії угорців України,Закарпатська область,34005127,"Закарпатська обл., Хустський р-н, вул. Слов``янська, буд. 4","Закарпатська обл., Хустський р-н, вул. Слов``янська, буд. 4",
ДЕМОКРАТИЧНА ПАРТІЯ УГОРЦІВ УКРАЇНИ,Хустська районна організація Демократичної партії угорців України,Закарпатська область,33767536,"Закарпатська обл., Хустський р-н, вул. Шаянська, буд. 30","Закарпатська обл., Хустський р-н, вул. Шаянська, буд. 30",
ДЕМОКРАТИЧНА ПАРТІЯ УГОРЦІВ УКРАЇНИ,Центральний офіс,Закарпатська область,33476152,"Закарпатська обл., Берегівський р-н, вул. Сечені Іштвана, буд. 59/б","Закарпатська обл., Берегівський р-н, вул. Сечені Іштвана, буд. 59/б",
