Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
РОЗВИТОК І ДОБРОБУТ,КІРОВОГРАДСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Кіровоградська область,38540274,"Кіровоградська обл., м. Кропивницький, вул. Васнецова, буд. 8","Кіровоградська обл., м. Кропивницький, вул. Васнецова, буд. 8",
РОЗВИТОК І ДОБРОБУТ,ХЕРСОНСЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Херсонська область,38583978,"Херсонська обл., Генічеський р-н, вул. Космонавтів, буд. 30","Херсонська обл., Генічеський р-н, вул. Космонавтів, буд. 30",
РОЗВИТОК І ДОБРОБУТ,ГОРІШНЬОПЛАВНІВСЬКА МІСЬКА організація,Полтавська область,43067938,"Полтавська обл., Кременчуцький р-н, просп. Героїв Дніпра, буд. 23А","Полтавська обл., Кременчуцький р-н, просп. Героїв Дніпра, буд. 23А",
РОЗВИТОК І ДОБРОБУТ,КРЕМЕНЧУЦЬКА МІСЬКА організація,Полтавська область,43810561,"Полтавська обл., м. Кременчук, вул. Ціолковського, буд. 42А","Полтавська обл., м. Кременчук, вул. Ціолковського, буд. 42А",
РОЗВИТОК І ДОБРОБУТ,ПОЛТАВСЬКА МІСЬКА організація,Полтавська область,43105999,"Полтавська обл., м. Полтава, майдан Незалежності, 16","Полтавська обл., м. Полтава, майдан Незалежності, 16",
РОЗВИТОК І ДОБРОБУТ,БІЛОЦЕРКІВСЬКА РАЙОННА організація,Київська область,43082322,"Київська обл., Білоцерківський р-н, вул. Леваневського, буд. 26","Київська обл., Білоцерківський р-н, вул. Леваневського, буд. 26",
РОЗВИТОК І ДОБРОБУТ,БІЛОЦЕРКІВСЬКА МІСЬКА організація,Київська область,43082254,"Київська обл., Білоцерківський р-н, вул. Зелена, буд. 30А","Київська обл., Білоцерківський р-н, вул. Зелена, буд. 30А",
РОЗВИТОК І ДОБРОБУТ,РІВНЕНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Рівненська область,38822439,"Рівненська обл., Рівненський р-н, вул. Гагаріна, буд. 71","Рівненська обл., Рівненський р-н, вул. Гагаріна, буд. 71",
РОЗВИТОК І ДОБРОБУТ,ТЕРНОПІЛЬСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Тернопільська область,38929195,"Тернопільська обл., Тернопільський р-н, просп. Бандери Степана, буд. 102","Тернопільська обл., Тернопільський р-н, просп. Бандери Степана, буд. 102",
РОЗВИТОК І ДОБРОБУТ,КРИМСЬКА РЕСПУБЛІКАНСЬКА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Автономна республіка крим,38910362,"Автономна республіка крим, м. Сімферополь, вул. Радіщева, буд. 69","Автономна республіка крим, м. Сімферополь, вул. Радіщева, буд. 69",
РОЗВИТОК І ДОБРОБУТ,ДНІПРОПЕТРОВСЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Дніпропетровська область,38709898,"Дніпропетровська обл., Нікопольський р-н, вул. Патріотів України, буд. 158","Дніпропетровська обл., Нікопольський р-н, вул. Патріотів України, буд. 158",
РОЗВИТОК І ДОБРОБУТ,ПОЛТАВСЬКА ОБЛАСНА організація,Полтавська область,43770016,"Полтавська обл., м. Полтава, майдан Незалежності, 16","Полтавська обл., м. Полтава, майдан Незалежності, 16",
РОЗВИТОК І ДОБРОБУТ,ЧЕРНІГІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Чернігівська область,38460063,"Чернігівська обл., Ніжинський р-н, вул. Богуна, буд. 1","Чернігівська обл., Ніжинський р-н, вул. Богуна, буд. 1",
РОЗВИТОК І ДОБРОБУТ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Харківська область,38635182,"Харківська обл., м. Харків, вул. Афанасівська, буд. 162","Харківська обл., м. Харків, вул. Афанасівська, буд. 162",
РОЗВИТОК І ДОБРОБУТ,СУМСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Сумська область,38522920,"Сумська обл., м. Суми, вул. Гагаріна, буд. 18","Сумська обл., м. Суми, вул. Гагаріна, буд. 18",
РОЗВИТОК І ДОБРОБУТ,ЧЕРНІВЕЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Чернівецька область,38453124,"Чернівецька обл., Чернівецький р-н, вул. Головна, буд. 281","Чернівецька обл., Чернівецький р-н, вул. Головна, буд. 281",
РОЗВИТОК І ДОБРОБУТ,ЗАКАРПАТСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Закарпатська область,38802061,"Закарпатська обл., Ужгородський р-н, вул. Заньковецької Марії, буд. 85","Закарпатська обл., Ужгородський р-н, вул. Заньковецької Марії, буд. 85",
РОЗВИТОК І ДОБРОБУТ,ВІННИЦЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Вінницька область,38283587,"Вінницька обл., Гайсинський р-н, пров. Хмельницького Б. 5, буд. 2","Вінницька обл., Гайсинський р-н, пров. Хмельницького Б. 5, буд. 2",
РОЗВИТОК І ДОБРОБУТ,ЖИТОМИРСЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Житомирська область,38741732,"Житомирська обл., м. Житомир, вул. Острозьких князів, буд. 75","Житомирська обл., м. Житомир, вул. Острозьких князів, буд. 75",
РОЗВИТОК І ДОБРОБУТ,ЗАПОРІЗЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ РЕСПУБЛІКАНЦІВ,Запорізька область,38363350,"Запорізька обл., Мелітопольський р-н, вул. Пушкіна, буд. 330А","Запорізька обл., Мелітопольський р-н, вул. Пушкіна, буд. 330А",
РОЗВИТОК І ДОБРОБУТ,КИЇВСЬКА МІСЬКА ТЕРИТОРІАЛЬНА організація,київ,38726054,"м.. київ, Святошинський, вул. Стуса Василя, буд. 27","м.. київ, Святошинський, вул. Стуса Василя, буд. 27",
РОЗВИТОК І ДОБРОБУТ,КИЇВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,Київська область,38726363,"Київська обл., Броварський р-н, вул. Олімпійська, буд. 6А","Київська обл., Броварський р-н, вул. Олімпійська, буд. 6А",
РОЗВИТОК І ДОБРОБУТ,ОДЕСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,Одеська область,45244570,"Одеська обл., м. Одеса, вул. Грушевського Михайла, буд. 39/1","Одеська обл., м. Одеса, вул. Грушевського Михайла, буд. 39/1",
